START | Pos: [-1.2893, 0.1912, -4.75057] | Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-1.2893, 0.1912, -4.7506], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-3.3473, 0.1912, -4.7841], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-3.3473, 0.1912, -4.7841], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-3.3473, 0.1912, -4.7841], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-3.3473, 0.1912, -4.7841], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-3.3473, 0.1912, -4.7841], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-3.3473, 0.1912, -4.7841], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-3.3473, 0.1912, -4.7841], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-3.3473, 0.1912, -5.0341], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.5973, 0.1912, -5.0341], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.8473, 0.1912, -5.0341], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.0973, 0.1912, -5.0341], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-4.0973, 0.1912, -5.0341], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-4.0973, 0.1912, -5.0341], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.0973, 0.1912, -5.0341], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-4.0973, 0.1912, -5.0341], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.0973, 0.1912, -5.0341], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.0973, 0.1912, -5.0341], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-4.0973, 0.1912, -5.0341], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-3.8808, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.6308, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3808, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.1308, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8808, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.6308, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.3808, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1308, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.8808, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.6308, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-1.6308, 0.1912, -5.1591], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-1.6308, 0.1912, -5.1591], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-1.6308, 0.1912, -5.1591], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-1.6308, 0.1912, -5.1591], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-1.6308, 0.1912, -5.1591], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.6308, 0.1912, -5.1591], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-1.6308, 0.1912, -5.1591], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.8473, 0.1912, -5.2841], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.8473, 0.1912, -5.2841], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.8473, 0.1912, -5.2841], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-1.8473, 0.1912, -5.2841], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-1.8473, 0.1912, -5.2841], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
stop, Pos: [-1.8473, 0.1912, -5.2841], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
