START | Pos: [-9.49727, 0.19156, 2.8449] | Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-8.7562, 0.1916, 2.8784], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-8.7562, 0.1916, 2.8784], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.9728, 0.1916, 2.7534], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-8.9728, 0.1916, 2.7534], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-9.0978, 0.1916, 2.5369], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-9.0978, 0.1916, 2.5369], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-9.0978, 0.1916, 2.5369], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-9.0978, 0.1916, 2.5369], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-9.0978, 0.1916, 2.5369], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-9.2228, 0.1916, 2.7534], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-9.2228, 0.1916, 2.7534], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-9.2228, 0.1916, 2.7534], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-9.2228, 0.1916, 2.7534], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-9.2228, 0.1916, 2.7534], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-9.2228, 0.1916, 2.7534], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-9.2228, 0.1916, 2.7534], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-9.0978, 0.1916, 2.5369], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-9.0978, 0.1916, 2.5369], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-9.0978, 0.1916, 2.5369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.8478, 0.1916, 2.5369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.5978, 0.1916, 2.5369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.3478, 0.1916, 2.5369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.0978, 0.1916, 2.5369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.8478, 0.1916, 2.5369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.5978, 0.1916, 2.5369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-7.5978, 0.1916, 2.5369], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.3812, 0.1916, 2.6619], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-7.3812, 0.1916, 2.6619], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-7.2562, 0.1916, 2.8784], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-7.2562, 0.1916, 2.8784], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-7.2562, 0.1916, 2.8784], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-7.2562, 0.1916, 2.8784], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-7.2562, 0.1916, 2.8784], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.2562, 0.1916, 2.8784], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-7.2562, 0.1916, 2.8784], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-7.2562, 0.1916, 2.8784], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.2562, 0.1916, 2.6284], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-7.2562, 0.1916, 2.6284], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-7.2562, 0.1916, 2.6284], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-7.0397, 0.1916, 2.5034], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-6.8232, 0.1916, 2.3784], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.6982, 0.1916, 2.1619], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.5732, 0.1916, 1.9454], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.4482, 0.1916, 1.7289], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.3232, 0.1916, 1.5124], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.1982, 0.1916, 1.2959], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-6.1982, 0.1916, 1.2959], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-6.1982, 0.1916, 1.2959], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-6.1982, 0.1916, 1.2959], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-6.1982, 0.1916, 1.2959], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-6.1982, 0.1916, 1.2959], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1982, 0.1916, 1.5459], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1982, 0.1916, 1.7959], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-6.1982, 0.1916, 2.0459], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-6.3232, 0.1916, 1.8294], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.5397, 0.1916, 1.9544], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.7562, 0.1916, 2.0794], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.9728, 0.1916, 2.2044], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-6.9728, 0.1916, 2.2044], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.2228, 0.1916, 2.2044], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.4728, 0.1916, 2.2044], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.7228, 0.1916, 2.2044], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.9728, 0.1916, 2.2044], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.2228, 0.1916, 2.2044], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.4728, 0.1916, 2.2044], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.7228, 0.1916, 2.2044], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-8.7228, 0.1916, 2.2044], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-8.7228, 0.1916, 2.2044], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-8.7228, 0.1916, 2.2044], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-8.7228, 0.1916, 2.2044], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-8.7228, 0.1916, 2.2044], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-8.7228, 0.1916, 2.2044], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-8.7228, 0.1916, 2.2044], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.5062, 0.1916, 2.3294], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-8.5062, 0.1916, 2.3294], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.5062, 0.1916, 2.3294], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-8.5062, 0.1916, 2.3294], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-8.5062, 0.1916, 2.3294], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-8.5062, 0.1916, 2.3294], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-8.5062, 0.1916, 2.3294], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-8.5062, 0.1916, 2.3294], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-8.6312, 0.1916, 2.1129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-8.6312, 0.1916, 2.1129], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-8.6312, 0.1916, 2.1129], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-8.6312, 0.1916, 2.1129], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-8.6312, 0.1916, 2.1129], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-8.6312, 0.1916, 2.1129], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.4147, 0.1916, 2.2379], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.1982, 0.1916, 2.3629], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-7.9817, 0.1916, 2.4879], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-7.9817, 0.1916, 2.4879], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-7.5152, 0.1916, 2.3629], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-7.3902, 0.1916, 2.5794], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-7.3902, 0.1916, 2.5794], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-7.3902, 0.1916, 2.5794], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-7.3902, 0.1916, 2.5794], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-7.3902, 0.1916, 2.5794], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-7.3902, 0.1916, 2.5794], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-7.3902, 0.1916, 2.5794], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-7.3902, 0.1916, 2.5794], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-7.4817, 0.1916, 2.6709], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-7.4817, 0.1916, 2.6709], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-7.4817, 0.1916, 2.6709], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-7.4817, 0.1916, 2.6709], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-7.4817, 0.1916, 2.6709], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.4817, 0.1916, 2.6709], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-7.4817, 0.1916, 2.6709], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.6067, 0.1916, 2.4544], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.7317, 0.1916, 2.2379], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-7.7317, 0.1916, 2.2379], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-7.7317, 0.1916, 2.2379], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-7.7317, 0.1916, 2.2379], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-7.7317, 0.1916, 2.2379], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-7.7317, 0.1916, 2.2379], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-7.7317, 0.1916, 2.2379], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-7.7317, 0.1916, 2.2379], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
