START | Pos: [-2.3657, 2.9257, 3.65177] | Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-2.3657, 2.9258, 3.6518], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [1.5093, 2.9258, 2.9351], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [1.5348, 2.9258, 2.6879], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.5348, 2.9258, 2.9379], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [1.5348, 2.9258, 2.9379], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [1.4098, 2.9258, 3.1544], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [1.2848, 2.9258, 3.3709], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [1.1599, 2.9258, 3.5874], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [1.0349, 2.9258, 3.8040], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [1.0349, 2.9258, 3.8040], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.8184, 2.9258, 3.9290], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.6019, 2.9258, 4.0540], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.3854, 2.9258, 4.1790], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
stop, Pos: [0.3854, 2.9258, 4.1790], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
