START | Pos: [16.23714, 0.10155, -4.64377] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [15.9871, 0.1016, -4.6438], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.7396, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.4896, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.2396, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.9896, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.7396, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.4896, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.2396, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.9896, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.7396, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.4896, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.2396, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.9896, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.7396, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.4896, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.2396, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.9896, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.7396, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.4896, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.2396, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.9896, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.7396, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.4896, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.2396, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.9896, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.7396, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.4896, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.2396, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.0104, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.2604, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.5104, 0.1016, -2.7679], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.7604, 0.1016, -2.7679], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-0.7604, 0.1016, -2.7679], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.9769, 0.1016, -2.6429], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-0.9769, 0.1016, -2.6429], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.2269, 0.1016, -2.6429], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.2269, 0.1016, -2.6429], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.4434, 0.1016, -2.5179], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.6599, 0.1016, -2.3929], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.8764, 0.1016, -2.2679], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.0929, 0.1016, -2.1429], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.3094, 0.1016, -2.0178], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.5259, 0.1382, -1.8928], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.7424, 0.1277, -1.7678], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.9589, 0.1016, -1.6428], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.9589, 0.1016, -1.6428], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.2089, 0.1016, -1.6428], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.4589, 0.1016, -1.6428], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.7089, 0.1016, -1.6428], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.9589, 0.1016, -1.6428], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.2089, 0.1016, -1.6428], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.4589, 0.1016, -1.6427], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.7089, 0.1016, -1.6427], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.9589, 0.1016, -1.6427], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.2089, 0.1016, -1.6427], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.4589, 0.1016, -1.6427], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.7089, 0.1016, -1.6427], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.9589, 0.1016, -1.6427], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2089, 0.1016, -1.6427], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.4589, 0.1016, -1.6426], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-6.4589, 0.1016, -1.6426], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.6754, 0.1016, -1.7676], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.8919, 0.1419, -1.8926], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.1084, 0.2037, -2.0176], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-7.1084, 0.2037, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.3584, 0.2720, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.3584, 0.2720, -2.0176], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.5749, 0.3016, -2.1426], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.7914, 0.3016, -2.2676], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.0079, 0.3016, -2.3926], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.1138, 0.3016, -2.3969], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.1692, 0.3016, -2.3461], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
stop, Pos: [-8.1692, 0.3016, -2.3461], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
