START | Pos: [2.97176, 0.19355, 5.18616] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [2.9718, 0.1936, 5.1862], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [2.4137, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [2.4137, 0.1936, 4.9697], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [2.4137, 0.1936, 4.9697], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [2.4137, 0.1936, 4.9697], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.4137, 0.1936, 4.7197], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [2.4137, 0.1936, 4.7197], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [2.4137, 0.1936, 4.7197], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [2.4137, 0.1936, 4.7197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [2.4137, 0.1936, 4.7197], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [2.6303, 0.1936, 4.8447], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [2.8468, 0.1936, 4.9697], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [3.0633, 0.1936, 5.0947], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [3.2798, 0.1936, 5.2197], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [3.2798, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.5298, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.7798, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.0298, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.2798, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.5298, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.7798, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.0298, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.2798, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.5298, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.7798, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.0298, 0.1936, 5.2197], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [6.0298, 0.1936, 5.2197], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [6.2463, 0.1936, 5.0947], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [6.4628, 0.1936, 4.9697], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [6.4628, 0.1936, 4.9697], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [6.4628, 0.1936, 4.9697], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [6.4628, 0.1936, 4.9697], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [6.4628, 0.1936, 4.9697], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [6.4628, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.2128, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.9628, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.7128, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.4628, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.2128, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.9628, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.7128, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.4628, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.2128, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.9628, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.7128, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.4628, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.2128, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.9628, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.7128, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [2.4628, 0.1936, 4.9697], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [2.2463, 0.1936, 5.0947], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [2.1213, 0.1936, 5.3112], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [2.1213, 0.1936, 5.3112], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [2.1213, 0.1936, 5.3112], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [2.1213, 0.1936, 5.3112], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [2.1213, 0.1936, 5.3112], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [2.1213, 0.1936, 5.3112], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [2.1213, 0.1936, 5.3112], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [2.1213, 0.1936, 5.3112], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [2.3378, 0.1936, 5.1862], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [2.3378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.5878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.8378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.0878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.3378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.5878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.8378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.0878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.3378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.5878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.8378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.0878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.3378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.5878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.8378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.0878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.3378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.5878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.8378, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.0878, 0.1936, 5.1862], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.0878, 0.1936, 5.1862], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.0878, 0.1936, 5.1862], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.0878, 0.1936, 5.1862], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.0878, 0.1936, 5.1862], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [6.9628, 0.1936, 4.9697], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [6.8378, 0.1936, 4.7531], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [6.7128, 0.1936, 4.5366], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [6.5878, 0.1936, 4.3201], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [6.5878, 0.1936, 4.3201], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [6.5878, 0.1936, 4.3201], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [6.5878, 0.1936, 4.3201], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [6.5878, 0.1936, 4.3201], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [6.5878, 0.1936, 4.3201], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [6.5878, 0.1936, 4.3201], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [6.5878, 0.1936, 4.3201], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [6.5878, 0.1936, 4.5701], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [6.5878, 0.1936, 4.5701], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [6.5878, 0.1936, 4.5701], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [6.5878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.3378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.0878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.8378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.5878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.3378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.0878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.8378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.5878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.3378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.0878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.8378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.5878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.3378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.0878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.8378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.5878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.3378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.0878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.8378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.5878, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [1.3378, 0.1936, 4.5701], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.1213, 0.1936, 4.6951], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.9048, 0.1936, 4.8201], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.6883, 0.1936, 4.9451], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [0.2553, 0.1936, 5.1951], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [0.2553, 0.1936, 5.1951], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [0.2553, 0.1936, 5.1951], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [0.2553, 0.1936, 5.1951], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [0.2553, 0.1936, 5.1951], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [0.2553, 0.1936, 5.1951], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [0.2553, 0.1936, 5.1951], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [0.4718, 0.1936, 5.0701], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [0.6883, 0.1936, 4.9451], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [0.6883, 0.1936, 4.9451], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [0.6883, 0.1936, 4.9451], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [0.6883, 0.1936, 4.9451], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [0.6883, 0.1936, 4.9451], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [0.6883, 0.1936, 4.9451], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [0.6883, 0.1936, 4.9451], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [0.6883, 0.1936, 4.9451], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.4383, 0.1936, 4.9451], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [0.4383, 0.1936, 4.9451], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [0.4383, 0.1936, 4.9451], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [0.4383, 0.1936, 4.9451], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [0.4383, 0.1936, 4.6951], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [0.4383, 0.1936, 4.6951], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [0.4383, 0.1936, 4.6951], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
