START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.3425, 0.1271, 1.7949], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [3.1641, 0.1271, 7.1271], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.9141, 0.1271, 7.1271], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.6641, 0.1271, 7.1271], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.4141, 0.1271, 7.1271], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.1641, 0.1271, 7.1271], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.9141, 0.1271, 7.1271], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.6641, 0.1271, 7.1271], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.4141, 0.1271, 7.1272], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.1641, 0.1271, 7.1272], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
stop, Pos: [1.1641, 0.1271, 7.1272], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
