START | Pos: [24.244, -0.5425, -4.02] | Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [24.2440, -0.5426, -4.0200], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [23.6237, -0.5426, -1.1386], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [23.7457, -0.5426, -1.2910], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [23.7457, -0.5426, -1.2910], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [23.7457, -0.5426, -1.2910], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [23.7457, -0.5426, -1.2910], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [23.7457, -0.5426, -1.2910], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [23.7457, -0.5426, -1.2910], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [23.7457, -0.5426, -1.2910], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [23.7457, -0.5426, -1.2910], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [23.6207, -0.5426, -1.0745], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [23.5750, -0.5426, -0.9276], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [23.6750, -0.5426, -0.6776], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [23.6750, -0.5426, -0.4276], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [23.6750, -0.5426, -0.1776], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [23.6750, -0.5426, -0.1776], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [23.8000, -0.5426, 0.0389], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [23.8000, -0.5426, 0.0389], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [23.8000, -0.5426, 0.2889], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [23.8000, -0.5426, 0.5389], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [23.8000, -0.4973, 0.7889], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [23.8001, -0.4936, 1.0389], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [23.8001, -0.4898, 1.2889], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [23.8001, -0.4898, 1.2889], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [23.8001, -0.4898, 1.2889], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [24.0166, -0.4705, 1.4139], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [24.2331, -0.4508, 1.5389], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [24.4496, -0.4311, 1.6639], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [24.6661, -0.4128, 1.7888], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [24.8826, -0.3991, 1.9138], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [25.0991, -0.3854, 2.0388], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [25.3157, -0.3717, 2.1638], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [25.5322, -0.3580, 2.2888], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [25.7487, -0.3443, 2.4138], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [25.9652, -0.4531, 2.5388], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [26.1817, -0.5005, 2.6638], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [26.3982, -0.5446, 2.7888], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [26.6147, -0.5426, 2.9137], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [26.8313, -0.5426, 3.0387], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [26.8313, -0.5426, 3.0387], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [26.8313, -0.5426, 3.0387], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [26.8313, -0.5426, 3.0387], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [26.8313, -0.5426, 3.0387], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [26.8313, -0.5426, 3.0387], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [26.5813, -0.5426, 3.0388], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [26.3313, -0.5426, 3.0224], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [26.0813, -0.4830, 3.0224], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [25.8313, -0.3446, 3.0224], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [25.5813, -0.3619, 3.0224], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [25.3313, -0.3772, 3.0224], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [25.0813, -0.3902, 3.0225], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [24.8313, -0.4032, 3.0225], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [24.5813, -0.4162, 3.0225], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [24.3313, -0.4292, 3.0225], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [24.0813, -0.4423, 3.0225], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.8313, -0.4553, 3.0225], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5813, -0.4683, 3.0225], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.3313, -0.5043, 3.0225], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.0813, -0.5426, 3.0225], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [22.8313, -0.4955, 3.0226], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [22.5813, -0.5381, 3.0226], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [22.3313, -0.5426, 3.0226], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [22.0813, -0.5426, 3.0226], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [21.8313, -0.5426, 3.0226], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [21.5813, -0.5426, 3.0226], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [21.3313, -0.5426, 3.0226], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [21.0813, -0.5426, 3.0226], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [20.8313, -0.5426, 3.0227], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [20.5813, -0.5426, 3.0227], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [20.3313, -0.5426, 3.0227], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [20.0813, -0.5426, 3.0227], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [20.0813, -0.5426, 3.0227], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [20.0813, -0.5426, 3.0227], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [20.0813, -0.5426, 3.0227], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [20.0813, -0.5426, 3.2727], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [20.0813, -0.5426, 3.5227], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [20.0813, -0.5426, 3.5227], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [19.9563, -0.5426, 3.7392], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [19.9563, -0.5426, 3.7392], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [19.9563, -0.5426, 3.7392], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [19.9563, -0.5426, 3.7392], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [19.9563, -0.5426, 3.7392], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.8313, -0.5426, 3.5227], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.7063, -0.5426, 3.3062], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.5813, -0.5426, 3.0897], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.4562, -0.5426, 2.8732], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.3312, -0.5426, 2.6567], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.2062, -0.5426, 2.4402], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1154, -0.5426, 2.2362], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1704, -0.5426, 2.0851], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1750, -0.5426, 2.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
