START | Pos: [7.15886, -0.16933, -2.1896] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.1589, -0.1693, -2.1896], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [6.1099, -0.2344, 0.2435], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [6.3265, -0.2426, 0.3685], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [6.5430, -0.1976, 0.4934], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [6.7595, -0.1526, 0.6184], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [6.9760, -0.1026, 0.7434], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [7.1925, -0.1693, 0.8684], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [7.4090, -0.1693, 0.9934], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [7.6255, -0.1693, 1.1184], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [7.8420, -0.1693, 1.2434], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [8.0586, -0.1693, 1.3684], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [8.0586, -0.1693, 1.3684], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.3086, -0.1693, 1.3684], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.5586, -0.1693, 1.3683], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.8086, -0.1693, 1.3683], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.0586, -0.1693, 1.3683], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.3086, -0.1693, 1.3683], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [9.3086, -0.1693, 1.3683], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.5251, -0.1693, 1.4933], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.7416, -0.1693, 1.6183], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.9581, -0.1693, 1.7433], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.1746, -0.1693, 1.8683], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.3911, -0.1693, 1.9933], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [10.3911, -0.1693, 1.9933], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [10.6411, -0.1693, 1.9932], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [10.8911, -0.1693, 1.9932], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [11.1411, -0.1693, 1.9932], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [11.3911, -0.1693, 1.9932], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [11.6411, -0.1693, 1.9932], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [11.8911, -0.1693, 1.9932], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [11.8911, -0.1693, 1.9932], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [12.1076, -0.1693, 1.8682], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [12.3241, -0.1693, 1.7432], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [12.5406, -0.1693, 1.6181], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [12.7571, -0.2302, 1.4871], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [12.9736, -0.3384, 1.3621], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [13.1901, -0.3693, 1.2371], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [13.4066, -0.3693, 1.1121], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [13.6231, -0.3693, 0.9871], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [13.8396, -0.3693, 0.8621], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.0561, -0.4052, 0.7370], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.2726, -0.4581, 0.6120], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.4891, -0.4257, 0.4870], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.7056, -0.3693, 0.3620], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.9221, -0.3693, 0.2370], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.1386, -0.3693, 0.1120], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.3551, -0.3693, -0.0130], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.5716, -0.3693, -0.1380], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.7881, -0.3693, -0.2630], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.0046, -0.3693, -0.3881], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.2211, -0.3693, -0.5131], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.4376, -0.3954, -0.6381], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.6541, -0.4232, -0.7631], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.7561, -0.4132, -0.8447], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.7419, -0.4080, -0.8822], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.7277, -0.4029, -0.9197], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.7135, -0.3977, -0.9572], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.6993, -0.3925, -0.9947], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.6850, -0.3874, -1.0322], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [16.6850, -0.3874, -1.0322], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [16.6850, -0.3874, -1.0322], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [16.6850, -0.3874, -1.0322], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [16.5600, -0.3693, -1.2487], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [16.4350, -0.4283, -1.4652], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [16.3100, -0.4928, -1.6817], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [16.1850, -0.4663, -1.8982], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [16.0600, -0.4030, -2.1147], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.9350, -0.4305, -2.3312], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.8100, -0.5142, -2.5477], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.7303, -0.5693, -2.6508], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.6972, -0.5693, -2.6376], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.6641, -0.5693, -2.6243], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.5390, -0.6287, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.4140, -0.7056, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.2890, -0.7825, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.1640, -0.8594, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [15.0390, -0.9364, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.9140, -1.0133, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.7890, -1.0902, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.6640, -1.1672, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.5390, -1.2441, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.4139, -1.3210, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.2889, -1.4065, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.1639, -1.5065, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.0389, -1.6065, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.9139, -1.7066, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.7889, -1.8066, -2.6129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [13.7889, -1.8066, -2.6129], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [13.7889, -1.8066, -2.6129], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [13.7889, -1.8066, -2.6129], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [13.7889, -1.8066, -2.6129], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [13.6639, -1.9486, -2.3964], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [13.6639, -1.9486, -2.3964], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [13.4474, -2.1061, -2.2714], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [13.2309, -2.2010, -2.1464], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [13.0144, -2.3137, -2.0214], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [12.7979, -2.4268, -1.8963], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [12.5826, -2.4389, -1.8426], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [12.3683, -2.5696, -1.8462], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [12.1540, -2.7004, -1.8499], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [11.9397, -2.8312, -1.8535], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [11.7253, -2.9619, -1.8571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [11.5110, -3.0927, -1.8608], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [11.5110, -3.0927, -1.8608], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.2610, -3.1693, -1.8608], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [11.2610, -3.1693, -1.8608], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [11.0445, -3.1693, -1.7357], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [11.0445, -3.1693, -1.7357], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [11.0445, -3.1693, -1.7357], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0445, -3.1693, -1.4857], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0445, -3.1693, -1.2357], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0445, -3.1693, -0.9857], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0446, -3.1693, -0.7357], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0446, -3.1693, -0.4857], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0446, -3.1693, -0.2357], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0446, -3.1693, 0.0143], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0446, -3.1693, 0.2643], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
