START | Pos: [-3.11759, 0.19118, -1.75868] | Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-2.9926, 0.1912, -1.9752], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-2.2581, 0.1912, -7.7473], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.2581, 0.1912, -7.7473], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-2.3831, 0.1912, -7.9638], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-2.5081, 0.1912, -8.1803], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-2.6331, 0.1912, -8.3968], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-2.7581, 0.1912, -8.6133], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-2.8831, 0.1912, -8.8298], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.8831, 0.1912, -8.8298], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.0996, 0.1912, -8.9548], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-3.0996, 0.1912, -8.9548], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.3496, 0.1912, -8.9548], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.5996, 0.1912, -8.9548], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.8496, 0.1912, -8.9548], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.0996, 0.1912, -8.9548], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.3496, 0.1912, -8.9548], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.5996, 0.1912, -8.9548], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.8496, 0.1912, -8.9548], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-4.8496, 0.1912, -8.9548], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-4.8496, 0.1912, -8.9548], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-4.8496, 0.1912, -8.9548], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-4.8496, 0.1912, -8.9548], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-4.7246, 0.1912, -8.7383], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-4.7246, 0.1912, -8.7383], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-4.7246, 0.1912, -8.4883], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-4.7246, 0.1912, -8.2383], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-4.7246, 0.1912, -7.9883], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-4.7246, 0.1912, -7.9883], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-4.8496, 0.1912, -7.7718], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-4.9746, 0.1912, -7.5553], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-4.9746, 0.1912, -7.5553], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-4.9746, 0.1912, -7.3053], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-4.9746, 0.1912, -7.0553], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-4.9746, 0.1912, -6.8053], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-4.9746, 0.1912, -6.8053], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.0996, 0.1912, -6.5888], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.2246, 0.1912, -6.3723], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.3496, 0.1912, -6.1558], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-5.3496, 0.1912, -6.1558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -5.9058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -5.6558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -5.4058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -5.1558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -4.9058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -4.6558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -4.4058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -4.1558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -3.9058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -3.6558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -3.4058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -3.1558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -2.9058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -2.6558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -2.4058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -2.1558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -1.9058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -1.6558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -1.4058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -1.1558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -0.9058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -0.6558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -0.4058], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, -0.1558], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 0.0942], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 0.3442], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 0.5942], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 0.8442], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 1.0942], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 1.3442], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 1.5942], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 1.8442], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 2.0942], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 2.3442], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3496, 0.1912, 2.5942], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-5.3496, 0.1912, 2.5942], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.2246, 0.1912, 2.8107], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-5.2246, 0.1912, 2.8107], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.2246, 0.1912, 3.0607], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-5.2246, 0.1912, 3.0607], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.0996, 0.1912, 3.2772], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-4.9746, 0.1912, 3.4937], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-4.8496, 0.1912, 3.7102], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-4.8496, 0.1912, 3.7102], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.6331, 0.1912, 3.8352], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.4166, 0.1912, 3.9602], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-4.4166, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.1666, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.9166, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.6666, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.4166, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.1666, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.9166, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.6666, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.4166, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1666, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.9166, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.6666, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.4166, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
stop, Pos: [-1.4166, 0.1912, 3.9602], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
