START | Pos: [4.30698, 0.19388, -4.34907] | Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [4.3070, 0.1939, -4.3491], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [4.7735, 0.1939, -3.1080], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [4.5570, 0.1939, -3.2330], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [4.4320, 0.1939, -3.0165], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [4.4320, 0.1939, -2.7665], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [4.5570, 0.1939, -2.5500], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [4.5570, 0.1939, -2.5500], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [4.5570, 0.1939, -2.5500], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [4.5570, 0.1939, -2.5500], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [4.5570, 0.1939, -2.5500], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [4.5570, 0.1939, -2.5500], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [4.3405, 0.1939, -2.6750], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [4.1240, 0.1939, -2.8000], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [3.9075, 0.1939, -2.9250], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.1575, 0.1939, -2.9250], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.1575, 0.1939, -2.9250], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [4.1575, 0.1939, -2.9250], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [4.2825, 0.1939, -3.1415], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [4.4075, 0.1939, -3.3580], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [4.6240, 0.1939, -3.4830], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
