START | Pos: [6.018, -3.008, -6.1127] | Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [6.0180, -3.0084, -6.1127], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [4.0222, -3.0084, -5.7878], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.0222, -3.0084, -5.7878], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [3.8972, -3.0084, -5.5713], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [3.8972, -3.0084, -5.5713], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [3.8972, -3.0084, -5.5713], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [3.8972, -3.0084, -5.5713], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [3.8972, -3.0084, -5.5713], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [3.8972, -3.0084, -5.5713], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.1137, -3.0084, -5.6963], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [4.1137, -3.0084, -5.6963], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.3637, -3.0084, -5.6963], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.6137, -3.0084, -5.6963], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.8637, -3.0084, -5.6963], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.1137, -3.0084, -5.6964], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [5.1137, -3.0084, -5.6964], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.3302, -3.0084, -5.8214], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [5.3302, -3.0084, -5.8214], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.5802, -3.0084, -5.8214], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.8302, -3.0084, -5.8214], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.0802, -3.0084, -5.8214], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.3302, -3.0084, -5.8214], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.5802, -3.0084, -5.8214], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.8302, -3.0084, -5.8214], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.0802, -3.0084, -5.8215], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.3302, -3.0084, -5.8215], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.5802, -3.0084, -5.8215], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.8302, -3.0084, -5.8215], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.0802, -3.0084, -5.8215], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.3302, -3.0084, -5.8215], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.5802, -3.0084, -5.8215], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.8302, -3.0084, -5.8215], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.0802, -3.0084, -5.8216], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.3302, -3.0084, -5.8216], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.5802, -3.0084, -5.8216], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [9.5802, -3.0084, -5.8216], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [9.5802, -3.0084, -5.8216], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [9.5802, -3.0084, -5.8216], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [9.5802, -3.0084, -5.5716], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [9.5863, -3.0084, -5.4305], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [9.5863, -3.0084, -5.4305], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [9.5863, -3.0084, -5.4305], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [9.5863, -3.0084, -5.4305], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.3370, -3.0084, -5.4443], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.0878, -3.0084, -5.4582], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.8378, -3.0084, -5.4582], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.5878, -3.0084, -5.4582], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.3378, -3.0084, -5.4581], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.0878, -3.0084, -5.4581], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.8378, -3.0084, -5.4581], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.6315, -3.0084, -5.4854], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.6315, -3.0084, -5.4854], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.6315, -3.0084, -5.4854], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.5065, -3.0084, -5.7019], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.5065, -3.0084, -5.7019], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.2900, -3.0084, -5.8269], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.2900, -3.0084, -5.8269], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.0400, -3.0084, -5.8269], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.7900, -3.0084, -5.8269], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.5400, -3.0084, -5.8269], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.2900, -3.0084, -5.8269], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.0400, -3.0084, -5.8269], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.7900, -3.0084, -5.8268], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.5400, -3.0084, -5.8268], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.2900, -3.0084, -5.8268], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.0400, -3.0084, -5.8268], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.7900, -3.0084, -5.8268], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.5400, -3.0084, -5.8268], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [4.5400, -3.0084, -5.8268], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [4.3235, -3.0084, -5.7018], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.3235, -3.0084, -5.7018], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [4.1991, -3.0084, -5.4954], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [4.1991, -3.0084, -5.4954], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [4.1991, -3.0084, -5.4954], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [4.1991, -3.0084, -5.4954], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.9826, -3.0084, -5.6204], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [3.9826, -3.0084, -5.6204], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [3.9826, -3.0084, -5.6204], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [3.9826, -3.0084, -5.6204], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [4.1076, -3.0084, -5.8369], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [4.1076, -3.0084, -5.8369], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [4.3241, -3.0084, -5.9619], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [4.3241, -3.0084, -5.9619], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.5741, -3.0084, -5.9619], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.8241, -3.0084, -5.9619], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.0741, -3.0084, -5.9619], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.3241, -3.0084, -5.9619], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.5741, -3.0084, -5.9619], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.8241, -3.0084, -5.9620], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.0741, -3.0084, -5.9620], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.3241, -3.0084, -5.9620], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.5741, -3.0084, -5.9620], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.8241, -3.0084, -5.9620], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.0741, -3.0084, -5.9620], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.3241, -3.0084, -5.9620], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.5741, -3.0084, -5.9620], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.8241, -3.0084, -5.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.0741, -3.0084, -5.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.3241, -3.0084, -5.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.5741, -3.0084, -5.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.8241, -3.0084, -5.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.0741, -3.0084, -5.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.3241, -3.0084, -5.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.5741, -3.0084, -5.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [9.5741, -3.0084, -5.9621], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.7906, -3.0084, -5.8372], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.0071, -3.0084, -5.7122], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [10.0071, -3.0084, -5.7122], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [10.0071, -3.0084, -5.7122], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [10.0071, -3.0084, -5.7122], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [10.0071, -3.0084, -5.7122], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [10.0071, -3.0084, -5.9622], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [10.0071, -3.0084, -5.9622], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [10.0071, -3.0084, -5.9622], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [10.0071, -3.0084, -5.9622], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.7571, -3.0084, -5.9622], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.5071, -3.0084, -5.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.2571, -3.0084, -5.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.0071, -3.0084, -5.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.7571, -3.0084, -5.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.5071, -3.0084, -5.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.2571, -3.0084, -5.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.0071, -3.0084, -5.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.7571, -3.0084, -5.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.5071, -3.0084, -5.9620], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.2571, -3.0084, -5.9620], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.0071, -3.0084, -5.9620], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.7571, -3.0084, -5.9620], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.5071, -3.0084, -5.9620], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.2571, -3.0084, -5.9620], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.0071, -3.0084, -5.9620], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.7571, -3.0084, -5.9620], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.5071, -3.0084, -5.9619], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.2571, -3.0084, -5.9619], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.0071, -3.0084, -5.9619], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.7571, -3.0084, -5.9619], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [4.7571, -3.0084, -5.9619], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [4.5406, -3.0084, -5.8369], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [4.3241, -3.0084, -5.7119], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.3241, -3.0084, -5.7119], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [4.3241, -3.0084, -5.7119], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [4.3241, -3.0084, -5.7119], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [4.3241, -3.0084, -5.7119], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [4.5406, -3.0084, -5.5869], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [4.5406, -3.0084, -5.5869], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.5406, -3.0084, -5.5869], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.7571, -3.0084, -5.7119], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.9736, -3.0084, -5.8369], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [4.9736, -3.0084, -5.8369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.2236, -3.0084, -5.8369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.4736, -3.0084, -5.8369], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.7236, -3.0084, -5.8370], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.9736, -3.0084, -5.8370], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.2236, -3.0084, -5.8370], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.4736, -3.0084, -5.8370], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.7236, -3.0084, -5.8370], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.9736, -3.0084, -5.8370], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.2236, -3.0084, -5.8370], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.4736, -3.0084, -5.8370], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.7236, -3.0084, -5.8371], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.9736, -3.0084, -5.8371], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.2236, -3.0084, -5.8371], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.4736, -3.0084, -5.8371], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.7236, -3.0084, -5.8371], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.9736, -3.0084, -5.8371], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.2236, -3.0084, -5.8371], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.4736, -3.0084, -5.8371], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.7236, -3.0084, -5.8372], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
stop, Pos: [9.7236, -3.0084, -5.8372], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
