START | Pos: [-4.80357, 0.09346, -2.25304] | Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-4.8036, 0.0935, -2.2530], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.2031, 0.0935, -0.0611], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-5.2031, 0.0935, -0.0611], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-5.0781, 0.0935, 0.1555], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-5.0781, 0.0935, 0.1555], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-5.0781, 0.0935, 0.4055], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-5.0781, 0.0935, 0.6555], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-5.0781, 0.0935, 0.9055], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-5.0781, 0.0935, 0.9055], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.2031, 0.0935, 1.1220], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.2031, 0.0935, 1.1220], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-5.2031, 0.0935, 1.3720], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-5.2031, 0.0935, 1.3720], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.3281, 0.0935, 1.5885], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.3281, 0.0935, 1.5885], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-5.3281, 0.0935, 1.5885], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-5.3281, 0.0935, 1.5885], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-5.3281, 0.0935, 1.5885], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-5.3281, 0.0935, 1.5885], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-5.3281, 0.0935, 1.5885], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-5.2031, 0.0935, 1.3720], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-5.0781, 0.0935, 1.1555], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
