START | Pos: [2.97176, 0.19355, 5.18616] | Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [2.9718, 0.1936, 5.1862], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.4385, 0.1936, -2.8449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.6550, 0.1936, -2.9699], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.8715, 0.1936, -3.0949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-7.8715, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.1215, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.3715, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.6215, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.8715, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.1215, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.3715, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.6215, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.8715, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.1215, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.3715, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.6215, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.8715, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
stop, Pos: [-10.8715, 0.1936, -3.0949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
