START | Pos: [25.5614, 0.0724, -7.2987] | Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5614, 0.0724, -7.0487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6381, 0.0724, 7.3006], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6381, 0.0724, 7.5506], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6381, 0.0724, 7.8006], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6381, 0.0724, 8.0506], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6381, 0.0724, 8.3006], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6381, 0.0724, 8.5506], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6381, 0.0724, 8.8006], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6382, 0.0724, 9.0506], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6382, 0.0724, 9.3006], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6382, 0.0724, 9.5506], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6382, 0.0724, 9.8006], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [24.6382, 0.0724, 10.0506], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [24.6382, 0.0724, 10.0506], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [24.6382, 0.0724, 10.0506], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [24.6382, 0.0724, 10.0506], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [24.6382, 0.0724, 10.0506], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [24.4217, 0.0724, 9.9256], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [24.2052, 0.0724, 9.8006], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [23.9887, 0.0724, 9.6756], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [23.7722, 0.0724, 9.5506], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [23.5556, 0.0724, 9.4256], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [23.4004, 0.0724, 9.3742], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [23.2080, 0.0724, 9.4423], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [23.0102, 0.0724, 9.4670], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.9330, 0.0724, 9.4813], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.8872, 0.0724, 9.5270], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.8414, 0.0724, 9.5728], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.7957, 0.0724, 9.6185], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.7499, 0.0724, 9.6643], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.5611, 0.0724, 9.7055], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [22.4382, 0.0724, 9.7260], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
