START | Pos: [24.244, -0.5425, -4.02] | Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [24.2440, -0.5426, -4.0200], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.7864, -0.5426, -6.1603], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.5364, -0.5426, -6.1603], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.2864, -0.5426, -6.1603], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.0364, -0.5426, -6.1603], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.7864, -0.5426, -6.1603], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.5364, -0.5426, -6.1603], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.2864, -0.5426, -6.1602], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.0364, -0.4679, -6.1602], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.7864, -0.3426, -6.1602], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.5364, -0.3426, -6.1602], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.2864, -0.3426, -6.1602], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.0364, -0.3426, -6.1602], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.7864, -0.3426, -6.1602], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.5364, -0.3426, -6.1602], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.2864, -0.3426, -6.1601], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.0364, -0.3426, -6.1601], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.7864, -0.3426, -6.1601], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.5364, -0.3426, -6.1601], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.2864, -0.3171, -6.1601], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.0364, -0.2902, -6.1601], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.7864, -0.2633, -6.1601], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.5364, -0.2363, -6.1601], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.2864, -0.2094, -6.1601], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.0364, -0.1824, -6.1600], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.7864, -0.1586, -6.1600], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.6145, -0.1426, -6.1625], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.6143, -0.1426, -6.1702], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [13.6143, -0.1426, -6.1702], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6180, -0.1426, -6.0521], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [13.6180, -0.1426, -6.0521], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [13.6246, -0.1426, -5.8397], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [13.6246, -0.1426, -5.8397], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [13.6246, -0.1426, -5.8397], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [13.6246, -0.1426, -5.8397], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [13.8411, -0.1555, -5.7147], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [13.8411, -0.1555, -5.7147], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [13.8411, -0.1555, -5.7147], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [13.8411, -0.1555, -5.7147], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [13.9661, -0.1780, -5.9312], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [14.0911, -0.1885, -6.1478], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [14.2161, -0.1991, -6.3643], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [14.3411, -0.2096, -6.5808], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [14.4661, -0.2251, -6.7973], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
stop, Pos: [14.4661, -0.2251, -6.7973], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
