START | Pos: [0.567, -2.9155, 14.0793] | Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [0.5670, -2.9156, 14.0793], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [0.5670, -2.9156, 14.5793], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [0.5670, -2.9156, 14.5793], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [0.6920, -2.9156, 14.3628], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [0.6920, -2.9156, 14.3628], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [0.5670, -2.9156, 14.5793], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [0.5670, -2.9156, 14.5793], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [0.5670, -2.9156, 14.5793], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [0.5670, -2.9156, 14.5793], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [0.5670, -2.9156, 14.5793], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [0.5670, -2.9156, 14.5793], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [0.5670, -2.9156, 14.5793], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.6920, -2.9156, 14.3628], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [0.8170, -2.9156, 14.1463], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.8170, -2.9156, 14.3963], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [0.8170, -2.9156, 14.3963], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [0.6920, -2.9156, 14.6128], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [0.5670, -2.9156, 14.8293], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [0.4420, -2.9156, 15.0458], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [0.4420, -2.9156, 15.0458], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [0.4420, -2.9156, 15.0458], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [0.4420, -2.9156, 15.0458], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [0.4420, -2.9156, 15.0458], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.3170, -2.9156, 14.8293], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.1920, -2.9156, 14.6128], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.0670, -2.9156, 14.3963], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.0580, -2.9156, 14.1798], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.1830, -2.9156, 13.9633], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.3080, -2.9156, 13.7468], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.4330, -2.9156, 13.5303], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.5580, -2.9156, 13.3138], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.6830, -2.9156, 13.0973], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.8081, -2.9156, 12.8808], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.9331, -2.9156, 12.6643], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.0581, -2.9156, 12.4478], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.1831, -2.9156, 12.2313], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.3081, -2.9156, 12.0148], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-1.3081, -2.9156, 12.0148], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3081, -2.9156, 11.7648], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3081, -2.9156, 11.5148], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3081, -2.9156, 11.2648], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3082, -2.9156, 11.0148], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3082, -2.9156, 10.7648], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3082, -2.9156, 10.5148], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3082, -2.9156, 10.2648], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3082, -2.9156, 10.0148], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3082, -2.9156, 9.7648], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3082, -2.9156, 9.5148], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3082, -2.9156, 9.2648], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.3083, -2.9156, 9.0148], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-1.3083, -2.9156, 9.0148], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-1.1833, -2.9156, 8.7983], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-1.0583, -2.9156, 8.5818], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-0.9333, -2.9156, 8.3653], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-0.8083, -2.9156, 8.1488], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-0.6833, -2.9156, 7.9322], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-0.6833, -2.9156, 7.9322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6833, -2.9156, 7.6822], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6833, -2.9156, 7.4322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6833, -2.9156, 7.1822], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6834, -2.9156, 6.9322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6834, -2.9156, 6.6822], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6834, -2.9156, 6.4322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6834, -2.9156, 6.1822], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6834, -2.9156, 5.9322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6834, -2.9156, 5.6822], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6834, -2.9156, 5.4322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6834, -2.9156, 5.1822], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6835, -2.9156, 4.9322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6835, -2.9156, 4.6822], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6835, -2.8950, 4.4322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6835, -2.8451, 4.1822], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6835, -2.7953, 3.9322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6835, -2.7467, 3.6822], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.6835, -2.6498, 3.4322], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-0.6835, -2.6498, 3.4322], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-0.5585, -2.4741, 3.2157], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-0.5585, -2.4741, 3.2157], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5586, -2.3575, 2.9657], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.4760, -2.3156, 2.7157], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.4760, -2.3156, 2.4657], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-0.4760, -2.3156, 2.4657], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-0.3511, -2.3156, 2.2492], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-0.2261, -2.3156, 2.0327], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-0.1011, -2.3156, 1.8162], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.0239, -2.3156, 1.5997], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.1489, -2.3156, 1.3832], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.2739, -2.3156, 1.1667], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.3989, -2.3156, 0.9501], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.5239, -2.3156, 0.7336], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.6246, -2.3156, 0.5177], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [0.6246, -2.3156, 0.5177], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.6246, -2.3156, 0.2677], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.6246, -2.3156, 0.0177], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [0.6246, -2.3156, 0.0177], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.7496, -2.3156, -0.1988], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.8746, -2.3156, -0.4153], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [0.8746, -2.3156, -0.4153], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.8746, -2.3156, -0.6653], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.8746, -2.3156, -0.9153], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.8746, -2.3156, -1.1653], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.8745, -2.3156, -1.4153], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.8745, -2.3156, -1.6653], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.8745, -2.3156, -1.9153], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.8745, -2.3156, -2.1653], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.8745, -2.3156, -2.4153], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [0.8745, -2.3156, -2.6653], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [0.8745, -2.3156, -2.6653], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [0.8745, -2.3156, -2.6653], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [0.8745, -2.3156, -2.6653], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [0.8745, -2.3156, -2.6653], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [0.8745, -2.3156, -2.6653], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [0.8745, -2.3156, -2.6653], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [0.8745, -2.3156, -2.6653], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.9995, -2.3156, -2.4488], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [0.9995, -2.3156, -2.4488], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9995, -2.3156, -2.1988], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9995, -2.3156, -1.9488], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9995, -2.3156, -1.6988], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9995, -2.3156, -1.4488], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9996, -2.3156, -1.1988], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9996, -2.3156, -0.9488], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9996, -2.3156, -0.6988], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9996, -2.3156, -0.4488], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9996, -2.3156, -0.1988], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9996, -2.3156, 0.0512], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [0.9996, -2.3156, 0.3012], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [0.9996, -2.3156, 0.3012], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [0.9996, -2.3156, 0.3012], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [0.9996, -2.3156, 0.3012], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [0.9996, -2.3156, 0.3012], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.7831, -2.3156, 0.1762], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.5666, -2.3156, 0.0512], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.3501, -2.3156, -0.0738], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.1336, -2.3156, -0.1988], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.0829, -2.3156, -0.3238], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-0.0829, -2.3156, -0.3238], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.2079, -2.3156, -0.5403], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.3330, -2.3156, -0.7568], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-0.3330, -2.3156, -0.7568], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.3330, -2.3156, -1.0068], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.3330, -2.3156, -1.2568], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.3330, -2.3156, -1.5068], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.3330, -2.3156, -1.7568], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.3330, -2.3156, -2.0068], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.3330, -2.3156, -2.2568], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.3330, -2.3156, -2.5068], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
stop, Pos: [-0.3330, -2.3156, -2.5068], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
