START | Pos: [-13.707, 0.08012, 8.04988] | Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-12.8037, 0.0801, 7.2483], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.6904, 0.0801, 7.2543], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.5772, 0.0801, 7.2603], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.4639, 0.0801, 7.2662], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.2761, 0.0801, 7.0874], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.1511, 0.0801, 6.8709], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.1511, 0.0801, 6.8709], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1512, 0.0801, 6.6209], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1512, 0.0801, 6.3709], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1512, 0.0801, 6.1209], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1512, 0.0801, 5.8709], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1512, 0.0801, 5.6209], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1512, 0.0801, 5.3709], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1512, 0.0801, 5.1209], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1512, 0.0801, 4.8709], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1513, 0.0801, 4.6209], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1513, 0.0801, 4.3709], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1513, 0.0801, 4.1209], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1513, 0.0801, 3.8709], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1513, 0.0801, 3.6209], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1513, 0.0801, 3.3709], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-12.1513, 0.0801, 3.3709], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.0263, 0.0801, 3.1543], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.9013, 0.0801, 2.9378], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-11.9013, 0.0801, 2.9378], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.6848, 0.0801, 2.8128], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.4683, 0.0801, 2.6878], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.4683, 0.0801, 2.6878], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.2183, 0.0801, 2.6878], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.2183, 0.0801, 2.6878], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.0018, 0.0801, 2.5628], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.0018, 0.0801, 2.5628], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.7518, 0.0801, 2.5628], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-10.7518, 0.0801, 2.5628], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-10.5353, 0.0801, 2.4378], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-10.5353, 0.0801, 2.4378], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.2853, 0.0801, 2.4378], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-10.2853, 0.0801, 2.4378], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.0688, 0.0801, 2.5627], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.8523, 0.0801, 2.6877], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.5898, 0.0801, 2.7626], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-9.5898, 0.0801, 2.7626], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-9.4141, 0.0801, 2.9237], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-9.4141, 0.0801, 2.9237], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.1975, 0.0801, 3.0487], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-9.1975, 0.0801, 3.0487], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-9.1975, 0.0801, 3.0487], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-9.1975, 0.0801, 3.0487], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-9.1975, 0.0801, 3.0487], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-9.1975, 0.0801, 3.0487], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-9.3226, 0.0801, 2.8322], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-9.4476, 0.0801, 2.6157], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-9.5726, 0.0801, 2.3992], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-9.6976, 0.0801, 2.1827], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-9.8226, 0.0801, 1.9662], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-9.9476, 0.0801, 1.7497], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-10.0726, 0.0801, 1.5332], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-10.0726, 0.0801, 1.5332], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-10.0726, 0.0801, 1.2832], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-10.0726, 0.0801, 1.2832], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-10.0726, 0.0801, 1.2832], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-10.0726, 0.0801, 1.2832], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-10.0726, 0.0801, 1.2832], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-10.0726, 0.0801, 1.2832], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-9.9476, 0.0801, 1.4997], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
stop, Pos: [-9.9476, 0.0801, 1.4997], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
