START | Pos: [24.244, -0.5425, -4.02] | Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [24.2440, -0.5426, -4.0200], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [24.6033, -0.5426, -6.3926], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [24.3868, -0.5426, -6.2676], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [24.1703, -0.5426, -6.1426], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [24.1703, -0.5426, -6.1426], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.9203, -0.5426, -6.1426], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.6703, -0.5426, -6.1426], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.4203, -0.5426, -6.1426], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.1703, -0.5426, -6.1425], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.9203, -0.5426, -6.1425], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.6703, -0.5426, -6.1425], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.4203, -0.5426, -6.1425], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.1703, -0.5426, -6.1425], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.9203, -0.5426, -6.1425], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.6703, -0.5426, -6.1425], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.4203, -0.5426, -6.1425], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.1703, -0.5426, -6.1424], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.9203, -0.5426, -6.1424], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.6703, -0.5426, -6.1424], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.4203, -0.5426, -6.1424], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.1703, -0.5426, -6.1424], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.9203, -0.5426, -6.1424], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.6703, -0.5426, -6.1424], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.4203, -0.5426, -6.1424], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.1703, -0.5426, -6.1423], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.9203, -0.5426, -6.1423], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.6703, -0.5426, -6.1423], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.4203, -0.5426, -6.1423], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.1703, -0.5337, -6.1423], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.9203, -0.4116, -6.1423], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.6703, -0.3426, -6.1423], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.4203, -0.3426, -6.1423], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.1703, -0.3426, -6.1422], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.9203, -0.3426, -6.1422], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.6703, -0.3426, -6.1422], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.4203, -0.3426, -6.1422], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.1703, -0.3426, -6.1422], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.9203, -0.3426, -6.1422], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.6703, -0.3426, -6.1422], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.4203, -0.3318, -6.1422], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.1703, -0.3049, -6.1421], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.9203, -0.2779, -6.1421], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.6703, -0.2510, -6.1421], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.4203, -0.2241, -6.1421], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.1703, -0.1971, -6.1421], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.9203, -0.1702, -6.1421], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.6703, -0.1455, -6.1421], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.6150, -0.1426, -6.1481], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [13.6150, -0.1426, -6.1481], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6186, -0.1426, -6.0300], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6223, -0.1426, -5.9119], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [13.6223, -0.1426, -5.9119], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [13.6223, -0.1426, -5.9119], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [13.6223, -0.1426, -5.9119], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [13.6223, -0.1426, -5.9119], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [13.6223, -0.1426, -6.1619], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [13.6223, -0.1426, -6.1619], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [13.6223, -0.1426, -6.1619], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [13.6223, -0.1426, -6.1619], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.6143, -0.1426, -6.1694], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [13.6143, -0.1426, -6.1694], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6180, -0.1426, -6.0513], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6217, -0.1426, -5.9332], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6250, -0.1426, -5.8276], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [13.6250, -0.1426, -5.8276], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [13.6250, -0.1426, -5.8276], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [13.6250, -0.1426, -5.8276], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [13.6181, -0.1426, -6.0478], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [13.6181, -0.1426, -6.0478], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [13.6140, -0.1426, -6.1794], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [13.6140, -0.1426, -6.1794], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.6137, -0.1426, -6.1872], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [13.6137, -0.1426, -6.1872], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6174, -0.1426, -6.0691], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6211, -0.1426, -5.9510], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6248, -0.1426, -5.8328], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [13.6248, -0.1426, -5.8328], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [13.6248, -0.1426, -5.8328], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [13.6248, -0.1426, -5.8328], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [13.6248, -0.1426, -5.8328], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [13.6248, -0.1426, -6.0828], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [13.6248, -0.1426, -6.3328], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [13.6248, -0.1426, -6.5828], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [13.6248, -0.1426, -6.8328], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [13.6248, -0.1426, -6.8328], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [13.6248, -0.1426, -6.8328], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [13.6248, -0.1426, -6.8328], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [13.6248, -0.1426, -6.8328], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [13.6248, -0.1426, -6.8328], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [13.6248, -0.1426, -6.8328], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [13.6248, -0.1426, -6.5828], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [13.6248, -0.1426, -6.3328], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [13.6248, -0.1426, -6.3328], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [13.6248, -0.1426, -6.3328], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [13.6248, -0.1426, -6.3328], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [13.8748, -0.1675, -6.3328], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [14.1248, -0.1896, -6.3329], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [14.3748, -0.2166, -6.3329], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [14.6248, -0.2435, -6.3329], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [14.8748, -0.2705, -6.3329], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.1248, -0.2974, -6.3329], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.3748, -0.3243, -6.3329], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.6248, -0.3426, -6.3329], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.8748, -0.3426, -6.3329], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [15.8748, -0.3426, -6.3329], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.0913, -0.3426, -6.4580], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.3078, -0.3426, -6.5830], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [16.3078, -0.3426, -6.5830], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.5578, -0.3426, -6.5830], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.8078, -0.3426, -6.5830], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.0578, -0.3426, -6.5830], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.3078, -0.3426, -6.5830], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.5578, -0.3426, -6.5830], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.8078, -0.3426, -6.5830], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.0578, -0.4708, -6.5831], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [18.0578, -0.4708, -6.5831], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [18.0578, -0.4708, -6.5831], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [18.0578, -0.4708, -6.5831], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [18.0578, -0.4753, -6.3331], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [18.0578, -0.4798, -6.0831], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [18.0578, -0.4798, -6.0831], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [18.1828, -0.5426, -5.8666], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [18.3078, -0.4611, -5.6501], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [18.3078, -0.4611, -5.6501], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [18.3078, -0.2748, -5.4001], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [18.3079, -0.1647, -5.1501], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [18.3079, 0.0120, -4.9001], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [18.3079, 0.0574, -4.6501], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [18.3079, 0.0574, -4.6501], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.1829, 0.0574, -4.4335], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.0579, 0.0574, -4.2170], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [17.9329, 0.0574, -4.0005], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [17.8079, 0.0574, -3.7840], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [17.6829, 0.0574, -3.5675], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [17.6829, 0.0574, -3.5675], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.4664, 0.0574, -3.4425], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.4664, 0.0574, -3.4425], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [17.3415, 0.0574, -3.2260], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [17.2165, 0.0574, -3.0095], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [17.0915, 0.0574, -2.8276], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [16.9665, 0.0574, -2.6111], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [16.8415, 0.0574, -2.3946], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [16.7165, 0.0574, -2.1781], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [16.5915, 0.0574, -1.9616], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [16.4665, 0.0574, -1.7450], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [16.3415, 0.0574, -1.5285], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [16.2166, 0.0574, -1.3120], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [16.0916, 0.0574, -1.0955], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [15.9666, 0.0574, -0.8790], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [15.8416, 0.0574, -0.6625], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [15.7166, 0.0574, -0.4460], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [15.5916, 0.0574, -0.2295], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [15.5916, 0.0574, -0.2295], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [15.3751, 0.0574, -0.1045], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [15.1586, 0.0574, 0.0206], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [15.1586, 0.0574, 0.0206], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [15.1586, 0.0574, 0.0206], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1586, 0.0574, 0.2706], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1586, 0.0574, 0.5206], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1586, 0.0574, 0.7706], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1587, 0.0574, 1.0206], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1587, 0.0574, 1.2706], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1587, 0.0574, 1.5206], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1587, 0.0574, 1.7706], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1587, 0.0574, 2.0206], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1587, 0.0574, 2.2706], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1587, 0.0574, 2.5206], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1587, 0.0574, 2.7706], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1588, 0.0574, 3.0206], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1588, 0.0574, 3.2706], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1588, 0.0574, 3.5206], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [15.1588, 0.0574, 3.5724], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [15.1588, 0.0574, 3.5724], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [15.1588, 0.0574, 3.5724], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [15.1588, 0.0574, 3.5724], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [15.1588, 0.0574, 3.5724], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [14.9423, 0.0574, 3.4474], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [14.7258, 0.0574, 3.3224], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [14.5093, 0.0574, 3.1974], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [14.2927, 0.0574, 3.0724], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [14.0762, 0.0574, 2.9474], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [13.8597, 0.0574, 2.8225], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [13.6432, 0.0574, 2.7224], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [13.4267, 0.0574, 2.7224], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [13.2102, 0.0574, 2.7224], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [12.9937, 0.0574, 2.5974], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [12.9937, 0.0574, 2.5974], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [12.8687, 0.0574, 2.3809], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [12.7436, 0.0574, 2.1644], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [12.6186, 0.0574, 1.9479], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [12.4936, 0.0574, 1.7314], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [12.4936, 0.0574, 1.7314], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [12.4936, 0.0574, 1.4814], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [12.4936, 0.0574, 1.2314], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [12.4936, 0.0574, 0.9814], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [12.4936, 0.0574, 0.7314], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [12.4936, 0.0574, 0.7314], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [12.3686, 0.0574, 0.5149], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [12.2436, 0.0574, 0.2984], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [12.1185, 0.0574, 0.0819], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.9935, 0.0574, -0.1346], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.8685, 0.0574, -0.3511], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.7435, 0.0601, -0.5676], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.6185, 0.1166, -0.7841], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.4935, 0.2436, -1.0006], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.3685, 0.3093, -1.2171], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [11.3685, 0.3093, -1.2171], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [11.1520, 0.3459, -1.3421], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [10.9355, 0.3850, -1.4671], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [10.7189, 0.4241, -1.5921], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [10.5024, 0.4574, -1.7171], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [10.5024, 0.4574, -1.7171], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.2524, 0.4574, -1.7170], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.0024, 0.4574, -1.7170], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.7524, 0.4574, -1.7170], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.5024, 0.4574, -1.7170], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.2524, 0.4574, -1.7170], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.0024, 0.4574, -1.7170], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.7524, 0.4574, -1.7170], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.5024, 0.4574, -1.7170], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.2524, 0.4574, -1.7169], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
