START | Pos: [-5.99568, 0.19754, 1.17799] | Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-5.9957, 0.1975, 1.1780], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.9622, 0.1975, 1.0530], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-5.9622, 0.1975, 1.0530], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-5.9622, 0.1975, 1.0530], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-5.9622, 0.1975, 1.0530], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.9622, 0.1975, 1.0530], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-5.9622, 0.1975, 1.0530], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-5.9622, 0.1975, 1.0530], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-5.9622, 0.1975, 1.0530], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-5.7122, 0.1975, 1.0530], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
