START | Pos: [16.63148, 0.19811, -11.30976] | Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [16.6315, 0.1981, -11.3098], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.7924, 0.1981, -13.9593], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.6674, 0.1981, -14.1758], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.5424, 0.1981, -14.3923], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.4174, 0.1981, -14.6088], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.2924, 0.1981, -14.8253], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [11.2924, 0.1981, -14.8253], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [11.2924, 0.1981, -14.8253], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [11.2924, 0.1981, -14.8253], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [11.5089, 0.1981, -14.9503], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [11.5089, 0.1981, -14.9503], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [11.5089, 0.1981, -14.9503], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [11.5089, 0.1981, -14.9503], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [11.5089, 0.1981, -14.9503], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [11.5089, 0.1981, -14.7003], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [11.5089, 0.1981, -14.4503], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [11.5089, 0.1981, -14.2003], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [11.5089, 0.1981, -13.7003], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [11.5089, 0.1981, -13.4503], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [11.5089, 0.1981, -13.2003], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [11.5089, 0.1981, -13.2003], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [11.5089, 0.1981, -13.2003], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [11.5089, 0.1981, -13.2003], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [11.5089, 0.1981, -13.2003], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [11.5089, 0.1981, -13.2003], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [11.5089, 0.1981, -13.2003], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [11.5089, 0.1981, -13.4503], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [11.5089, 0.1981, -13.7003], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [11.5089, 0.1981, -13.9503], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.7254, 0.1981, -13.8253], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.9419, 0.1981, -13.7003], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [12.1584, 0.1981, -13.5753], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [12.3749, 0.1981, -13.4503], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [12.5914, 0.1981, -13.3253], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [12.8079, 0.1981, -13.2003], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [13.0244, 0.1981, -13.0753], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [13.2409, 0.1981, -12.9503], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [13.2409, 0.1981, -12.9503], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [13.3659, 0.1981, -12.7338], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [13.4909, 0.1981, -12.5173], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [13.4909, 0.1981, -12.5173], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [13.4909, 0.1981, -12.5173], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [13.4909, 0.1981, -12.5173], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [13.4909, 0.1981, -12.5173], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [13.4909, 0.1981, -12.5173], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -12.7673], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -13.0173], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -13.2673], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -13.5173], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -13.7673], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -14.0173], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -14.2673], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -14.5173], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -14.7673], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -15.0173], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -15.2673], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
stop, Pos: [13.4909, 0.1981, -15.5173], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
