START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.3090, 0.1271, 1.6699], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-6.0970, 0.1688, 3.5034], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-6.2220, 0.1560, 3.7199], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-6.2220, 0.1560, 3.7199], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.4385, 0.1338, 3.8449], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.5564, 0.1271, 4.0291], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.7192, 0.1271, 4.2346], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.9357, 0.1271, 4.3596], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-7.1522, 0.1271, 4.4846], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-7.1522, 0.1271, 4.4846], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.4022, 0.1271, 4.4846], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.6522, 0.1271, 4.4846], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.9022, 0.1271, 4.4846], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.1522, 0.1271, 4.4847], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-8.4022, 0.1271, 4.4847], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.6033, 0.1271, 4.3597], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-8.6033, 0.1271, 4.3597], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-8.6033, 0.1271, 4.3597], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-8.6033, 0.1271, 4.3597], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-8.6033, 0.1271, 4.3597], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-8.6033, 0.1271, 4.3597], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-8.6033, 0.1271, 4.3597], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-8.6033, 0.1271, 4.3597], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.4783, 0.1271, 4.5762], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-8.4783, 0.1271, 4.5762], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.2617, 0.1271, 4.7012], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-8.2617, 0.1271, 4.7012], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.1367, 0.1271, 4.9177], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-8.1367, 0.1271, 4.9177], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.9202, 0.1271, 5.0427], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-7.9202, 0.1271, 5.0427], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.6702, 0.1271, 5.0426], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-7.6702, 0.1271, 5.0426], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-7.4537, 0.1271, 4.9176], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-7.2372, 0.1271, 4.7926], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-7.0207, 0.1271, 4.6676], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-7.0207, 0.1271, 4.6676], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.8957, 0.1271, 4.4511], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.7549, 0.1271, 4.2584], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-6.7549, 0.1271, 4.2584], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-6.5384, 0.1271, 4.1334], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-6.3219, 0.1650, 4.0083], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-6.1054, 0.1768, 3.8833], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-5.8889, 0.1901, 3.7583], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-5.6724, 0.2123, 3.6333], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-5.4559, 0.2345, 3.5083], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-5.4559, 0.2345, 3.5083], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-5.3309, 0.2416, 3.2918], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-5.3309, 0.2416, 3.2918], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.3309, 0.1506, 3.0418], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.3309, 0.1271, 2.7918], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-5.3309, 0.1271, 2.7918], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-5.2059, 0.1271, 2.5753], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-5.0809, 0.1271, 2.3588], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-4.9560, 0.1271, 2.1423], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-4.8310, 0.1271, 1.9257], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-4.7060, 0.1271, 1.7092], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-4.5810, 0.1271, 1.4927], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-4.4560, 0.1271, 1.2762], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-4.4560, 0.1271, 1.2762], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-4.4560, 0.1271, 1.2762], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.2060, 0.1271, 1.2762], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.9560, 0.1271, 1.2762], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.7060, 0.1271, 1.2762], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.4560, 0.1271, 1.2762], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.2060, 0.1271, 1.2761], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.9560, 0.1271, 1.2761], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.7060, 0.1271, 1.2761], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.4560, 0.1271, 1.2761], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.2060, 0.1271, 1.2761], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.9560, 0.1271, 1.2761], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.7060, 0.1271, 1.2761], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.4560, 0.1271, 1.2761], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.2060, 0.1271, 1.2760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.9560, 0.1271, 1.2760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.7060, 0.1271, 1.2760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.4560, 0.1271, 1.2760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.2060, 0.1271, 1.2760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.0440, 0.1271, 1.2760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.2940, 0.1271, 1.2760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.5440, 0.1271, 1.2760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.7940, 0.1271, 1.2759], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.0440, 0.1271, 1.2759], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.2940, 0.1271, 1.2759], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.5440, 0.1271, 1.2759], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.7940, 0.1271, 1.2759], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.0440, 0.1271, 1.2759], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.2940, 0.1271, 1.2759], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.5440, 0.1271, 1.2759], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7940, 0.1271, 1.2758], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.0440, 0.1271, 1.2758], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.2940, 0.1271, 1.2758], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.5440, 0.1271, 1.2758], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.7940, 0.1271, 1.2758], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.0440, 0.1271, 1.2758], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.2940, 0.1271, 1.2758], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.5440, 0.1271, 1.2758], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.7940, 0.1271, 1.2757], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.0440, 0.1271, 1.2757], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.2940, 0.1271, 1.2757], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.5440, 0.1271, 1.2757], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.7940, 0.1271, 1.2757], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.0440, 0.1271, 1.2757], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.2940, 0.1271, 1.2757], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.5440, 0.1271, 1.2757], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.7940, 0.1271, 1.2756], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.0440, 0.1271, 1.2756], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.2940, 0.1271, 1.2756], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.5440, 0.1271, 1.2756], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.7940, 0.1271, 1.2756], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.0440, 0.1271, 1.2756], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.2940, 0.1271, 1.2756], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.5440, 0.1271, 1.2756], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.7940, 0.1271, 1.2755], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.0440, 0.1271, 1.2755], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.2940, 0.1271, 1.2755], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.5440, 0.1271, 1.2755], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.7940, 0.1271, 1.2755], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [10.0440, 0.1271, 1.2755], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [10.2940, 0.1271, 1.2755], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [10.5440, 0.1271, 1.2755], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [10.7940, 0.1271, 1.2754], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
