START | Pos: [-37.35852, 0.08759, -4.3129] | Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-37.3585, 0.0876, -4.3129], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-37.2670, 0.0876, -4.2214], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-37.2670, 0.0876, -4.2214], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-37.2670, 0.0876, -4.2214], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-37.2670, 0.0876, -4.2214], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-37.2670, 0.0876, -4.2214], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-37.2670, 0.0876, -4.2214], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-37.2670, 0.0876, -4.2214], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-37.2670, 0.0876, -4.2214], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-37.3920, 0.0876, -4.0049], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-37.6085, 0.0876, -4.1299], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-37.6085, 0.0876, -4.1299], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-37.6085, 0.0876, -4.1299], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-37.6085, 0.0876, -4.1299], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-37.4835, 0.0876, -4.3464], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-37.4835, 0.0876, -4.0964], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-37.4835, 0.0876, -4.0964], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-37.4835, 0.0876, -4.0964], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-37.4835, 0.0876, -4.0964], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-37.4835, 0.0876, -4.0964], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-37.4835, 0.0876, -4.0964], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-37.4835, 0.0876, -4.0964], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-37.4835, 0.0876, -4.0964], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-37.6085, 0.0876, -4.3129], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-37.6085, 0.0876, -4.0629], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-37.6085, 0.0876, -4.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-37.7335, 0.0876, -3.8464], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-37.7335, 0.0876, -3.8464], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-37.7335, 0.0876, -3.5964], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-37.7335, 0.0876, -3.3464], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-37.7335, 0.0876, -3.0964], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-37.7335, 0.0876, -2.8464], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-37.7335, 0.0876, -2.5964], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-37.7335, 0.0876, -2.3464], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-37.7335, 0.0876, -2.0964], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-37.6085, 0.0876, -1.8799], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-37.6085, 0.0876, -1.8799], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-37.6085, 0.0876, -1.8799], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-37.6085, 0.0876, -1.8799], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-37.6085, 0.0876, -1.8799], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-37.6085, 0.0876, -1.8799], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-37.6085, 0.0876, -1.8799], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-37.6085, 0.0876, -1.8799], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-37.6085, 0.0876, -2.1299], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-37.6085, 0.0876, -2.3799], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-37.6085, 0.0876, -2.6299], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-37.6085, 0.0876, -2.8799], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.6085, 0.0876, -3.1299], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
