START | Pos: [-0.23005, 0.07, 7.71749] | Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.4466, 0.0700, 7.8425], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.6451, 0.0700, 4.6194], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-1.6451, 0.0700, 4.6194], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-1.6451, 0.0700, 4.6194], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.6451, 0.0700, 4.6194], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-1.6451, 0.0700, 4.6194], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.6451, 0.0700, 4.6194], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.6451, 0.0700, 4.6194], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.6451, 0.0700, 4.6194], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6451, 0.0700, 4.3694], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6451, 0.0700, 4.1194], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6451, 0.0700, 3.8694], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6451, 0.0700, 3.6194], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6451, 0.0700, 3.3694], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-1.6451, 0.0700, 3.3694], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-1.6451, 0.0700, 3.3694], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-1.6451, 0.0700, 3.3694], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-1.6451, 0.0700, 3.3694], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.6451, 0.0700, 3.3694], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.5201, 0.0700, 3.5859], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.3951, 0.0700, 3.8024], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-1.2701, 0.0700, 4.0189], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-1.2701, 0.0700, 4.2689], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-1.2701, 0.0700, 4.2689], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.2701, 0.0700, 4.2689], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-1.2701, 0.0700, 4.2689], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.2701, 0.0700, 4.2689], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-1.2701, 0.0700, 4.2689], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-1.2701, 0.0700, 4.2689], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.2701, 0.0700, 4.2689], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-1.1451, 0.0700, 4.4854], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8951, 0.0700, 4.4854], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-0.6451, 0.0700, 4.4854], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6451, 0.0700, 4.2354], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-0.6451, 0.0700, 4.2354], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-0.6451, 0.0700, 4.2354], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-0.6451, 0.0700, 4.2354], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-0.6451, 0.0700, 4.2354], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-0.6451, 0.0700, 4.2354], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-0.7701, 0.0700, 4.4519], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-0.8951, 0.0700, 4.6685], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-1.0201, 0.0700, 4.8850], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-1.1451, 0.0700, 5.1015], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-1.2701, 0.0700, 5.3180], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-1.3951, 0.0700, 5.5345], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-1.5201, 0.0700, 5.7510], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-1.5201, 0.0700, 5.7510], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-1.5201, 0.0700, 5.7510], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-1.5201, 0.0700, 5.7510], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-1.5201, 0.0700, 5.7510], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-1.5201, 0.0700, 5.7510], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.3036, 0.0700, 5.6260], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.0871, 0.0700, 5.5010], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-0.8706, 0.0700, 5.3760], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-0.8706, 0.0700, 5.3760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6206, 0.0700, 5.3760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3706, 0.0700, 5.3760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-0.1206, 0.0700, 5.3760], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.0959, 0.0700, 5.5010], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [0.0959, 0.0700, 5.5010], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [0.0959, 0.0700, 5.5010], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [0.0959, 0.0700, 5.5010], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [0.0959, 0.0700, 5.5010], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [0.0959, 0.0700, 5.5010], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [0.0959, 0.0700, 5.5010], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [0.0959, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.1541, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.4041, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.6541, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.9041, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.1541, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.4041, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.6541, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.9041, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.1541, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.4041, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.6541, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.9041, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-3.1541, 0.0700, 5.5010], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.2791, 0.0700, 5.7175], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.4041, 0.0700, 5.9340], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.5291, 0.0700, 6.1505], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.6541, 0.0700, 6.3670], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.7791, 0.0700, 6.5835], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-3.7791, 0.0700, 6.5835], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-3.7791, 0.0700, 6.5835], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.7791, 0.0700, 6.5835], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.7791, 0.0700, 6.5835], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-3.7791, 0.0700, 6.5835], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-3.7791, 0.0700, 6.5835], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-3.7791, 0.0700, 6.5835], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.5626, 0.0700, 6.4585], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.3461, 0.0700, 6.3335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.1296, 0.0700, 6.2085], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.9131, 0.0700, 6.0835], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.6966, 0.0700, 5.9585], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.4800, 0.0700, 5.8335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.2635, 0.0700, 5.7085], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.0470, 0.0700, 5.5835], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.8305, 0.0700, 5.4585], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.6140, 0.0700, 5.3335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.8640, 0.0700, 5.3335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1140, 0.0700, 5.3335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.3640, 0.0700, 5.3335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.6140, 0.0700, 5.3335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8640, 0.0700, 5.3335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.1140, 0.0700, 5.3335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3640, 0.0700, 5.3335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.3640, 0.0700, 5.3335], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.3640, 0.0700, 5.3335], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-3.3640, 0.0700, 5.3335], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-3.3640, 0.0700, 5.3335], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-3.3640, 0.0700, 5.3335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-3.3640, 0.0700, 5.3335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.1140, 0.0700, 5.3335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8640, 0.0700, 5.3335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.8640, 0.0700, 5.3335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.6475, 0.0700, 5.2085], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.4310, 0.0700, 5.0835], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.4310, 0.0700, 5.0835], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1810, 0.0700, 5.0835], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.9310, 0.0700, 5.0835], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
