START | Pos: [-0.7925, 0.1626, 1.5652] | Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-0.7925, 0.1626, 1.5652], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.3846, 0.1626, 0.1330], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-0.3846, 0.1626, 0.1330], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.5096, 0.1626, 0.3495], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.6345, 0.1626, 0.5661], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.7595, 0.1626, 0.7826], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.8845, 0.1626, 0.9991], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-1.0095, 0.1626, 1.2156], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-1.1345, 0.1626, 1.4321], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-1.2595, 0.1626, 1.6486], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-1.2595, 0.1626, 1.6486], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.4760, 0.1626, 1.7736], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.6925, 0.1626, 1.8986], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.9090, 0.1626, 2.0237], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.0472, 0.1626, 2.2270], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.0472, 0.1626, 2.2270], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.0472, 0.1626, 2.2270], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-2.0472, 0.1626, 2.2270], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.9222, 0.1626, 2.4435], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.7972, 0.1626, 2.6600], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-1.7972, 0.1626, 2.6600], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-1.7972, 0.1626, 2.6600], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-1.7972, 0.1626, 2.6600], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.0137, 0.1626, 2.7850], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.0137, 0.1626, 2.7850], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.1386, 0.1626, 3.0015], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.2636, 0.1626, 3.2180], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.3886, 0.1626, 3.4345], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.5136, 0.1626, 3.6510], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.6386, 0.1626, 3.8676], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.7636, 0.1626, 4.0841], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.8886, 0.1626, 4.3006], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.8886, 0.1626, 4.3006], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-2.8886, 0.1626, 4.3006], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.8886, 0.1626, 4.3006], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.6721, 0.1626, 4.4256], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.6721, 0.1626, 4.4256], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-2.6721, 0.1626, 4.4256], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.6721, 0.1626, 4.4256], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-2.5471, 0.1626, 4.2091], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-2.4221, 0.1626, 3.9925], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-2.2971, 0.1626, 3.7760], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-2.1721, 0.1626, 3.5595], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-2.0471, 0.1626, 3.3430], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.0471, 0.1626, 3.3430], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.0471, 0.1626, 3.0930], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-2.0471, 0.1626, 3.0930], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-1.9224, 0.1626, 2.8765], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-1.7974, 0.1626, 2.6600], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-1.7224, 0.1626, 2.4435], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-1.7224, 0.1626, 2.2270], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-1.7224, 0.1626, 2.2270], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.5059, 0.1626, 2.1019], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.2894, 0.1626, 1.9769], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.0729, 0.1626, 1.8519], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-0.8564, 0.1626, 1.7269], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-0.6399, 0.1626, 1.6019], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-0.4234, 0.1626, 1.4769], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-0.4234, 0.1626, 1.4769], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-0.4234, 0.1626, 1.4769], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4234, 0.1626, 1.2269], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4234, 0.1626, 0.9769], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4235, 0.1626, 0.7269], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-0.4235, 0.1626, 0.7269], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-0.4235, 0.1626, 0.7269], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-0.4235, 0.1626, 0.7269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.1735, 0.1626, 0.7269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.0612, 0.1626, 0.7263], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [0.0612, 0.1626, 0.7263], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [0.0612, 0.1626, 0.7263], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.0539, 0.1626, 0.9383], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.0466, 0.1626, 1.1502], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [0.0466, 0.1626, 1.1502], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [0.0466, 0.1626, 1.1502], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.0784, 0.1626, 1.3667], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.2034, 0.1626, 1.5832], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.2034, 0.1626, 1.5832], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-0.2034, 0.1626, 1.5832], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.0784, 0.1626, 1.7997], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.0467, 0.1626, 2.0162], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [0.0467, 0.1626, 2.0162], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [0.0467, 0.1626, 2.0162], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.0783, 0.1626, 2.2327], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.2033, 0.1626, 2.4493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.2033, 0.1626, 2.4493], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2033, 0.1626, 2.6993], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2033, 0.1626, 2.9493], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2033, 0.1626, 3.1993], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.2033, 0.1626, 3.1993], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.2724, 0.1626, 3.4158], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.2724, 0.1626, 3.4158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2724, 0.1626, 3.6658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2724, 0.1626, 3.9158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2724, 0.1626, 4.1658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2724, 0.1626, 4.4158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2724, 0.1626, 4.6658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2724, 0.1626, 4.9158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2723, 0.1626, 5.1658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2723, 0.1626, 5.4158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2723, 0.1626, 5.6658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2723, 0.1626, 5.9158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2723, 0.1626, 6.1658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2723, 0.1626, 6.4158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2723, 0.1626, 6.6658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2723, 0.1626, 6.9158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2722, 0.1626, 7.1658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2722, 0.1626, 7.4158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2722, 0.1626, 7.6658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2722, 0.1626, 7.9158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2722, 0.1626, 8.1658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2722, 0.1626, 8.4158], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.2722, 0.1626, 8.6658], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.2722, 0.1626, 8.6658], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-0.2722, 0.1626, 8.6658], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.4887, 0.1626, 8.7908], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.7052, 0.1626, 8.9158], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-0.7052, 0.1626, 8.9158], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.9040, 0.1626, 8.9286], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.9040, 0.1626, 8.9286], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.1205, 0.1626, 9.0536], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.3370, 0.1626, 9.1786], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.3370, 0.1626, 9.1786], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.5870, 0.1626, 9.1786], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.5870, 0.1626, 9.1786], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.8035, 0.1626, 9.3036], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.0200, 0.1626, 9.4286], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.2365, 0.1626, 9.5537], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.4530, 0.1626, 9.6787], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.4530, 0.1626, 9.6787], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.4530, 0.1626, 9.6787], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-2.4530, 0.1626, 9.6787], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.4530, 0.1626, 9.6787], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.4530, 0.1626, 9.6787], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-2.4530, 0.1626, 9.6787], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.4530, 0.1626, 9.6787], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-2.3280, 0.1626, 9.4622], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-2.3280, 0.1626, 9.4622], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.1115, 0.1626, 9.3371], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.8950, 0.1626, 9.2121], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.6785, 0.1626, 9.1522], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-1.6785, 0.1626, 9.1522], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.4285, 0.1626, 9.1522], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.1785, 0.1626, 9.1522], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.9285, 0.1626, 9.1522], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-0.9285, 0.1626, 9.1522], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-0.7120, 0.1626, 9.0272], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-0.7120, 0.1626, 9.0272], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.4620, 0.1626, 9.0272], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-0.4620, 0.1626, 9.0272], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-0.2455, 0.1626, 8.9022], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-0.2455, 0.1626, 8.9022], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.0045, 0.1626, 8.9021], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [0.0045, 0.1626, 8.9021], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [0.0045, 0.1626, 8.9021], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.2145, 0.1626, 9.0761], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.3605, 0.1626, 9.2299], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [0.3605, 0.1626, 9.2299], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [0.3605, 0.1626, 9.2299], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [0.3605, 0.1626, 9.2299], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [0.5770, 0.1626, 9.1048], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [0.5770, 0.1626, 9.1048], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [0.5770, 0.1626, 9.1048], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [0.5770, 0.1626, 9.1048], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [0.4519, 0.1626, 8.8883], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [0.4519, 0.1626, 8.8883], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [0.4519, 0.1626, 8.8883], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.2019, 0.1626, 8.8884], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [0.2019, 0.1626, 8.8884], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.0146, 0.1626, 8.7634], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.2311, 0.1626, 8.6384], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.4476, 0.1626, 8.5134], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.6641, 0.1626, 8.3884], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.8746, 0.1626, 8.2392], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.0911, 0.1626, 8.1142], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.3076, 0.1626, 7.9892], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.5241, 0.1626, 7.8642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
stop, Pos: [-1.5241, 0.1626, 7.8642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
