START | Pos: [-13.67385, 0.09345, 13.89784] | Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-13.6739, 0.0935, 13.8978], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-13.7989, 0.0935, 13.6813], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-13.7989, 0.0935, 13.4313], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-13.7989, 0.0935, 13.4313], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.6739, 0.0935, 13.2148], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.5489, 0.0935, 12.9983], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-13.5489, 0.0935, 12.9983], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-13.5489, 0.0935, 12.9983], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-13.5489, 0.0935, 12.9983], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-13.5489, 0.0935, 12.9983], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.5489, 0.0935, 12.9983], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.7654, 0.0935, 13.1233], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.9819, 0.0935, 13.2483], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-14.1984, 0.0935, 13.3733], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.1984, 0.0935, 13.3733], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.1984, 0.0935, 13.3733], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.1984, 0.0935, 13.3733], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.1984, 0.0935, 13.3733], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.1984, 0.0935, 13.3733], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.0734, 0.0935, 13.1568], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.9484, 0.0935, 12.9403], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.8234, 0.0935, 12.7238], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.6984, 0.0935, 12.5073], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.5734, 0.0935, 12.2908], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.4484, 0.0935, 12.0743], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.3234, 0.0935, 11.8578], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.1984, 0.0935, 11.6413], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.0734, 0.0935, 11.4248], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.9484, 0.0935, 11.2083], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.8234, 0.0935, 10.9918], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.8234, 0.0935, 10.9918], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-12.8234, 0.0935, 10.9918], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.8234, 0.0935, 10.9918], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.8234, 0.0935, 10.9918], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.8234, 0.0935, 10.9918], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.8234, 0.0935, 10.9918], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-12.9484, 0.0935, 11.2083], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-13.0734, 0.0935, 11.4248], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-13.1984, 0.0935, 11.6413], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-13.1984, 0.0935, 11.6413], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.1984, 0.0935, 11.6413], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-13.1984, 0.0935, 11.6413], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.1984, 0.0935, 11.6413], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.1984, 0.0935, 11.6413], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-13.1984, 0.0935, 11.6413], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.1984, 0.0935, 11.6413], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.9819, 0.0935, 11.5163], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-13.1069, 0.0935, 11.7328], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-13.1069, 0.0935, 11.7328], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-13.1069, 0.0935, 11.9828], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-13.3569, 0.0935, 11.9828], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-13.6069, 0.0935, 11.9828], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.4819, 0.0935, 11.7663], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.3569, 0.0935, 11.5498], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.2319, 0.0935, 11.3333], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.2319, 0.0935, 11.3333], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.0154, 0.0935, 11.2083], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-13.0154, 0.0935, 11.2083], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.8904, 0.0935, 10.9918], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-12.8904, 0.0935, 10.9918], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.6738, 0.0935, 10.8668], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.6738, 0.0935, 10.8668], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.5488, 0.0935, 10.6502], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.4238, 0.0935, 10.4337], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.2988, 0.0935, 10.2172], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.1738, 0.0935, 10.0007], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-12.0488, 0.0935, 9.7842], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-11.8323, 0.0935, 9.9092], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-11.8323, 0.0935, 9.9092], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-11.8323, 0.0935, 9.9092], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-11.8323, 0.0935, 9.9092], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-11.8323, 0.0935, 9.9092], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-11.8323, 0.0935, 9.9092], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-11.8323, 0.0935, 9.9092], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-11.8323, 0.0935, 9.9092], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-11.9573, 0.0935, 9.6927], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-11.9573, 0.0935, 9.6927], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-11.9573, 0.0935, 9.6927], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-11.9573, 0.0935, 9.6927], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.9573, 0.0935, 9.6927], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-11.9573, 0.0935, 9.6927], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-11.9573, 0.0935, 9.6927], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-11.9573, 0.0935, 9.6927], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-11.9573, 0.0935, 9.9427], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
