START | Pos: [2.91232, 0.148, -1.9068] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [2.9123, 0.1480, -1.9068], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [2.9123, 0.1480, -3.1568], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [3.0373, 0.1480, -2.9403], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [3.0373, 0.1480, -3.1903], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [3.0373, 0.1480, -3.4403], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [3.0373, 0.1480, -3.6903], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [3.0373, 0.1480, -3.9403], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [3.0373, 0.1480, -4.1903], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [3.0373, 0.1480, -4.1903], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [3.0373, 0.1480, -4.1903], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [3.0373, 0.1480, -4.1903], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [3.0373, 0.1480, -4.1903], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [3.0373, 0.1480, -4.1903], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [3.0373, 0.1480, -4.1903], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [3.0373, 0.1480, -4.1903], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [3.1623, 0.1480, -3.9738], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [3.1623, 0.1480, -3.9738], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [3.1623, 0.1480, -3.9738], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [3.0373, 0.1480, -3.7573], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [2.9123, 0.1480, -3.5408], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.0373, 0.1480, -3.3243], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [3.1623, 0.1480, -2.8578], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [3.1623, 0.1480, -2.8578], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [3.1623, 0.1480, -2.8578], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [3.1623, 0.1480, -2.8578], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [3.1623, 0.1480, -2.8578], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [3.1623, 0.1480, -2.8578], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [3.1623, 0.1480, -2.8578], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [3.1623, 0.1480, -3.1078], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [3.1623, 0.1480, -3.3578], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [3.1623, 0.1480, -3.3578], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [3.0373, 0.1480, -3.5743], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [2.9123, 0.1480, -3.7908], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [2.9123, 0.1480, -3.7908], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [2.9123, 0.1480, -4.0408], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [2.9123, 0.1480, -4.5408], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [2.9123, 0.1480, -4.5408], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [2.9123, 0.1480, -4.5408], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [2.9123, 0.1480, -4.5408], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [2.9123, 0.1480, -4.5408], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [2.9123, 0.1480, -4.5408], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [2.9123, 0.1480, -4.5408], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [2.9123, 0.1480, -4.0408], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [2.9123, 0.1480, -3.7908], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [2.9123, 0.1480, -3.7908], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [2.9123, 0.1480, -3.7908], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [2.9123, 0.1480, -3.7908], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [2.9123, 0.1480, -3.7908], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [2.9123, 0.1480, -3.7908], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [2.9123, 0.1480, -3.7908], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [2.9123, 0.1480, -4.0408], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [2.9123, 0.1480, -4.2908], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [3.0373, 0.1480, -4.0743], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [3.0373, 0.1480, -4.0743], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [3.0373, 0.1480, -3.8243], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [3.0373, 0.1480, -3.5743], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [3.0373, 0.1480, -3.3243], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [3.0373, 0.1480, -3.3243], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [3.0373, 0.1480, -3.3243], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [3.0373, 0.1480, -3.3243], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [3.0373, 0.1480, -3.3243], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [3.0373, 0.1480, -3.3243], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [3.0373, 0.1480, -3.3243], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [3.0373, 0.1480, -3.3243], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [3.1623, 0.1480, -3.5408], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [3.2873, 0.1480, -3.7573], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [3.2873, 0.1480, -3.7573], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [3.2873, 0.1480, -3.7573], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [3.1623, 0.1480, -3.9738], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [3.1623, 0.1480, -3.9738], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [3.1623, 0.1480, -3.9738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [3.1623, 0.1480, -3.9738], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [3.1623, 0.1480, -3.9738], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [3.1623, 0.1480, -3.9738], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [3.1623, 0.1480, -3.7238], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [3.1623, 0.1480, -3.4738], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [3.1623, 0.1480, -3.2238], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [3.1623, 0.1480, -3.2238], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [3.1623, 0.1480, -3.2238], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [3.1623, 0.1480, -3.2238], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [3.1623, 0.1480, -3.2238], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [3.1623, 0.1480, -3.2238], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [3.1623, 0.1480, -3.2238], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [3.1623, 0.1480, -3.2238], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [3.2873, 0.1480, -3.4403], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [3.2873, 0.1480, -3.4403], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [3.2873, 0.1480, -3.4403], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [3.1623, 0.1480, -3.6568], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [3.0373, 0.1480, -3.8733], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [3.0373, 0.1480, -3.8733], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [3.0373, 0.1480, -3.8733], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [3.0373, 0.1480, -3.8733], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [2.9458, 0.1480, -3.5318], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [2.9458, 0.1480, -3.5318], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [2.9458, 0.1480, -3.5318], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [2.9458, 0.1480, -3.5318], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [2.9458, 0.1480, -3.5318], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [2.9458, 0.1480, -3.5318], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [2.9458, 0.1480, -3.5318], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [2.8208, 0.1480, -3.7483], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [2.6958, 0.1480, -3.9648], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [2.6958, 0.1480, -3.9648], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [2.6958, 0.1480, -3.9648], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [2.6958, 0.1480, -3.9648], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.6958, 0.1480, -3.9648], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [2.6958, 0.1480, -3.9648], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [2.6958, 0.1480, -3.9648], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [2.6958, 0.1480, -3.9648], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [2.6958, 0.1480, -3.7148], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [2.6958, 0.1480, -3.7148], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [2.6958, 0.1480, -3.7148], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [2.6958, 0.1480, -3.7148], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [2.6958, 0.1480, -3.7148], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [2.4793, 0.1480, -3.8398], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [2.2628, 0.1480, -3.9648], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [2.0463, 0.1480, -4.0898], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.8298, 0.1480, -4.2148], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.6133, 0.1480, -4.3398], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.3968, 0.1480, -4.4648], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.1803, 0.1480, -4.5898], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.9638, 0.1480, -4.7148], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.7473, 0.1480, -4.8398], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.5308, 0.1480, -4.9648], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.3142, 0.1480, -5.0898], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.0977, 0.1480, -5.2148], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
