START | Pos: [3.18055, 0.18678, -3.51576] | Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.3055, 0.1868, -3.2993], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [0.2164, 0.1868, -3.3507], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [0.2164, 0.1868, -3.3507], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [0.0914, 0.1868, -3.5672], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-0.0336, 0.1868, -3.7837], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-0.0336, 0.1868, -3.7837], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.2501, 0.1868, -3.9087], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.4666, 0.1868, -4.0337], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.6831, 0.1868, -4.1587], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.8996, 0.1868, -4.2837], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.1161, 0.1868, -4.4087], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.3326, 0.1868, -4.5337], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.5491, 0.1868, -4.6587], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.7656, 0.1868, -4.7837], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.9821, 0.1868, -4.9087], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.1986, 0.1868, -5.0337], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.4151, 0.1868, -5.1587], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.4151, 0.1868, -5.1587], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-2.4151, 0.1868, -5.1587], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-2.4151, 0.1868, -5.1587], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-2.4151, 0.1868, -5.1587], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
stop, Pos: [-2.4151, 0.1868, -5.1587], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
