START | Pos: [0.7158, 0.14281, -3.21363] | Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [0.7158, 0.1428, -3.4636], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-4.4493, 0.1428, -5.0797], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.6658, 0.1428, -4.9547], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.8823, 0.1428, -4.8297], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-4.8823, 0.1428, -4.8297], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-4.8823, 0.1428, -4.8297], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.0988, 0.1428, -4.9547], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.3153, 0.1428, -5.0797], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.1903, 0.1428, -5.2962], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.1903, 0.1428, -5.2962], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.9738, 0.1428, -5.4212], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.7573, 0.1428, -5.5462], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.5408, 0.1428, -5.6712], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.3243, 0.1428, -5.7962], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.1078, 0.1428, -5.9212], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-4.1078, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.8578, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.6078, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.3578, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.1078, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.8578, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.6078, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.3578, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.1078, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.8578, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.6078, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.3578, 0.1428, -5.9212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.3578, 0.1428, -5.9212], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-1.1412, 0.1428, -6.0462], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.2662, 0.1428, -6.2627], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-1.2662, 0.1428, -6.2627], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-1.2662, 0.1428, -6.2627], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-1.2662, 0.1428, -6.2627], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-1.2662, 0.1428, -6.2627], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-1.2662, 0.1428, -6.2627], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.0497, 0.1428, -6.1377], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.0497, 0.1428, -5.8877], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.0497, 0.1428, -5.8877], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.2997, 0.1428, -5.8877], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.2997, 0.1428, -5.8877], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.5162, 0.1428, -5.7627], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.5162, 0.1428, -5.7627], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.7662, 0.1428, -5.7627], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.0162, 0.1428, -5.7627], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.2662, 0.1428, -5.7627], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.2662, 0.1428, -5.7627], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.4828, 0.1428, -5.6377], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.6993, 0.1428, -5.5127], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.9158, 0.1428, -5.3877], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.9158, 0.1428, -5.3877], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.9158, 0.1428, -5.3877], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.9158, 0.1428, -5.3877], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.9158, 0.1428, -5.3877], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-2.9158, 0.1428, -5.3877], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-2.9158, 0.1428, -5.3877], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.6993, 0.1428, -5.5127], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.4828, 0.1428, -5.6377], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.2662, 0.1428, -5.7627], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.0497, 0.1428, -5.8877], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.8332, 0.1428, -6.0127], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-1.8332, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.5832, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3332, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.0832, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8332, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.5832, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3332, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.0832, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.1668, 0.1428, -6.0127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [0.1668, 0.1428, -6.0127], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [0.1668, 0.1428, -6.0127], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [0.1668, 0.1428, -6.0127], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [0.1668, 0.1428, -6.0127], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [0.1668, 0.1428, -6.0127], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [0.1668, 0.1428, -6.0127], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [0.1668, 0.1428, -6.0127], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [0.1668, 0.1428, -6.0127], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [0.0418, 0.1428, -5.7962], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [0.1668, 0.1428, -5.5796], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [0.2918, 0.1428, -5.3631], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [0.4168, 0.1428, -5.1466], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [0.5418, 0.1428, -4.9301], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [0.6668, 0.1428, -4.7136], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [0.6668, 0.1428, -4.7136], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [0.6668, 0.1428, -4.7136], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [0.6668, 0.1428, -4.7136], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [0.6668, 0.1428, -4.7136], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [0.6668, 0.1428, -4.7136], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.4503, 0.1428, -4.8386], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.2338, 0.1428, -4.9636], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.0172, 0.1428, -5.0886], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [0.0172, 0.1428, -5.0886], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-0.1078, 0.1428, -5.3051], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-0.1078, 0.1428, -5.3051], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.3243, 0.1428, -5.4301], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-0.3243, 0.1428, -5.4301], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.5743, 0.1428, -5.4301], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.8243, 0.1428, -5.4301], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.0743, 0.1428, -5.4301], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.3243, 0.1428, -5.4301], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.5743, 0.1428, -5.4301], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.8243, 0.1428, -5.4301], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.0743, 0.1428, -5.4301], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
