START | Pos: [-15.0493, 0.19683, -8.40716] | Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.0493, 0.1968, -8.4072], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-15.1743, 0.1968, -7.9407], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-15.1743, 0.1968, -8.1907], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-15.1743, 0.1968, -8.1907], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-15.0493, 0.1968, -8.4072], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.9243, 0.1968, -8.6237], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.7993, 0.1968, -8.8402], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-14.7993, 0.1968, -8.8402], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-14.7993, 0.1968, -9.0902], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-14.7993, 0.1968, -9.3402], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.7993, 0.1968, -9.3402], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.6743, 0.1968, -9.5567], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.5493, 0.1968, -9.7732], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.4243, 0.1968, -9.9897], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.2993, 0.1968, -10.2062], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.2993, 0.1968, -10.2062], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.2993, 0.1968, -10.2062], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.2993, 0.1968, -10.2062], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.2993, 0.1968, -10.2062], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.2993, 0.1968, -10.2062], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.2993, 0.1968, -10.2062], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.2993, 0.1968, -10.2062], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-14.5158, 0.1968, -10.0812], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.5158, 0.1968, -9.8312], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.5158, 0.1968, -9.5812], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.5158, 0.1968, -9.3312], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.5158, 0.1968, -9.0812], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.5158, 0.1968, -8.8312], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.5158, 0.1968, -8.5812], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-14.5158, 0.1968, -8.5812], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-14.5158, 0.1968, -8.5812], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-14.5158, 0.1968, -8.5812], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-14.5158, 0.1968, -8.5812], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-14.5158, 0.1968, -8.5812], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-14.5158, 0.1968, -8.5812], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-14.5158, 0.1968, -8.5812], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-14.6408, 0.1968, -8.7977], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-14.6408, 0.1968, -8.7977], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-14.6408, 0.1968, -8.7977], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-14.6408, 0.1968, -8.7977], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-14.6408, 0.1968, -8.7977], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-14.6408, 0.1968, -8.7977], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6408, 0.1968, -8.5477], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6408, 0.1968, -8.2977], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6408, 0.1968, -8.0477], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6408, 0.1968, -7.7977], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6408, 0.1968, -7.5477], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6408, 0.1968, -7.2977], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-14.6408, 0.1968, -7.0477], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-14.8573, 0.1968, -6.9227], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-15.0738, 0.1968, -6.7977], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-15.0738, 0.1968, -6.7977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-15.0738, 0.1968, -6.7977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-15.0738, 0.1968, -6.7977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-15.0738, 0.1968, -6.7977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-15.0738, 0.1968, -6.7977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-15.0738, 0.1968, -6.7977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-15.0738, 0.1968, -6.7977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-15.0738, 0.1968, -6.7977], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-14.8573, 0.1968, -6.6727], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-14.6408, 0.1968, -6.5477], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-14.4243, 0.1968, -6.4227], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-14.2078, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-14.4578, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-14.7078, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-14.9578, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.2078, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.7078, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-15.7078, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-15.7078, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-15.7078, 0.1968, -6.2977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-15.7078, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-15.7078, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-15.7078, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-15.4578, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.7078, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-15.9578, 0.1968, -6.2977], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
