START | Pos: [-10.715, 0.2362, -7.466] | Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7150, 0.2630, -7.2160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.0899, 0.7136, -5.3965], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-13.2149, 0.7398, -5.6130], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-13.3399, 0.5958, -5.8295], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-13.4649, 0.4518, -6.0460], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-13.5899, 0.2744, -6.2625], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-13.7149, 0.0994, -6.4790], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-13.8400, 0.0551, -6.6955], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-13.9650, -0.0147, -6.9120], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-14.0900, 0.0308, -7.1285], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-14.2150, 0.0276, -7.3450], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-14.3400, 0.0150, -7.5615], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-14.4650, 0.0024, -7.7780], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.4650, 0.0024, -7.7780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4650, 0.0087, -8.0280], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4650, 0.0150, -8.2780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4650, 0.0212, -8.5280], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4651, 0.0262, -8.7780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4651, 0.0158, -9.0280], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4651, 0.0158, -9.2780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4651, 0.0134, -9.5280], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4651, 0.0006, -9.7780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4651, -0.0121, -10.0280], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4651, -0.0228, -10.2780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4651, -0.0027, -10.5280], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4652, 0.0318, -10.7780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-14.4652, 0.0663, -11.0280], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-14.4652, 0.0663, -11.0280], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-14.3402, 0.1063, -11.2445], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-14.2152, 0.1464, -11.4610], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-14.0902, 0.1728, -11.6775], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-13.9652, 0.1728, -11.8940], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-13.9652, 0.1728, -11.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9652, 0.1728, -12.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9652, 0.1728, -12.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9652, 0.1728, -12.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9653, 0.1728, -12.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9653, 0.1728, -13.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9653, 0.1728, -13.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9653, 0.1728, -13.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9653, 0.1728, -13.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9653, 0.1728, -14.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9653, 0.1728, -14.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9653, 0.1728, -14.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9654, 0.1728, -14.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9654, 0.1728, -15.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9654, 0.1728, -15.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9654, 0.1728, -15.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9654, 0.1728, -15.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9654, 0.1728, -16.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9654, 0.1728, -16.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9654, 0.1728, -16.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9655, 0.1728, -16.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9655, 0.1728, -17.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9655, 0.1728, -17.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9655, 0.1728, -17.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9655, 0.1728, -17.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9655, 0.1728, -18.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9655, 0.1728, -18.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9655, 0.1728, -18.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9656, 0.1728, -18.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9656, 0.1728, -19.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9656, 0.1728, -19.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9656, 0.1728, -19.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9656, 0.1728, -19.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9656, 0.1728, -20.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9656, 0.1728, -20.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9656, 0.1728, -20.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9657, 0.1728, -20.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9657, 0.1728, -21.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9657, 0.1728, -21.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9657, 0.1728, -21.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9657, 0.1728, -21.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9657, 0.1728, -22.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9657, 0.1728, -22.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9657, 0.1728, -22.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9658, 0.1728, -22.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9658, 0.1728, -23.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9658, 0.1728, -23.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9658, 0.0685, -23.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9658, 0.0684, -23.8940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9658, 0.0751, -24.1440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9658, 0.0771, -24.3940], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-13.9658, 0.0777, -24.6440], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-13.9658, 0.0777, -24.6440], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-13.9658, 0.0777, -24.6440], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-13.9658, 0.0777, -24.6440], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-13.9658, 0.0777, -24.6440], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-13.9658, 0.0777, -24.6440], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-13.9658, 0.0777, -24.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9658, 0.0771, -24.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9658, 0.0751, -24.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9658, 0.0684, -23.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9658, 0.0685, -23.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9658, 0.1728, -23.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9658, 0.1728, -23.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9658, 0.1728, -22.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9657, 0.1728, -22.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9657, 0.1728, -22.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9657, 0.1728, -22.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9657, 0.1728, -21.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9657, 0.1728, -21.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9657, 0.1728, -21.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9657, 0.1728, -21.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9657, 0.1728, -20.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9656, 0.1728, -20.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9656, 0.1728, -20.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9656, 0.1728, -20.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9656, 0.1728, -19.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9656, 0.1728, -19.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9656, 0.1728, -19.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9656, 0.1728, -19.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9656, 0.1728, -18.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9655, 0.1728, -18.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9655, 0.1728, -18.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9655, 0.1728, -18.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9655, 0.1728, -17.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9655, 0.1728, -17.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9655, 0.1728, -17.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9655, 0.1728, -17.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9655, 0.1728, -16.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9654, 0.1728, -16.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9654, 0.1728, -16.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9654, 0.1728, -16.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9654, 0.1728, -15.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9654, 0.1728, -15.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9654, 0.1728, -15.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9654, 0.1728, -15.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9654, 0.1728, -14.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9653, 0.1728, -14.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9653, 0.1728, -14.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9653, 0.1728, -14.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9653, 0.1728, -13.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9653, 0.1728, -13.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9653, 0.1728, -13.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9653, 0.1728, -13.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9653, 0.1728, -12.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9652, 0.1728, -12.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9652, 0.1728, -12.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9652, 0.1728, -12.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9652, 0.1728, -11.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9652, 0.1728, -11.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9652, 0.1575, -11.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9652, 0.1230, -11.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9652, 0.0885, -10.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9651, 0.0638, -10.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9651, 0.0638, -10.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9651, 0.0686, -10.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9651, 0.0686, -9.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9651, 0.0689, -9.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9651, 0.0817, -9.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9651, 0.0872, -9.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9651, 0.0872, -8.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9651, 0.0929, -8.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9650, 0.0900, -8.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9650, 0.0837, -8.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9650, 0.0774, -7.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9650, 0.0712, -7.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9650, 0.0649, -7.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9650, 0.0046, -7.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9650, -0.0052, -6.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9650, 0.0382, -6.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9649, 0.1196, -6.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9649, 0.3109, -6.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9649, 0.4830, -5.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9649, 0.5081, -5.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9649, 0.5332, -5.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9649, 0.5583, -5.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9649, 0.5184, -4.8940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9649, 0.4286, -4.6440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9648, 0.3728, -4.3940], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9648, 0.3728, -4.1440], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9260, 0.3728, -3.9018], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9260, 0.3728, -3.6518], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9260, 0.3728, -3.4018], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9260, 0.3728, -3.1518], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9260, 0.3728, -2.9018], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9312, 0.3728, -2.8629], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9375, 0.3728, -2.8628], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9437, 0.3728, -2.8626], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9499, 0.3728, -2.8625], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9562, 0.3728, -2.8623], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9624, 0.3728, -2.8621], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9686, 0.3728, -2.8620], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9749, 0.3728, -2.8618], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9811, 0.3728, -2.8617], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9873, 0.3728, -2.8615], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9936, 0.3728, -2.8614], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-13.9998, 0.3728, -2.8612], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0060, 0.3728, -2.8611], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0123, 0.3728, -2.8609], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0185, 0.3728, -2.8607], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0247, 0.3728, -2.8606], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0310, 0.3728, -2.8604], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0372, 0.3728, -2.8603], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0434, 0.3728, -2.8601], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0497, 0.3728, -2.8600], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0559, 0.3728, -2.8598], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0621, 0.3728, -2.8597], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0684, 0.3728, -2.8595], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0746, 0.3728, -2.8593], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0808, 0.3728, -2.8592], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-14.0871, 0.3728, -2.8590], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
