START | Pos: [-14.52051, 0.12186, -7.90472] | Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-14.5205, 0.1219, -7.9047], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-18.5851, 0.1219, -4.1147], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-18.5851, 0.1219, -4.1147], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-18.5851, 0.1219, -4.1147], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-18.3686, 0.1219, -3.9897], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-18.3686, 0.1219, -3.9897], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-18.3686, 0.1219, -3.9897], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-18.3686, 0.1219, -3.9897], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-18.3686, 0.1219, -3.9897], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-18.3686, 0.1219, -3.9897], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-18.3686, 0.1219, -3.9897], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-18.3686, 0.1219, -3.9897], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-18.6186, 0.1219, -3.9897], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-18.8686, 0.1219, -3.9897], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-19.1186, 0.1219, -3.9897], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-19.3686, 0.1219, -3.9897], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-19.6186, 0.1219, -3.9897], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-19.6186, 0.1219, -3.9897], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-19.6186, 0.1219, -3.9897], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-19.6186, 0.1219, -3.9897], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-19.6186, 0.1219, -3.9897], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-19.6186, 0.1219, -3.9897], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-19.6186, 0.1219, -3.9897], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-19.6186, 0.1219, -3.9897], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-19.4021, 0.1219, -3.8647], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-19.4021, 0.1219, -4.1147], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-19.4021, 0.1219, -4.3647], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-19.4021, 0.1219, -4.6147], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-19.4021, 0.1219, -4.8647], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-19.4021, 0.1219, -4.8647], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-19.4021, 0.1219, -4.8647], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-19.4021, 0.1219, -4.8647], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-19.4021, 0.1219, -4.8647], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-19.4021, 0.1219, -4.8647], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-19.4021, 0.1219, -4.8647], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-19.4021, 0.1219, -4.8647], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-19.4021, 0.1219, -4.8647], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-19.1856, 0.1219, -4.7397], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-18.9691, 0.1219, -4.6147], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-18.7526, 0.1219, -4.4897], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-18.5361, 0.1219, -4.3647], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-18.3195, 0.1219, -4.2397], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-18.1030, 0.1219, -4.1147], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-17.8865, 0.1219, -3.9897], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-17.6700, 0.1219, -3.8647], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-17.6700, 0.1219, -3.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-17.6700, 0.1219, -3.8647], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-17.6700, 0.1219, -3.8647], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-17.6700, 0.1219, -3.8647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-17.6700, 0.1219, -4.1147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-17.6700, 0.1219, -4.3647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-17.6700, 0.1219, -4.6147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-17.6700, 0.1219, -4.8647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-17.6700, 0.1219, -4.8647], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-17.5450, 0.1219, -5.0812], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-17.4200, 0.1219, -5.2977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-17.2950, 0.1219, -5.5142], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-17.1700, 0.1219, -5.7307], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-17.0450, 0.1219, -5.9472], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-16.9200, 0.1219, -6.1637], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-16.7950, 0.1219, -6.3802], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-16.7950, 0.1219, -6.3802], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-16.5785, 0.1219, -6.5052], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-16.3620, 0.1219, -6.6302], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-16.1455, 0.1219, -6.7552], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-15.9290, 0.1219, -6.8802], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-15.7125, 0.1219, -7.0052], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-15.4960, 0.1219, -7.1302], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-15.2795, 0.1219, -7.2552], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-15.2795, 0.1219, -7.2552], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-15.2795, 0.1219, -7.2552], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-15.2795, 0.1219, -7.2552], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-15.2795, 0.1219, -7.2552], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-15.4960, 0.1219, -7.3802], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-15.7125, 0.1219, -7.5052], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-15.9290, 0.1219, -7.6302], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-16.1455, 0.1219, -7.7552], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.2705, 0.1219, -7.5387], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.3955, 0.1219, -7.3222], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.5205, 0.1219, -7.1057], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.6455, 0.1219, -6.8892], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.7705, 0.1219, -6.6727], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.8955, 0.1219, -6.4562], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.0205, 0.1219, -6.2397], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.1455, 0.1219, -6.0231], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.2705, 0.1219, -5.8066], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.3955, 0.1219, -5.5901], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.5205, 0.1219, -5.3736], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.6455, 0.1219, -5.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.7705, 0.1219, -4.9406], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.8955, 0.1219, -4.7241], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-18.0205, 0.1219, -4.7576], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-18.0205, 0.1219, -4.7576], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-18.0205, 0.1219, -4.7576], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-18.0205, 0.1219, -4.7576], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-17.7705, 0.1219, -4.7576], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-17.7705, 0.1219, -4.7576], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-17.7705, 0.1219, -4.7576], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-17.7705, 0.1219, -4.7576], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-17.7705, 0.1219, -4.7576], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-17.7705, 0.1219, -4.7576], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-17.7705, 0.1219, -4.7576], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-18.0205, 0.1219, -4.7576], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-18.2705, 0.1219, -4.7576], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-18.2705, 0.1219, -4.7576], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-18.2705, 0.1219, -4.7576], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-18.2705, 0.1219, -4.7576], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-18.2705, 0.1219, -4.5076], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-18.2705, 0.1219, -4.5076], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-18.2705, 0.1219, -4.5076], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-18.2705, 0.1219, -4.5076], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-18.0205, 0.1219, -4.5076], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-18.2370, 0.1219, -4.6326], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-18.2370, 0.1219, -4.6326], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-18.2370, 0.1219, -4.6326], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
