START | Pos: [-0.23005, 0.07, 7.71749] | Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-0.2300, 0.0700, 7.7175], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.9466, 0.0700, 3.5614], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-1.9466, 0.0700, 3.5614], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-1.9466, 0.0700, 3.5614], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-1.9466, 0.0700, 3.5614], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-1.9466, 0.0700, 3.5614], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-1.9466, 0.0700, 3.5614], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.9466, 0.0700, 3.5614], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-1.9466, 0.0700, 3.5614], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-1.9466, 0.0700, 3.8114], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-1.9466, 0.0700, 3.8114], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-1.9466, 0.0700, 3.8114], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.9466, 0.0700, 3.8114], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1966, 0.0700, 3.8114], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.1966, 0.0700, 3.8114], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-2.4131, 0.0700, 3.6864], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-2.6296, 0.0700, 3.5614], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-2.8461, 0.0700, 3.4364], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.8461, 0.0700, 3.4364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.0961, 0.0700, 3.4364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3461, 0.0700, 3.4364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.3461, 0.0700, 3.4364], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.3461, 0.0700, 3.4364], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-3.3461, 0.0700, 3.4364], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-3.3461, 0.0700, 3.1864], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-3.3461, 0.0700, 2.9364], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-3.3461, 0.0700, 2.9364], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-3.3461, 0.0700, 2.9364], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-3.3461, 0.0700, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-3.3461, 0.0700, 2.9364], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.1296, 0.0700, 3.0614], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.9131, 0.0700, 3.1864], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.6966, 0.0700, 3.3114], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.4800, 0.0700, 3.4364], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.4800, 0.0700, 3.4364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.4800, 0.0700, 3.4364], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.4800, 0.0700, 3.4364], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.4800, 0.0700, 3.4364], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-2.4800, 0.0700, 3.4364], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.4800, 0.0700, 3.4364], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.4800, 0.0700, 3.4364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.7300, 0.0700, 3.4364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.9800, 0.0700, 3.4364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.2300, 0.0700, 3.4364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.4800, 0.0700, 3.4364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.7300, 0.0700, 3.4364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.7300, 0.0700, 3.4364], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.7300, 0.0700, 3.4364], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-3.7300, 0.0700, 3.4364], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-3.7300, 0.0700, 3.4364], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-3.7300, 0.0700, 3.4364], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-3.7300, 0.0700, 3.4364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.4800, 0.0700, 3.4364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.2300, 0.0700, 3.4364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-3.2300, 0.0700, 3.4364], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-3.2300, 0.0700, 3.4364], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-3.2300, 0.0700, 3.4364], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-3.2300, 0.0700, 3.4364], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-3.2300, 0.0700, 3.4364], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-3.2300, 0.0700, 3.4364], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-3.2300, 0.0700, 3.4364], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.4466, 0.0700, 3.3114], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-3.4466, 0.0700, 3.3114], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.6966, 0.0700, 3.3114], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.9466, 0.0700, 3.3114], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-3.9466, 0.0700, 3.3114], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-3.9466, 0.0700, 3.3114], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-3.9466, 0.0700, 3.3114], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-3.9466, 0.0700, 3.3114], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-3.9466, 0.0700, 3.3114], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-3.9466, 0.0700, 3.3114], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-3.9466, 0.0700, 3.3114], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-3.9466, 0.0700, 3.3114], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.5716, 0.0700, 3.5279], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3216, 0.0700, 3.5279], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-3.3216, 0.0700, 3.5279], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-3.3216, 0.0700, 3.5279], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-3.3216, 0.0700, 3.5279], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-3.3216, 0.0700, 3.5279], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-3.3216, 0.0700, 3.5279], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-3.3216, 0.0700, 3.5279], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.5716, 0.0700, 3.5279], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-3.8216, 0.0700, 3.5279], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.6050, 0.0700, 3.6529], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-3.6050, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.3550, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.1050, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.8550, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-2.8550, 0.0700, 3.6529], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-2.8550, 0.0700, 3.6529], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-2.8550, 0.0700, 3.6529], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-2.8550, 0.0700, 3.6529], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-2.8550, 0.0700, 3.6529], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.8550, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.8550, 0.0700, 3.6529], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-3.0716, 0.0700, 3.5279], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-3.0716, 0.0700, 3.5279], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3216, 0.0700, 3.5279], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-3.3216, 0.0700, 3.5279], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.5381, 0.0700, 3.6529], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-3.5381, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.7881, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.0381, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-4.0381, 0.0700, 3.6529], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-4.0381, 0.0700, 3.6529], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.0381, 0.0700, 3.6529], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-4.0381, 0.0700, 3.6529], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.0381, 0.0700, 3.6529], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.0381, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.7881, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.5381, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.2881, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-3.2881, 0.0700, 3.6529], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-3.2881, 0.0700, 3.6529], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-3.2881, 0.0700, 3.6529], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-3.2881, 0.0700, 3.6529], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-3.2881, 0.0700, 3.6529], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-3.2881, 0.0700, 3.6529], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.2881, 0.0700, 3.6529], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-3.5046, 0.0700, 3.5279], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.5046, 0.0700, 3.5279], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-3.5046, 0.0700, 3.5279], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-3.5046, 0.0700, 3.5279], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-3.3796, 0.0700, 3.3114], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-3.3796, 0.0700, 3.3114], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.1631, 0.0700, 3.1864], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.9466, 0.0700, 3.0614], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.7300, 0.0700, 2.9364], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.7300, 0.0700, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-2.7300, 0.0700, 2.9364], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-2.7300, 0.0700, 2.9364], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-2.7300, 0.0700, 2.9364], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-2.7300, 0.0700, 2.9364], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.7300, 0.0700, 2.9364], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.7300, 0.0700, 2.9364], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
