START | Pos: [-2.76623, 0.19817, -2.16161] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.7483, 0.1982, -0.2956], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.8733, 0.1982, -0.0791], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.9983, 0.1982, 0.1374], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-7.1233, 0.1982, 0.3539], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-7.2483, 0.1982, 0.5704], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-7.3733, 0.1982, 0.7870], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-7.4983, 0.1982, 1.0035], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-7.6233, 0.1982, 1.2200], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-7.7483, 0.1982, 1.4365], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-7.8733, 0.1982, 1.6530], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-7.9983, 0.1982, 1.8695], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-8.1233, 0.1982, 2.0860], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-8.2483, 0.1982, 2.3025], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-8.3733, 0.1982, 2.5190], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-8.4983, 0.1982, 2.7355], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-8.4983, 0.1982, 2.7355], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-8.4983, 0.1982, 2.9855], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-8.4983, 0.1982, 3.2355], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-8.4983, 0.1982, 3.2355], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-8.6233, 0.1982, 3.4520], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-8.7483, 0.1982, 3.6685], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-8.8733, 0.1982, 3.8850], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-8.9983, 0.1982, 4.1015], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-9.1233, 0.1982, 4.3180], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-9.2483, 0.1982, 4.5345], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-9.3733, 0.1982, 4.7511], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-9.4983, 0.1982, 4.9676], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-9.4983, 0.1982, 4.9676], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-9.4983, 0.1982, 4.9676], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-9.4983, 0.1982, 4.9676], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-9.4983, 0.1982, 4.9676], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-9.4983, 0.1982, 4.9676], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-9.4983, 0.1982, 4.9676], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-9.4983, 0.1982, 4.9676], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-9.4983, 0.1982, 4.9676], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.2483, 0.1982, 4.9676], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-9.2483, 0.1982, 4.9676], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-9.2483, 0.1982, 4.9676], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-9.1233, 0.1982, 4.7511], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-8.9983, 0.1982, 4.5345], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-8.8733, 0.1982, 4.3180], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-8.7483, 0.1982, 4.1015], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-8.6233, 0.1982, 3.8850], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.3733, 0.1982, 3.8850], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.1233, 0.1982, 3.8850], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-8.1233, 0.1982, 3.8850], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-8.1233, 0.1982, 3.8850], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-7.9983, 0.1982, 3.6685], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-7.8733, 0.1982, 3.4520], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.8733, 0.1982, 3.2020], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.8733, 0.1982, 2.9520], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.8733, 0.1982, 2.7020], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.8733, 0.1982, 2.4520], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.8733, 0.1982, 2.2020], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-7.8733, 0.1982, 2.2020], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.9983, 0.1982, 1.9855], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-8.2483, 0.1982, 1.9855], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-8.2483, 0.1982, 1.9855], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-8.2483, 0.1982, 1.9855], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-8.2483, 0.1982, 1.9855], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.4648, 0.1982, 1.8605], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-8.4648, 0.1982, 1.8605], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-8.4648, 0.1982, 1.8605], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-8.4648, 0.1982, 1.8605], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-8.3398, 0.1982, 1.6440], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-8.3398, 0.1982, 1.6440], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-8.3398, 0.1982, 1.6440], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-8.3398, 0.1982, 1.6440], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-8.1233, 0.1982, 1.7690], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.8733, 0.1982, 1.7690], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-7.8733, 0.1982, 1.7690], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-7.6568, 0.1982, 1.6440], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-7.4403, 0.1982, 1.5190], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-7.2238, 0.1982, 1.3940], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-7.0073, 0.1982, 1.2690], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-6.7908, 0.1982, 1.1440], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-6.7908, 0.1982, 1.1440], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-6.7908, 0.1982, 1.1440], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.5742, 0.1982, 1.2690], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.3577, 0.1982, 1.3940], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.1412, 0.1982, 1.5190], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.9247, 0.1982, 1.6440], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.7082, 0.1982, 1.7690], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.4917, 0.1982, 1.8940], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.2752, 0.1982, 2.0190], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.0587, 0.1982, 2.1440], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.8422, 0.1982, 2.2690], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.6257, 0.1982, 2.3940], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
stop, Pos: [-4.6257, 0.1982, 2.3940], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
