START | Pos: [-4.21486, 0.21325, -3.33832] | Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -3.0883], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-5.3644, 0.2132, -2.4633], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.3644, 0.2132, -2.4633], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.3644, 0.2132, -2.4633], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.3644, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.1144, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.8644, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.6144, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.3644, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.1144, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.1144, 0.2132, -2.4633], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.1144, 0.2132, -2.4633], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.1144, 0.2132, -2.4633], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.1144, 0.2132, -2.4633], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-4.1144, 0.2132, -2.4633], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-4.1144, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.3644, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.6144, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-4.6144, 0.2132, -2.4633], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-4.6144, 0.2132, -2.4633], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.6144, 0.2132, -2.4633], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.6144, 0.2132, -2.4633], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-4.4894, 0.2132, -2.2468], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-4.3644, 0.2132, -2.0303], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-4.2394, 0.2132, -1.8138], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-4.1144, 0.2132, -1.5973], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.1144, 0.2132, -1.5973], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.1144, 0.2132, -1.3473], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.1144, 0.2132, -1.0973], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.1144, 0.2132, -1.0973], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.9894, 0.2132, -0.8808], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.8644, 0.2132, -0.6643], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.7394, 0.2132, -0.4478], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.6144, 0.2132, -0.2313], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.4894, 0.2132, -0.0148], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.3644, 0.2132, 0.2017], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-3.3644, 0.2132, 0.2017], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.1479, 0.2132, 0.3267], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.9314, 0.2132, 0.4517], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-2.9314, 0.2132, 0.4517], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-2.8064, 0.2132, 0.6682], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-2.6814, 0.2132, 0.8848], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-2.5564, 0.2132, 1.1013], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-2.4314, 0.2132, 1.3178], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.4314, 0.2132, 1.3178], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.2149, 0.2132, 1.4428], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.9983, 0.2132, 1.5678], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.7818, 0.2132, 1.6928], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.5653, 0.2132, 1.8178], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.3488, 0.2132, 1.9428], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.1323, 0.2132, 2.0678], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.9158, 0.2132, 2.1928], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.6993, 0.2132, 2.3178], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-0.6993, 0.2132, 2.3178], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.4493, 0.2132, 2.3178], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-0.4493, 0.2132, 2.3178], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.2328, 0.2132, 2.4428], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.0163, 0.2132, 2.5678], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.2002, 0.2132, 2.6928], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.4167, 0.2132, 2.8178], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.6332, 0.2132, 2.9428], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.8497, 0.2132, 3.0678], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.0662, 0.2132, 3.1928], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.2827, 0.2132, 3.3178], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.4992, 0.2132, 3.4428], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [1.4992, 0.2132, 3.4428], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.7492, 0.2132, 3.4428], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.9992, 0.2132, 3.4428], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.2492, 0.2132, 3.4428], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.4992, 0.2132, 3.4428], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
stop, Pos: [2.4992, 0.2132, 3.4428], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
