START | Pos: [-3.62003, 0.09346, 3.798] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-3.6200, 0.0935, 3.7980], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-2.9370, 0.0935, 2.7310], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.9370, 0.0935, 2.7310], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.6870, 0.0935, 2.7310], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.6870, 0.0935, 2.7310], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.6870, 0.0935, 2.7310], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.6870, 0.0935, 2.7310], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-2.6870, 0.0935, 2.4810], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-2.6870, 0.0935, 2.4810], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.6870, 0.0935, 2.4810], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.6870, 0.0935, 2.4810], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.9370, 0.0935, 2.4810], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.9370, 0.0935, 2.4810], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.9370, 0.0935, 2.4810], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.9370, 0.0935, 2.4810], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-2.9370, 0.0935, 2.4810], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.9370, 0.0935, 2.4810], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.9370, 0.0935, 2.4810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-2.9370, 0.0935, 2.4810], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.7205, 0.0935, 2.3560], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.7205, 0.0935, 2.3560], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.7205, 0.0935, 2.3560], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-2.7205, 0.0935, 2.3560], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-2.8455, 0.0935, 2.1395], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.8455, 0.0935, 2.1395], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.8455, 0.0935, 2.1395], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.0955, 0.0935, 2.1395], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.3455, 0.0935, 2.1395], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-3.3455, 0.0935, 2.1395], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.5620, 0.0935, 2.0145], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.7785, 0.0935, 1.8895], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.9950, 0.0935, 1.7645], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-3.9950, 0.0935, 1.7645], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-3.9950, 0.0935, 1.7645], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-3.9950, 0.0935, 1.7645], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-3.9950, 0.0935, 1.7645], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-3.9950, 0.0935, 1.7645], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-3.9950, 0.0935, 1.7645], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-3.9950, 0.0935, 1.7645], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.7450, 0.0935, 1.7645], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-3.7450, 0.0935, 1.7645], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-3.7450, 0.0935, 1.7645], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-3.7450, 0.0935, 1.7645], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7450, 0.0935, 2.0145], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-3.7450, 0.0935, 2.0145], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-3.7450, 0.0935, 2.0145], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-3.7450, 0.0935, 2.0145], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.9950, 0.0935, 2.0145], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-3.9950, 0.0935, 2.0145], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-4.2115, 0.0935, 1.8895], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-4.4280, 0.0935, 1.7645], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-4.6446, 0.0935, 1.6395], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-4.6446, 0.0935, 1.6395], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.1446, 0.0935, 1.6395], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.3946, 0.0935, 1.6395], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-5.3946, 0.0935, 1.6395], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-5.3946, 0.0935, 1.6395], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.3946, 0.0935, 1.6395], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.3946, 0.0935, 1.6395], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.3946, 0.0935, 1.6395], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.3946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.1446, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.8946, 0.0935, 1.6395], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
