START | Pos: [-9.49727, 0.19156, 2.8449] | Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-8.6312, 0.1916, 3.0949], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.4147, 0.1916, 3.2199], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-8.4147, 0.1916, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.1647, 0.1916, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-8.1647, 0.1916, 3.2199], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-7.9482, 0.1916, 3.0949], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-7.7317, 0.1916, 2.9699], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-7.7317, 0.1916, 2.9699], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-7.7317, 0.1916, 2.9699], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-7.7317, 0.1916, 2.9699], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-7.7317, 0.1916, 2.9699], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-7.7317, 0.1916, 2.9699], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-7.7317, 0.1916, 2.9699], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-7.7317, 0.1916, 2.9699], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.7317, 0.1916, 2.9699], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.9482, 0.1916, 2.8449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.1647, 0.1916, 2.7199], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.3812, 0.1916, 2.5949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.5977, 0.1916, 2.4699], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.8143, 0.1916, 2.3449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.0308, 0.1916, 2.2199], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.2473, 0.1916, 2.0949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.4638, 0.1916, 1.9699], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.6803, 0.1916, 1.8449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.8968, 0.1916, 1.7199], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-10.1133, 0.1916, 1.5949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-10.1133, 0.1916, 1.5949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.3633, 0.1916, 1.5949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.6133, 0.1916, 1.5949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.8633, 0.1916, 1.5949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-11.1133, 0.1916, 1.5949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.3633, 0.1916, 1.5949], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-11.1468, 0.1916, 1.7199], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.9303, 0.1916, 1.8449], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.7138, 0.1916, 1.9699], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.4973, 0.1916, 2.0949], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.2808, 0.1916, 2.2199], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.0643, 0.1916, 2.3449], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.8477, 0.1916, 2.4699], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-9.8477, 0.1916, 2.4699], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.5977, 0.1916, 2.4699], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-9.5977, 0.1916, 2.4699], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.3812, 0.1916, 2.5949], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-9.3812, 0.1916, 2.5949], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.1312, 0.1916, 2.5949], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-9.1312, 0.1916, 2.5949], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.9147, 0.1916, 2.7199], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
stop, Pos: [-8.9147, 0.1916, 2.7199], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
