START | Pos: [-0.7925, 0.1626, 1.5652] | Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-0.7925, 0.1626, 1.5652], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-0.4888, 0.1626, 5.6722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4888, 0.1626, 5.4222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4888, 0.1626, 5.1722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4888, 0.1626, 4.9222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4889, 0.1626, 4.6722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4889, 0.1626, 4.4222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4889, 0.1626, 4.1722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4889, 0.1626, 3.9222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4157, 0.1626, 3.7455], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-0.4157, 0.1626, 3.7455], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-0.2724, 0.1626, 3.5290], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-0.2724, 0.1626, 3.5290], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2724, 0.1626, 3.2790], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2724, 0.1626, 3.0290], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2724, 0.1626, 2.7790], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2725, 0.1626, 2.5290], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2725, 0.1626, 2.2790], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2725, 0.1626, 2.0290], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2725, 0.1626, 1.7790], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2725, 0.1626, 1.5290], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2725, 0.1626, 1.2790], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2725, 0.1626, 1.0290], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2725, 0.1626, 0.7790], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2725, 0.1626, 0.5290], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.2726, 0.1626, 0.2790], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
stop, Pos: [-0.2726, 0.1626, 0.2790], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
