START | Pos: [-2.3657, 2.9257, 3.65177] | Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.3657, 2.9258, 3.6518], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.8508, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.1008, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.3508, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.3508, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.1008, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.8508, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.6008, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.3508, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.1008, 2.9258, 3.7766], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.1492, 2.9258, 3.7767], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3992, 2.9258, 3.7767], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6492, 2.9258, 3.7767], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8992, 2.9258, 3.7767], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1492, 2.9258, 3.7767], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3992, 2.9258, 3.7767], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.6492, 2.9258, 3.7767], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.8992, 2.9258, 3.7767], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1492, 2.9258, 3.7768], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.3992, 2.9258, 3.7768], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.6492, 2.9258, 3.7768], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8992, 2.9258, 3.7768], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.1492, 2.9258, 3.7768], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3992, 2.9258, 3.7768], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.6492, 2.9258, 3.7768], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.8992, 2.9258, 3.7768], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.1492, 2.9258, 3.7769], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.3992, 2.9258, 3.7769], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.6492, 2.9258, 3.7769], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.8992, 2.9258, 3.7769], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.1492, 2.9258, 3.7769], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.3408, 2.9258, 3.7302], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.5908, 2.9258, 3.6678], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.8408, 2.9258, 3.6678], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.0908, 2.9258, 3.6678], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.3408, 2.9258, 3.6678], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.5908, 2.9258, 3.6678], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.8408, 2.9258, 3.6678], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-6.8408, 2.9258, 3.6678], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-6.8408, 2.9258, 3.6678], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-6.8408, 2.9258, 3.6678], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-6.8408, 2.9258, 3.6678], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-6.8408, 2.9258, 3.6678], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-6.8408, 2.9258, 3.6678], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.5908, 2.9258, 3.6678], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.3408, 2.9258, 3.6678], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.0908, 2.9258, 3.6678], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.8408, 2.9258, 3.6678], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.5908, 2.9258, 3.6678], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.3408, 2.9258, 3.6678], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.0908, 2.9258, 3.6677], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.8408, 2.9258, 3.6677], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.5908, 2.9258, 3.6677], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.3408, 2.9258, 3.6677], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-4.3408, 2.9258, 3.6677], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.1243, 2.9258, 3.7927], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-4.1243, 2.9258, 3.7927], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.8743, 2.9258, 3.7927], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.6243, 2.9258, 3.7927], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3743, 2.9258, 3.7927], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.1243, 2.9258, 3.7927], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8743, 2.9258, 3.7926], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.6243, 2.9258, 3.7926], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.3743, 2.9258, 3.7926], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1243, 2.9258, 3.7926], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.8743, 2.9258, 3.7926], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.6243, 2.9258, 3.7926], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3743, 2.9258, 3.7926], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1243, 2.9258, 3.7926], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8743, 2.9258, 3.7925], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6243, 2.9258, 3.7925], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3743, 2.9258, 3.7925], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.1243, 2.9258, 3.7925], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.1257, 2.9258, 3.7925], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.3757, 2.9258, 3.7925], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.6257, 2.9258, 3.7925], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.8757, 2.9258, 3.7925], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.1257, 2.9258, 3.7924], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.3757, 2.9258, 3.7924], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.6257, 2.9258, 3.7924], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [1.6257, 2.9258, 3.7924], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.8422, 2.9258, 3.9174], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [1.8422, 2.9258, 3.9174], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.0922, 2.9258, 3.9174], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.0922, 2.9258, 3.9174], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [2.0922, 2.9258, 3.9174], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [2.0922, 2.9258, 3.9174], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [2.0922, 2.9258, 3.9174], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [2.0922, 2.9258, 3.9174], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.8761, 2.9258, 3.8147], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [1.8761, 2.9258, 3.8147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [1.8761, 2.9258, 3.8147], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [1.8761, 2.9258, 3.8147], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [1.8761, 2.9258, 3.8147], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [1.8761, 2.9258, 3.8147], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [1.8761, 2.9258, 3.8147], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [1.8761, 2.9258, 3.8147], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [2.1261, 2.9258, 3.8147], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [2.2511, 2.9258, 4.0312], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [2.3762, 2.9258, 4.2477], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [2.3762, 2.9258, 4.2477], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [2.3762, 2.9258, 4.2477], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [2.3762, 2.9258, 4.2477], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [2.3762, 2.9258, 4.2477], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [2.3762, 2.9258, 4.2477], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [2.1596, 2.9258, 4.1227], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.9431, 2.9258, 3.9977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.7266, 2.9258, 3.8728], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [1.7266, 2.9258, 3.8728], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.4766, 2.9258, 3.8728], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.2266, 2.9258, 3.8728], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.9766, 2.9258, 3.8728], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.7266, 2.9258, 3.8728], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.4766, 2.9258, 3.8728], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.2266, 2.9258, 3.8728], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.0234, 2.9258, 3.8728], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.2734, 2.9258, 3.8729], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.5234, 2.9258, 3.8729], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.7734, 2.9258, 3.8729], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.0234, 2.9258, 3.8729], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.2734, 2.9258, 3.8729], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.5234, 2.9258, 3.8729], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.7734, 2.9258, 3.8729], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.0234, 2.9258, 3.8729], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.2734, 2.9258, 3.8730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.5234, 2.9258, 3.8730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.7734, 2.9258, 3.8730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.0234, 2.9258, 3.8730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.2734, 2.9258, 3.8730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.5234, 2.9258, 3.8730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.7734, 2.9258, 3.8730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.0234, 2.9258, 3.8730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.2734, 2.9258, 3.8731], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.5234, 2.9258, 3.8731], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.7734, 2.9258, 3.8731], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-4.7734, 2.9258, 3.8731], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-4.9899, 2.9258, 3.7481], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.2064, 2.9258, 3.6231], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.4229, 2.9258, 3.4981], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.6394, 2.9258, 3.3731], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.8559, 2.9258, 3.2481], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.0725, 2.9258, 3.1231], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.2890, 2.9258, 2.9982], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.5055, 2.9258, 2.8732], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-6.5055, 2.9258, 2.8732], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-6.5055, 2.9258, 2.8732], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-6.5055, 2.9258, 2.8732], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-6.5055, 2.9258, 2.8732], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-6.5055, 2.9258, 2.8732], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-6.5055, 2.9258, 2.8732], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-6.2890, 2.9258, 2.9982], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-6.0725, 2.9258, 3.1231], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-5.8559, 2.9258, 3.2481], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-5.6394, 2.9258, 3.3731], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-5.4229, 2.9258, 3.4981], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-5.2064, 2.9258, 3.6231], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.9899, 2.9258, 3.7481], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.7734, 2.9258, 3.8731], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.5569, 2.9258, 3.9981], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.3404, 2.9258, 4.1231], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.3404, 2.9258, 4.1231], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-4.3404, 2.9258, 4.1231], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.1239, 2.9258, 3.9980], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.9074, 2.9258, 3.8730], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-3.9074, 2.9258, 3.8730], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.6574, 2.9258, 3.8730], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-3.6574, 2.9258, 3.8730], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.4409, 2.9258, 3.7480], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-3.4409, 2.9258, 3.7480], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-3.3159, 2.9258, 3.5315], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-3.1909, 2.9258, 3.3150], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-3.0659, 2.9258, 3.0985], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-2.9409, 2.9258, 2.8820], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.9409, 2.9258, 2.8820], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.9409, 2.9258, 2.6320], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-2.9409, 2.9258, 2.6320], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
stop, Pos: [-2.9409, 2.9258, 2.6320], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
