START | Pos: [6.018, -3.008, -6.1127] | Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [6.0180, -3.0084, -6.1127], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.6278, -3.0084, 0.1620], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.3778, -3.0084, 0.1620], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.1278, -3.0084, 0.1621], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.8778, -3.0084, 0.1621], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.6278, -3.0084, 0.1621], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [0.6278, -3.0084, 0.1621], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [0.6278, -3.0084, 0.1621], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [0.6278, -3.0084, 0.1621], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [0.6278, -3.0084, 0.1621], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [0.6278, -3.0084, 0.1621], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [0.6278, -3.0084, 0.1621], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.8778, -3.0084, 0.1621], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.1278, -3.0084, 0.1621], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.3778, -3.0084, 0.1620], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.6278, -3.0084, 0.1620], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.8778, -3.0084, 0.1620], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.1278, -3.0084, 0.1620], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.3778, -3.0084, 0.1620], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.6278, -3.0084, 0.1620], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.8778, -3.0084, 0.1620], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.1278, -3.0084, 0.1620], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.3778, -3.0084, 0.1620], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.6278, -3.0084, 0.1619], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.8778, -3.0084, 0.1619], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.1278, -3.0084, 0.1619], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.3778, -3.0084, 0.1619], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.6278, -3.0084, 0.1619], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.8778, -3.0084, 0.1619], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.1278, -3.0084, 0.1619], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.3778, -3.0084, 0.1619], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.6278, -3.0084, 0.1618], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.8778, -3.0084, 0.1618], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.1278, -3.0084, 0.1618], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.3778, -3.0084, 0.1618], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.6278, -3.0084, 0.1618], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.8778, -3.0084, 0.1618], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.1278, -3.0084, 0.1618], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.3778, -3.0084, 0.1618], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.6278, -3.0084, 0.1617], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.8778, -3.0084, 0.1617], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.1278, -3.0084, 0.1617], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.3778, -3.0084, 0.1617], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
stop, Pos: [8.3778, -3.0084, 0.1617], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
