START | Pos: [15.35879, 0.7, 5.39613] | Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [15.3588, 0.7000, 5.3961], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [15.3588, 0.7000, 4.3961], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [15.3588, 0.7000, 4.3961], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [15.3588, 0.7000, 4.3961], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [15.3588, 0.7000, 4.3961], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [15.3588, 0.7000, 4.3961], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [15.3588, 0.7000, 4.3961], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [15.3588, 0.7000, 4.3961], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [15.3588, 0.7000, 4.3961], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [15.3588, 0.7000, 4.3961], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [15.3588, 0.7000, 4.1461], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [15.3588, 0.7000, 3.8961], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [15.3588, 0.7000, 3.6461], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [15.3588, 0.7000, 3.3961], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [15.3588, 0.7000, 3.3961], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [15.3588, 0.7000, 3.3961], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [15.3588, 0.7000, 3.3961], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [15.3588, 0.7000, 3.3961], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [15.3588, 0.7000, 3.3961], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [15.3588, 0.7000, 3.3961], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [15.3588, 0.7000, 3.3961], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [15.3588, 0.7000, 3.3961], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [15.1423, 0.7000, 3.5211], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [14.9258, 0.7000, 3.6461], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [14.7093, 0.7000, 3.7711], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [14.4928, 0.7000, 3.8961], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [14.2763, 0.7000, 4.0211], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [14.0263, 0.7000, 4.0211], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [13.7763, 0.7000, 4.0211], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [13.7763, 0.7000, 4.0211], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [13.5598, 0.7000, 3.8961], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [13.3432, 0.7000, 3.7711], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [13.1267, 0.7000, 3.6461], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [12.9102, 0.7000, 3.5211], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [12.6937, 0.7000, 3.3961], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [12.4772, 0.7000, 3.2711], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [12.2607, 0.7000, 3.1461], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [12.0442, 0.7000, 3.0211], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.8277, 0.7000, 2.8961], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.6112, 0.7000, 2.7711], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.3947, 0.7000, 2.6461], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.1782, 0.7000, 2.5211], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.9617, 0.7000, 2.3961], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.7452, 0.7000, 2.2711], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.5287, 0.7000, 2.1461], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.3122, 0.7000, 2.0211], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.0957, 0.7000, 1.8961], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
stop, Pos: [10.0957, 0.7000, 1.8961], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
