START | Pos: [-7.4862, 0.1396, 30.2147] | Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-7.4862, 0.1397, 30.2147], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-14.2362, 0.1397, 30.2150], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.2362, 0.1397, 30.2150], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.2362, 0.1397, 30.2150], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.2362, 0.1397, 30.2150], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-14.2362, 0.1397, 30.2150], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.1112, 0.1397, 29.9985], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.9862, 0.1397, 29.7820], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.8612, 0.1397, 29.5655], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.7362, 0.1397, 29.3490], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.6113, 0.1397, 29.1324], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.4863, 0.1397, 28.9159], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.3613, 0.1397, 28.6994], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.2363, 0.1397, 28.4829], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-13.1113, 0.1397, 28.2664], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.9863, 0.1397, 28.0499], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.8613, 0.1397, 27.8334], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.7363, 0.1397, 27.6169], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.6113, 0.1397, 27.4003], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.4863, 0.1397, 27.1838], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.3614, 0.1397, 26.9673], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.2364, 0.1397, 26.7508], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.2364, 0.1397, 26.7508], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.2364, 0.1397, 26.5008], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-12.2364, 0.1397, 26.5008], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.1114, 0.1397, 26.2843], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.9864, 0.1397, 26.0678], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.8614, 0.1397, 25.8513], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.7364, 0.1397, 25.6348], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.6114, 0.1397, 25.4182], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.4864, 0.1397, 25.2017], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.3615, 0.1397, 24.9852], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.2365, 0.1397, 24.7687], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-11.2365, 0.1397, 24.7687], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.2365, 0.1397, 24.7687], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.9865, 0.1397, 24.7687], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.7365, 0.1397, 24.7687], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.4865, 0.1397, 24.7687], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.2365, 0.1397, 24.7687], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.9865, 0.1397, 24.7686], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.7365, 0.1397, 24.7686], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.4865, 0.1397, 24.7686], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.2365, 0.1397, 24.7686], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.9865, 0.1397, 24.7686], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.7365, 0.1397, 24.7686], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.4865, 0.1397, 24.7686], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.2365, 0.1397, 24.7686], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.9865, 0.1397, 24.7686], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.7365, 0.1397, 24.7685], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.4865, 0.1397, 24.7685], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.2365, 0.1397, 24.7685], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.9865, 0.1397, 24.7685], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.7365, 0.1397, 24.7685], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.4865, 0.1397, 24.7685], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-6.4865, 0.1397, 24.7685], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-6.2700, 0.1397, 24.6435], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-6.2700, 0.1397, 24.6435], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-6.1450, 0.1397, 24.4270], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-6.1450, 0.1397, 24.4270], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.9285, 0.1397, 24.3020], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.9285, 0.1397, 24.3020], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.8035, 0.1397, 24.0854], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.8035, 0.1397, 24.0854], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7293, 0.1397, 23.8313], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.7293, 0.1397, 23.8313], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.6043, 0.1397, 23.6148], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.6043, 0.1397, 23.6148], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.6043, 0.1397, 23.3648], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.6044, 0.1397, 23.1148], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.6044, 0.1397, 22.8648], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.6044, 0.1397, 22.8648], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-5.7294, 0.1397, 22.6483], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.7294, 0.1397, 22.6483], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7294, 0.1397, 22.3983], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.7294, 0.1397, 22.3983], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-5.8544, 0.1397, 22.1818], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.8544, 0.1397, 22.1818], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.8544, 0.1397, 21.9318], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.8544, 0.1397, 21.6818], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.8544, 0.1397, 21.6818], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-5.9794, 0.1397, 21.4653], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.9794, 0.1397, 21.4653], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9794, 0.1397, 21.2153], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9795, 0.1397, 20.9653], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9795, 0.1397, 20.7153], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9795, 0.1397, 20.4653], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9795, 0.1397, 20.2153], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9795, 0.1397, 19.9653], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9795, 0.1397, 19.7153], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9795, 0.1397, 19.4653], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9795, 0.1397, 19.2153], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9796, 0.1397, 18.9653], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9796, 0.1397, 18.7153], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9796, 0.1397, 18.4653], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9796, 0.1397, 18.2153], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9796, 0.1397, 17.9653], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9796, 0.1397, 17.7153], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.9796, 0.1397, 17.4653], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.9796, 0.1397, 17.4653], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.1046, 0.1397, 17.2488], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.2297, 0.1397, 17.0323], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-6.2297, 0.1397, 17.0323], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-6.2297, 0.1397, 17.0323], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-6.2297, 0.1397, 17.0323], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-6.2297, 0.1397, 17.0323], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.3546, 0.1397, 17.2488], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.3546, 0.1397, 17.2488], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-6.3546, 0.1397, 17.2488], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.2296, 0.1397, 17.4653], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.1046, 0.1397, 17.6818], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-6.1046, 0.1397, 17.6818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1046, 0.1397, 17.9318], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1046, 0.1397, 18.1818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1046, 0.1397, 18.4318], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1046, 0.1397, 18.6818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1046, 0.1397, 18.9318], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1045, 0.1397, 19.1818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1045, 0.1397, 19.4318], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1045, 0.1397, 19.6818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1045, 0.1397, 19.9318], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1045, 0.1397, 20.1818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1045, 0.1397, 20.4318], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1045, 0.1397, 20.6818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1045, 0.1397, 20.9318], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1044, 0.1397, 21.1818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1044, 0.1397, 21.4318], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1044, 0.1397, 21.6818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1044, 0.1397, 21.9318], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.1044, 0.1397, 22.1818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-6.1044, 0.1397, 22.1818], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.1044, 0.1397, 22.1818], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.8879, 0.1397, 22.3068], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-5.8879, 0.1397, 22.3068], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.7629, 0.1397, 22.5233], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.6379, 0.1397, 22.7398], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.5129, 0.1397, 22.9563], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.3878, 0.1397, 23.1728], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.2628, 0.1397, 23.3893], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
stop, Pos: [-5.2628, 0.1397, 23.3893], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
