START | Pos: [8.5089, 0.1141, -4.8624] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.2589, 0.1141, -4.8624], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.7104, 0.1141, -1.0086], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7104, 0.1141, -0.7586], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7105, 0.1141, -0.5086], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7105, 0.1141, -0.2586], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7105, 0.1141, -0.0086], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7105, 0.1141, 0.2414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7105, 0.1141, 0.4914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7105, 0.1141, 0.7414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7105, 0.1141, 0.9914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7105, 0.1141, 1.2414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7106, 0.1141, 1.4914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7106, 0.1141, 1.7414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7106, 0.1141, 1.9914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7106, 0.1141, 2.2414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7106, 0.1141, 2.4914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7106, 0.1141, 2.7414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7106, 0.1141, 2.9914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7106, 0.1141, 3.2414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7107, 0.1141, 3.4914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7107, 0.1141, 3.7414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7107, 0.1141, 3.9914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7107, 0.1141, 4.2414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7107, 0.1141, 4.4914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7107, 0.1141, 4.7414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7107, 0.1141, 4.9914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7107, 0.1141, 5.2414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7108, 0.1141, 5.4914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7108, 0.1141, 5.7414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7108, 0.1141, 5.9914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7108, 0.1141, 6.2414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7108, 0.1141, 6.4914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7108, 0.1141, 6.7414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7108, 0.1141, 6.9914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7108, 0.1141, 7.2414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7109, 0.1141, 7.4914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7109, 0.1141, 7.7414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7109, 0.1141, 7.9914], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.7109, 0.1141, 8.2414], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.7109, 0.1141, 8.2414], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.7109, 0.1141, 8.2414], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.9274, 0.1141, 8.3664], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.1439, 0.1141, 8.4914], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.3604, 0.1141, 8.6164], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
stop, Pos: [8.3604, 0.1141, 8.6164], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
