START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [13.7755, 0.1271, 1.5449], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [23.4380, 0.1271, -1.0136], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.1880, 0.1271, -1.0136], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.9380, 0.1271, -1.0136], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.6880, 0.1271, -1.0136], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.4380, 0.1271, -1.0136], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.1880, 0.1271, -1.0135], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.9380, 0.1271, -1.0135], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.6880, 0.1271, -1.0135], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.4380, 0.1271, -1.0135], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.1880, 0.1271, -1.0135], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.9380, 0.1271, -1.0135], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.6880, 0.1271, -1.0135], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.4380, 0.1271, -1.0135], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.1880, 0.1271, -1.0134], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.9380, 0.1271, -1.0134], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.6880, 0.1271, -1.0134], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.4380, 0.1271, -1.0134], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.1880, 0.1271, -1.0134], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.9380, 0.1271, -1.0134], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.6880, 0.1271, -1.0134], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.4380, 0.1271, -1.0134], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.1880, 0.1271, -1.0133], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.9380, 0.1271, -1.0133], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.6880, 0.1271, -1.0133], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.4380, 0.1271, -1.0133], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.1880, 0.1271, -1.0133], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.9380, 0.1271, -1.0133], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.6880, 0.1271, -1.0133], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.4380, 0.1271, -1.0133], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.1880, 0.1271, -1.0132], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
stop, Pos: [16.1880, 0.1271, -1.0132], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
