START | Pos: [-7.704, 0.36488, -17.870352] | Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-7.7040, 0.3649, -17.8704], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.3426, 0.1649, -13.6207], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.1261, 0.1649, -13.4957], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.0905, 0.1649, -13.3707], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.3070, 0.1649, -13.2458], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.5235, 0.1649, -13.1208], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.7400, 0.1649, -12.9958], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.9565, 0.1649, -12.8708], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.1730, 0.1649, -12.7458], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.3895, 0.1649, -12.6208], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.6060, 0.1649, -12.4958], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.8226, 0.1649, -12.3708], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [2.0391, 0.1434, -12.2458], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [2.2556, 0.1217, -12.1208], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [2.4721, 0.1000, -11.9959], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [2.6886, 0.0783, -11.8709], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [2.9051, 0.0566, -11.7459], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [3.1216, 0.0349, -11.6209], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [3.3381, 0.0132, -11.4959], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [3.5547, 0.0274, -11.3709], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [3.7712, 0.0591, -11.2459], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [3.9877, 0.0909, -11.1209], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [4.2042, 0.1227, -10.9959], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [4.4207, 0.1545, -10.8710], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [4.6372, 0.1649, -10.7460], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [4.8537, 0.1649, -10.6210], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.0702, 0.1649, -10.4960], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.2868, 0.1649, -10.3710], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5033, 0.1649, -10.2460], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -10.1210], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.9960], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8710], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5878, 0.1649, -9.8548], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
