START | Pos: [-14.8719, 0.169, 5.2188] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-14.8719, 0.1690, 5.2188], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-12.2922, 0.1690, 6.0963], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.0422, 0.1690, 6.0963], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.7922, 0.1690, 6.0963], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.5422, 0.1690, 6.0963], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.2922, 0.1690, 6.0963], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.0422, 0.1690, 6.0962], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.7922, 0.1690, 6.0962], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.5422, 0.1690, 6.0962], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.2922, 0.1690, 6.0962], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.0422, 0.1690, 6.0962], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.7922, 0.1690, 6.0962], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.5422, 0.1690, 6.0962], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.2922, 0.1690, 6.0962], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.0422, 0.1690, 6.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.7922, 0.1690, 6.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.5422, 0.1690, 6.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.2922, 0.1690, 6.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.0422, 0.1690, 6.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.7922, 0.1690, 6.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.5422, 0.1690, 6.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.2922, 0.1690, 6.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.0422, 0.1690, 6.0960], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.7922, 0.1690, 6.0960], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.5422, 0.1690, 6.0960], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2922, 0.1690, 6.0960], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.0422, 0.1690, 6.0960], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.7922, 0.1690, 6.0960], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.6224, 0.1690, 6.1418], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.4150, 0.1690, 6.2483], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.1650, 0.1690, 6.2482], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.9150, 0.1690, 6.2482], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.6650, 0.1690, 6.2482], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.4150, 0.1690, 6.2482], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.1650, 0.1690, 6.2482], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.9150, 0.1690, 6.2482], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.6650, 0.1690, 6.2482], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.4150, 0.1690, 6.2482], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
stop, Pos: [-3.4150, 0.1690, 6.2482], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
