START | Pos: [-0.7925, 0.1626, 1.5652] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-0.7925, 0.1626, 1.5652], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-0.2724, 0.1626, 4.6907], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.2723, 0.1626, 4.9407], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-0.2723, 0.1626, 4.9407], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-0.3973, 0.1626, 5.1572], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-0.3973, 0.1626, 5.1572], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3973, 0.1626, 5.4072], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3973, 0.1626, 5.6572], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3973, 0.1626, 5.9072], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3973, 0.1626, 6.1572], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3973, 0.1626, 6.4072], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3973, 0.1626, 6.6572], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3972, 0.1626, 6.9072], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3972, 0.1626, 7.1572], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3972, 0.1626, 7.4072], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3972, 0.1626, 7.6572], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3972, 0.1626, 7.9072], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-0.3972, 0.1626, 8.1572], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-0.3972, 0.1626, 8.1572], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.2722, 0.1626, 8.3737], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.1472, 0.1626, 8.5902], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.0221, 0.1626, 8.8067], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-0.0221, 0.1626, 8.8067], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-0.0221, 0.1626, 8.8067], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-0.0221, 0.1626, 8.8067], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-0.0221, 0.1626, 8.8067], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-0.0221, 0.1626, 8.8067], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.2387, 0.1626, 8.6818], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-0.2387, 0.1626, 8.6818], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-0.2387, 0.1626, 8.6818], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-0.2387, 0.1626, 8.6818], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-0.2387, 0.1626, 8.6818], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-0.2387, 0.1626, 8.6818], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.1136, 0.1626, 8.8983], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-0.1136, 0.1626, 8.8983], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-0.1136, 0.1626, 8.8983], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.1364, 0.1626, 8.8982], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.3864, 0.1626, 8.8982], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.6364, 0.1626, 8.8982], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.8864, 0.1626, 8.8982], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.1218, 0.1626, 8.9711], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [1.1218, 0.1626, 8.9711], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [1.1218, 0.1626, 8.9711], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [1.1218, 0.1626, 8.9711], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [1.1218, 0.1626, 8.9711], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [1.1218, 0.1626, 8.9711], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [1.1218, 0.1626, 8.9711], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [1.1218, 0.1626, 8.9711], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.9053, 0.1626, 8.8461], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [0.6888, 0.1626, 8.7221], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
stop, Pos: [0.9360, 0.1626, 8.7232], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
