START | Pos: [-14.52051, 0.12186, -7.90472] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.5205, 0.1219, -7.9047], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.7705, 0.1219, -7.5877], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.7705, 0.1219, -7.5877], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.7705, 0.1219, -7.5877], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.7705, 0.1219, -7.5877], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.7705, 0.1219, -7.5877], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-14.7705, 0.1219, -7.5877], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.7705, 0.1219, -7.5877], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.7705, 0.1219, -7.5877], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.0205, 0.1219, -7.5877], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.2705, 0.1219, -7.5877], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.5205, 0.1219, -7.5877], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.7705, 0.1219, -7.5877], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-16.0205, 0.1219, -7.5877], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.0205, 0.1219, -7.3377], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-16.0205, 0.1219, -7.3377], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.1455, 0.1219, -7.1212], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.2705, 0.1219, -6.9047], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.3955, 0.1219, -6.6882], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.5205, 0.1219, -6.4717], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.6455, 0.1219, -6.2552], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.7705, 0.1219, -6.0387], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.8955, 0.1219, -5.8222], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-16.8955, 0.1219, -5.8222], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -5.5722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -5.3222], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -5.0722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -4.8222], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -4.5722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -4.3222], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -4.0722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -3.8222], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -3.5722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -3.3222], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -3.0722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -2.8222], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -2.5722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-16.8955, 0.1219, -2.3222], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-16.8955, 0.1219, -2.3222], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-16.8955, 0.1219, -2.3222], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-16.8955, 0.1219, -2.3222], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-16.8955, 0.1219, -2.3222], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-16.8955, 0.1219, -2.3222], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-16.8955, 0.1219, -2.3222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -2.5722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -2.8222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -3.0722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -3.3222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -3.5722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -3.8222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -4.0722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -4.3222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -4.5722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -4.8222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -5.0722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -5.3222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -5.5722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -5.8222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-16.8955, 0.1219, -6.0722], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-17.1120, 0.1219, -5.9472], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-17.3285, 0.1219, -5.8222], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-17.5450, 0.1219, -5.6972], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-17.7615, 0.1219, -5.5722], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-17.9780, 0.1219, -5.4472], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-18.1946, 0.1219, -5.3222], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-18.4111, 0.1219, -5.1972], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-18.6276, 0.1219, -5.0722], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-18.8441, 0.1219, -4.9472], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-19.0606, 0.1219, -4.8222], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-19.2771, 0.1219, -4.6972], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-19.4936, 0.1219, -4.5722], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-19.7101, 0.1219, -4.4472], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-19.9266, 0.1219, -4.3222], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-20.1431, 0.1219, -4.1972], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-20.3596, 0.1219, -4.0722], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.3596, 0.1219, -4.0722], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-20.4846, 0.1219, -3.8557], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-20.6096, 0.1219, -3.6392], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.6096, 0.1219, -3.6392], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-20.6096, 0.1219, -3.3892], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-20.6096, 0.1219, -3.1392], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-20.6096, 0.1219, -3.1392], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-20.6096, 0.1219, -3.1392], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-20.8261, 0.1219, -3.0142], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-21.0426, 0.1219, -2.8892], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-21.2591, 0.1219, -2.7642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-21.4756, 0.1219, -2.6392], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-21.6922, 0.1219, -2.5142], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-21.9087, 0.1219, -2.3892], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-22.1252, 0.1219, -2.2642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-22.3417, 0.1219, -2.1392], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-22.3417, 0.1219, -2.1392], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-22.3417, 0.1219, -2.1392], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-22.3417, 0.1219, -2.1392], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-22.3417, 0.1219, -2.1392], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-22.3417, 0.1219, -2.1392], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-22.3417, 0.1219, -2.1392], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-22.3417, 0.1219, -2.1392], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-22.3417, 0.1219, -2.1392], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-22.3417, 0.1219, -2.3892], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-22.3417, 0.1219, -2.3892], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-22.2167, 0.1219, -2.6057], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-22.0917, 0.1219, -2.8222], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-21.9667, 0.1219, -3.0387], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-21.8417, 0.1219, -3.2552], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-21.7167, 0.1219, -3.4717], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-21.5917, 0.1219, -3.6882], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-21.4667, 0.1219, -3.4717], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-21.3417, 0.1219, -3.2552], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-21.2167, 0.1219, -3.0387], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-21.0917, 0.1219, -2.8222], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-20.9667, 0.1219, -2.6057], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-20.8417, 0.1219, -2.3892], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-20.7167, 0.1219, -2.1727], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-20.5917, 0.1219, -1.9562], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-20.5917, 0.1219, -1.9562], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-20.5917, 0.1219, -1.9562], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-20.7167, 0.1219, -1.7396], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-20.8417, 0.1219, -1.5231], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -1.7731], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -2.0231], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -2.2731], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -2.5231], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -2.7731], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -3.0231], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -3.2731], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -3.5231], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -3.7731], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -4.0231], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -4.2731], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -4.5231], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -4.7731], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -5.0231], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-20.8417, 0.1219, -5.2731], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.8417, 0.1219, -5.2731], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.8417, 0.1219, -5.2731], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.8417, 0.1219, -5.2731], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-21.0917, 0.1219, -5.2731], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-21.0917, 0.1219, -5.2731], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-21.0917, 0.1219, -5.2731], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-21.0917, 0.1219, -5.2731], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-21.0917, 0.1219, -5.2731], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-20.9667, 0.1219, -5.0566], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-20.8417, 0.1219, -4.8401], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
