START | Pos: [-15.0493, 0.19683, -8.40716] | Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-15.0493, 0.1968, -8.4072], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-15.1988, 0.1968, -9.8982], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-15.4153, 0.1968, -9.7732], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-15.4153, 0.1968, -9.7732], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-15.4153, 0.1968, -9.7732], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-15.4153, 0.1968, -9.7732], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-15.4153, 0.1968, -9.7732], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-15.4153, 0.1968, -9.7732], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-15.4153, 0.1968, -9.7732], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-15.4153, 0.1968, -9.7732], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-15.1653, 0.1968, -9.7732], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-15.1653, 0.1968, -9.7732], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-14.9488, 0.1968, -9.8982], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.8238, 0.1968, -10.1147], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.8238, 0.1968, -10.1147], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.8238, 0.1968, -10.1147], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.8238, 0.1968, -10.1147], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.8238, 0.1968, -10.1147], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.8238, 0.1968, -10.1147], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.8238, 0.1968, -10.1147], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.8238, 0.1968, -10.1147], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-15.0403, 0.1968, -9.9897], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-15.0403, 0.1968, -9.9897], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-15.0403, 0.1968, -9.9897], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-15.0403, 0.1968, -9.9897], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.0403, 0.1968, -9.9897], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-15.0403, 0.1968, -9.9897], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-15.0403, 0.1968, -9.9897], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-15.0403, 0.1968, -9.9897], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-14.7903, 0.1968, -9.9897], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-14.7903, 0.1968, -9.9897], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.5738, 0.1968, -10.1147], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.3573, 0.1968, -10.2397], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.1408, 0.1968, -10.3647], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.1408, 0.1968, -10.3647], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.1408, 0.1968, -10.3647], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.1408, 0.1968, -10.3647], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.1408, 0.1968, -10.3647], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.1408, 0.1968, -10.3647], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.1408, 0.1968, -10.3647], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.1408, 0.1968, -10.3647], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-14.3908, 0.1968, -10.3647], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.3908, 0.1968, -10.3647], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.3908, 0.1968, -10.3647], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.3908, 0.1968, -10.3647], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.3908, 0.1968, -10.3647], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.3908, 0.1968, -10.3647], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.3908, 0.1968, -10.3647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-14.1408, 0.1968, -10.3647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-13.8908, 0.1968, -10.3647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.8908, 0.1968, -10.3647], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.6743, 0.1968, -10.4897], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-13.6743, 0.1968, -10.4897], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-13.4243, 0.1968, -10.4897], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-13.1743, 0.1968, -10.4897], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.9243, 0.1968, -10.4897], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.6743, 0.1968, -10.4897], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.4243, 0.1968, -10.4897], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.4243, 0.1968, -10.4897], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.2078, 0.1968, -10.6147], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-12.2078, 0.1968, -10.6147], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.9578, 0.1968, -10.6147], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.9578, 0.1968, -10.6147], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.7413, 0.1968, -10.7397], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.7413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.4913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.2413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.9913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.7413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.4913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.2413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.9913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.7413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.4913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.2413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.9913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.7413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.4913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.2413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.9913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.7413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.4913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.2413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.9913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.7413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.4913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-6.4913, 0.1968, -10.7397], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-6.4913, 0.1968, -10.7397], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-6.4913, 0.1968, -10.7397], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-6.4913, 0.1968, -10.7397], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-6.4913, 0.1968, -10.7397], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-6.4913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.7413, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.9913, 0.1968, -10.7397], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-6.9913, 0.1968, -10.7397], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-7.2078, 0.1968, -10.6147], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-7.2078, 0.1968, -10.6147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.4578, 0.1968, -10.6147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.7078, 0.1968, -10.6147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.9578, 0.1968, -10.6147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.2078, 0.1968, -10.6147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.4578, 0.1968, -10.6147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-8.4578, 0.1968, -10.6147], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-8.4578, 0.1968, -10.6147], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
