START | Pos: [2.078, 0.029, -26.96813] | Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [2.0780, 0.0296, -26.9681], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-2.2924, 0.0296, -20.1131], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.5384, 0.0296, -20.1569], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.5384, 0.0296, -20.1569], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.7549, 0.0296, -20.2819], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.9714, 0.0296, -20.4069], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.9714, 0.0296, -20.4069], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.2214, 0.0296, -20.4069], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.4714, 0.0296, -20.4069], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-3.4714, 0.0296, -20.4069], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-3.4714, 0.0296, -20.4069], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-3.4714, 0.0296, -20.4069], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.4714, 0.0296, -20.6569], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.4714, 0.0296, -20.9069], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-3.4714, 0.0296, -20.9069], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-3.5965, 0.0296, -21.1234], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-3.7215, 0.0296, -21.3399], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-3.7215, 0.0296, -21.3399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7215, 0.0296, -21.5899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7215, 0.0296, -21.8399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7215, 0.0296, -22.0899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7215, 0.0296, -22.3399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7215, 0.0296, -22.5899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7215, 0.0296, -22.8399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7216, 0.0296, -23.0899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7216, 0.0296, -23.3399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7216, 0.0296, -23.5899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7216, 0.0296, -23.8399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7216, 0.0296, -24.0899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7216, 0.0296, -24.3399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7216, 0.0296, -24.5899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7216, 0.0296, -24.8399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7217, 0.0296, -25.0899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7217, 0.0296, -25.3399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7217, 0.0296, -25.5899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7217, 0.0296, -25.8399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7217, 0.0296, -26.0899], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.7217, 0.0296, -26.3399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-3.7217, 0.0296, -26.3399], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-3.5967, 0.0296, -26.5564], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-3.5967, 0.0296, -26.5564], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.5967, 0.0296, -26.8064], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.5968, 0.0296, -27.0564], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.5968, 0.0296, -27.3064], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.5968, 0.0296, -27.5564], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.5968, 0.0296, -27.8064], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.5968, 0.0296, -28.0564], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-3.5968, 0.0296, -28.0564], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-3.5968, 0.0296, -28.0564], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-3.5968, 0.0296, -28.0564], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-3.5968, 0.0296, -28.0564], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-3.5968, 0.0296, -28.0564], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-3.5968, 0.0296, -28.0564], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-3.5968, 0.0296, -28.0564], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-3.7218, 0.0296, -27.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7218, 0.0296, -27.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7218, 0.0296, -27.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7218, 0.0296, -27.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7217, 0.0296, -26.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7217, 0.0296, -26.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7217, 0.0296, -26.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7217, 0.0296, -26.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7217, 0.0296, -25.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7217, 0.0296, -25.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7217, 0.0296, -25.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7217, 0.0296, -25.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7216, 0.0296, -24.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7216, 0.0296, -24.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7216, 0.0296, -24.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7216, 0.0296, -24.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7216, 0.0296, -23.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7216, 0.0296, -23.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7216, 0.0296, -23.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7216, 0.0296, -23.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7215, 0.0296, -22.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7215, 0.0296, -22.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7215, 0.0296, -22.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7215, 0.0296, -22.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7215, 0.0296, -21.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7215, 0.0296, -21.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7215, 0.0296, -21.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7215, 0.0296, -21.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7214, 0.0296, -20.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7214, 0.0296, -20.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7214, 0.0296, -20.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7214, 0.0296, -20.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7214, 0.0296, -19.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7214, 0.0296, -19.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7214, 0.0296, -19.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7214, 0.0296, -19.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7213, 0.0296, -18.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7213, 0.0296, -18.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7213, 0.0296, -18.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7213, 0.0296, -18.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7213, 0.0296, -17.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7213, 0.0296, -17.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7213, 0.0296, -17.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7213, 0.0296, -17.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7212, 0.0296, -16.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7212, 0.0296, -16.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7212, 0.0296, -16.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7212, 0.0296, -16.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7212, 0.0296, -15.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7212, 0.0296, -15.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7212, 0.0296, -15.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7212, 0.0296, -15.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7211, 0.0296, -14.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7211, 0.0296, -14.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7211, 0.0296, -14.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7211, 0.0296, -14.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7211, 0.0296, -13.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7211, 0.0296, -13.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7211, 0.0296, -13.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7211, 0.0296, -13.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7210, 0.0296, -12.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7210, 0.0296, -12.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7210, 0.0296, -12.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7210, 0.0296, -12.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7210, 0.0296, -11.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7210, 0.0296, -11.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7210, 0.0296, -11.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7210, 0.0296, -11.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7209, 0.0296, -10.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7209, 0.0296, -10.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7209, 0.0296, -10.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7209, 0.0296, -10.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7209, 0.0296, -9.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7209, 0.0296, -9.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7209, 0.0296, -9.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7209, 0.0296, -9.0899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7209, 0.0296, -8.8399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7208, 0.0296, -8.5899], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-3.7208, 0.0296, -8.3399], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-3.7208, 0.0296, -8.3399], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-3.5958, 0.0296, -8.1234], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-3.4708, 0.0296, -7.9069], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-3.3458, 0.0296, -7.6904], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-3.2208, 0.0296, -7.4739], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-3.0958, 0.0296, -7.2574], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-2.9708, 0.0296, -7.0409], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-2.8458, 0.0296, -6.8244], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-2.7207, 0.0296, -6.6079], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-2.5957, 0.0296, -6.3914], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-2.4707, 0.0296, -6.1749], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-2.3457, 0.0296, -5.9584], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-2.2207, 0.0296, -5.7419], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.2207, 0.0296, -5.7419], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.0042, 0.0296, -5.6169], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.7877, 0.0749, -5.4919], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.5712, 0.0768, -5.3669], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.3546, 0.0662, -5.2419], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.1381, 0.0532, -5.1169], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.9216, 0.0396, -4.9919], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.7051, 0.0296, -4.8669], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.4886, 0.0296, -4.7420], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.2721, 0.0296, -4.6170], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.0556, 0.0296, -4.4920], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.1609, 0.0296, -4.3670], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.3775, 0.0296, -4.2420], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.5940, 0.0296, -4.1170], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.8105, 0.0296, -3.9920], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.0270, 0.0296, -3.8670], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.2435, 0.0296, -3.7420], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.4600, 0.0296, -3.6170], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.6765, 0.0296, -3.4921], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.8930, 0.0296, -3.3671], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.1096, 0.0296, -3.2421], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.3261, 0.0296, -3.1171], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.5426, 0.0296, -2.9921], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.7591, 0.0296, -2.8671], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [2.7591, 0.0296, -2.8671], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [2.8841, 0.0296, -2.6506], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.0091, 0.0296, -2.4341], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.1341, 0.0296, -2.2176], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.2591, 0.0296, -2.0011], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.3841, 0.0296, -1.7846], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.5092, 0.0296, -1.5681], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.6342, 0.0296, -1.3516], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.7592, 0.0296, -1.1351], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.8842, 0.0296, -0.9186], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [4.0092, 0.0296, -0.7021], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [4.0092, 0.0296, -0.7021], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [4.0092, 0.0296, -0.7021], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
