START | Pos: [2.078, 0.029, -26.96813] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [2.0780, 0.0296, -26.9681], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.7455, 0.0296, -25.1932], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.9955, 0.0296, -25.1932], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2455, 0.0296, -25.1932], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.4955, 0.0296, -25.1932], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.7455, 0.0296, -25.1931], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.9955, 0.0296, -25.1931], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.2455, 0.0296, -25.1931], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.4955, 0.0296, -25.1931], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.7455, 0.0296, -25.1931], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.9955, 0.0296, -25.1931], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.2455, 0.0296, -25.1931], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
stop, Pos: [-8.2455, 0.0296, -25.1931], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
