START | Pos: [-13.67385, 0.09345, 13.89784] | Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.6739, 0.0935, 13.8978], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-15.4729, 0.0935, 13.5318], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-15.6894, 0.0935, 13.6568], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-15.5644, 0.0935, 13.8733], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-15.5644, 0.0935, 13.8733], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-15.5644, 0.0935, 13.8733], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-15.5644, 0.0935, 13.8733], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-15.5644, 0.0935, 13.8733], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-15.5644, 0.0935, 13.8733], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-15.5644, 0.0935, 13.8733], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-15.5644, 0.0935, 13.8733], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-15.7809, 0.0935, 13.7483], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-15.7809, 0.0935, 13.7483], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.7809, 0.0935, 13.7483], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-15.7809, 0.0935, 13.7483], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-15.7809, 0.0935, 13.7483], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-15.5644, 0.0935, 13.6233], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-15.3479, 0.0935, 13.4983], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-15.1314, 0.0935, 13.3733], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.9149, 0.0935, 13.2483], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-14.9149, 0.0935, 13.2483], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-14.7899, 0.0935, 13.0318], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.7899, 0.0935, 13.0318], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.5734, 0.0935, 12.9068], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.3569, 0.0935, 12.7818], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-14.3569, 0.0935, 12.7818], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-14.2319, 0.0935, 12.5653], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-14.1069, 0.0935, 12.3488], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.1069, 0.0935, 12.3488], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.8904, 0.0935, 12.2238], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.8904, 0.0935, 12.2238], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-13.7654, 0.0935, 12.0073], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-13.6404, 0.0935, 11.7908], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-13.5154, 0.0935, 11.5743], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-13.3904, 0.0935, 11.3578], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-13.2654, 0.0935, 11.1413], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-13.2654, 0.0935, 11.1413], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.0488, 0.0935, 11.0163], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.8323, 0.0935, 10.8913], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.8323, 0.0935, 10.8913], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-12.7073, 0.0935, 10.6748], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-12.5823, 0.0935, 10.4583], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-12.5823, 0.0935, 10.4583], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-12.3658, 0.0935, 10.3333], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-12.4908, 0.0935, 10.1168], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-12.6158, 0.0935, 9.9002], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.6158, 0.0935, 9.9002], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-12.8323, 0.0935, 9.7752], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.0488, 0.0935, 9.6502], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.2654, 0.0935, 9.5252], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.4819, 0.0935, 9.4002], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-13.4819, 0.0935, 9.4002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.4819, 0.0935, 9.4002], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.4819, 0.0935, 9.4002], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.4819, 0.0935, 9.4002], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-13.4819, 0.0935, 9.4002], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-13.4819, 0.0935, 9.4002], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.6984, 0.0935, 9.5252], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-13.9149, 0.0935, 9.6502], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-13.7899, 0.0935, 9.8668], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-13.7899, 0.0935, 9.8668], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-13.7899, 0.0935, 9.8668], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.7899, 0.0935, 9.8668], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.7899, 0.0935, 9.8668], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-13.6649, 0.0935, 9.6502], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-13.5399, 0.0935, 9.4337], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-13.5399, 0.0935, 9.4337], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.3234, 0.0935, 9.3087], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.1069, 0.0935, 9.1837], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-13.1069, 0.0935, 9.1837], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-13.1069, 0.0935, 9.1837], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-13.1069, 0.0935, 9.1837], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-12.9819, 0.0935, 9.4002], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.8569, 0.0935, 9.6168], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-12.8569, 0.0935, 9.8668], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-12.8569, 0.0935, 9.8668], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-12.8569, 0.0935, 9.8668], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-12.8569, 0.0935, 9.8668], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-13.1069, 0.0935, 9.8668], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-13.1069, 0.0935, 9.8668], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-13.3234, 0.0935, 9.7418], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-13.5399, 0.0935, 9.6168], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-13.5399, 0.0935, 9.6168], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-13.5399, 0.0935, 9.6168], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-13.5399, 0.0935, 9.6168], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-13.5399, 0.0935, 9.6168], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.3234, 0.0935, 9.4918], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-13.3234, 0.0935, 9.4918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-13.3234, 0.0935, 9.4918], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-13.3234, 0.0935, 9.4918], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-13.1984, 0.0935, 9.7083], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-13.1984, 0.0935, 9.7083], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-13.1984, 0.0935, 9.7083], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-13.1984, 0.0935, 9.7083], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.1984, 0.0935, 9.7083], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-13.1984, 0.0935, 9.7083], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.4149, 0.0935, 9.5833], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.6314, 0.0935, 9.4583], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.8479, 0.0935, 9.3333], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.8479, 0.0935, 9.3333], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.8479, 0.0935, 9.3333], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-13.8479, 0.0935, 9.3333], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.8479, 0.0935, 9.3333], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.6314, 0.0935, 9.2083], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.4149, 0.0935, 9.0833], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.1984, 0.0935, 8.9583], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.9819, 0.0935, 8.8333], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.7653, 0.0935, 8.7083], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.5488, 0.0935, 8.5833], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-12.5488, 0.0935, 8.5833], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.2988, 0.0935, 8.5833], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.0488, 0.0935, 8.5833], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.7988, 0.0935, 8.5833], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.5488, 0.0935, 8.5833], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.2988, 0.0935, 8.5833], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.2988, 0.0935, 8.5833], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.0823, 0.0935, 8.4583], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.0823, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.8323, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.5823, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.3323, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.0823, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.8323, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.5823, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.3323, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.0823, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.8323, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.5823, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.3323, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.0823, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.8323, 0.0935, 8.4583], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-7.8323, 0.0935, 8.4583], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-7.8323, 0.0935, 8.4583], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-7.8323, 0.0935, 8.4583], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-7.8323, 0.0935, 8.4583], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-7.9573, 0.0935, 8.6748], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-8.0823, 0.0935, 8.8913], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-8.2073, 0.0935, 9.1078], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-8.3323, 0.0935, 9.3243], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-8.3323, 0.0935, 9.3243], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-8.3323, 0.0935, 9.3243], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-8.3323, 0.0935, 9.3243], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-8.3323, 0.0935, 9.3243], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-8.3323, 0.0935, 9.3243], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-8.3323, 0.0935, 9.3243], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-8.3323, 0.0935, 9.3243], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-8.1158, 0.0935, 9.1993], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-8.1158, 0.0935, 9.1993], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.8658, 0.0935, 9.1993], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-7.8323, 0.0935, 9.0743], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.0488, 0.0935, 8.9493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.2653, 0.0935, 8.8243], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.4818, 0.0935, 8.6993], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.6984, 0.0935, 8.5743], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.9149, 0.0935, 8.4493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-9.1314, 0.0935, 8.3243], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-9.3479, 0.0935, 8.1993], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-9.5644, 0.0935, 8.0743], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
