START | Pos: [17.96851, 0.19441, -4.78807] | Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [17.3770, 0.1944, -1.2636], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [17.5020, 0.1944, -1.4801], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.5020, 0.1944, -1.4801], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [17.5020, 0.1944, -1.7301], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [17.5020, 0.1944, -1.9801], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [17.5020, 0.1944, -1.9801], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [17.6270, 0.1944, -2.1966], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [17.7520, 0.1944, -2.4131], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [17.8770, 0.1944, -2.6296], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.0020, 0.1944, -2.8461], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.1270, 0.1944, -3.0626], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.2520, 0.1944, -3.2791], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.3770, 0.1944, -3.4956], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [18.5020, 0.1944, -3.7121], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [18.5020, 0.1944, -3.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.2520, 0.1944, -3.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.0020, 0.1944, -3.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.7520, 0.1944, -3.9621], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [17.8770, 0.1944, -3.7456], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [18.0020, 0.1944, -3.5291], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [18.1270, 0.1944, -3.3126], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [18.2520, 0.1944, -3.0961], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [18.2520, 0.1944, -3.0961], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [18.2520, 0.1944, -3.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.2520, 0.1944, -3.0961], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.2520, 0.1944, -3.0961], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [18.3770, 0.1944, -3.3126], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [18.3770, 0.1944, -3.3126], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [18.3770, 0.1944, -3.3126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.6270, 0.1944, -3.3126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.6270, 0.1944, -3.3126], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.6270, 0.1944, -3.3126], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.6270, 0.1944, -3.3126], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [18.6270, 0.1944, -3.3126], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.6270, 0.1944, -3.3126], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.6270, 0.1944, -3.3126], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [18.6270, 0.1944, -3.3126], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [18.4105, 0.1944, -3.1876], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
