START | Pos: [0.567, -2.9155, 14.0793] | Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [0.5670, -2.9156, 14.0793], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.2076, -2.9156, 13.0058], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.3326, -2.9156, 12.7893], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.4576, -2.9156, 12.5728], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.5826, -2.9156, 12.3563], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.7076, -2.9156, 12.1398], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.8326, -2.9156, 11.9233], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-1.8326, -2.9156, 11.9233], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.8326, -2.9156, 11.9233], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.0826, -2.9156, 11.9233], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.3326, -2.9156, 11.9234], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.5826, -2.9156, 11.9234], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8326, -2.9156, 11.9234], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.0826, -2.9156, 11.9234], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3326, -2.9156, 11.9234], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.5826, -2.9156, 11.9234], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-3.5826, -2.9156, 11.9234], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.7991, -2.9156, 12.0484], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.0156, -2.9156, 12.1734], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.2321, -2.8640, 12.2984], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.4486, -2.8432, 12.4235], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.6651, -2.8224, 12.5485], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.8816, -2.8499, 12.6735], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-5.0981, -2.9156, 12.7985], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-5.0981, -2.9156, 12.7985], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-5.0981, -2.9156, 12.7985], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-5.0981, -2.9156, 12.7985], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-5.0981, -2.9156, 12.7985], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-5.0981, -2.9156, 12.7985], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-5.0981, -2.9156, 12.7985], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-5.0981, -2.9156, 12.7985], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.8481, -2.8759, 12.7985], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.5981, -2.7972, 12.7985], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.3481, -2.7807, 12.7985], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-4.3481, -2.7807, 12.7985], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-4.1316, -2.8015, 12.6734], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.9151, -2.9156, 12.5484], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.6986, -2.9156, 12.4234], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.4821, -2.9156, 12.2984], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.2656, -2.9156, 12.1734], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-3.2656, -2.9156, 12.1734], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.0156, -2.9156, 12.1734], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.7656, -2.9156, 12.1734], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.5156, -2.9156, 12.1734], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.2656, -2.9156, 12.1733], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.0156, -2.9156, 12.1733], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.7656, -2.9156, 12.1733], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.5156, -2.9156, 12.1733], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.2656, -2.9156, 12.1733], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.0156, -2.9156, 12.1733], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.7656, -2.9156, 12.1733], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.5156, -2.9156, 12.1733], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-0.5156, -2.9156, 12.1733], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-0.5156, -2.9156, 12.1733], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-0.5156, -2.9156, 12.1733], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-0.5156, -2.9156, 12.1733], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.6406, -2.9156, 11.9568], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.7656, -2.9156, 11.7403], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.8907, -2.9156, 11.5238], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.0157, -2.9156, 11.3073], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.1407, -2.9156, 11.0908], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.2657, -2.9156, 10.8743], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.3907, -2.9156, 10.6578], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.5157, -2.9156, 10.4413], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.6407, -2.9156, 10.2248], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-1.6407, -2.9156, 10.2248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.6407, -2.9156, 9.9748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.6407, -2.9156, 9.7248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-1.6407, -2.9156, 9.7248], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-1.6407, -2.9156, 9.7248], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-1.6407, -2.9156, 9.7248], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3907, -2.9156, 9.7247], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1407, -2.9156, 9.7247], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8907, -2.9156, 9.7247], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-0.8907, -2.9156, 9.7247], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-0.6742, -2.9156, 9.5997], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-0.4577, -2.9156, 9.4747], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-0.2412, -2.9156, 9.3497], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-0.0247, -2.9156, 9.2247], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [0.1918, -2.9156, 9.0997], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [0.1918, -2.9156, 9.0997], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.3167, -2.9156, 8.8832], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [0.4417, -2.9156, 8.6666], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [0.4417, -2.9156, 8.6666], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [0.4417, -2.9156, 8.6666], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [0.4417, -2.9156, 8.6666], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [0.4417, -2.9156, 8.6666], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [0.4417, -2.9156, 8.6666], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [0.2252, -2.9156, 8.7917], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [0.0087, -2.9156, 8.9167], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.2078, -2.9156, 9.0417], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.4243, -2.9156, 9.1667], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.6408, -2.9156, 9.2917], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.8573, -2.9156, 9.4167], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-0.8573, -2.9156, 9.4167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1073, -2.9156, 9.4167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3573, -2.9156, 9.4167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.6073, -2.9156, 9.4167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-1.6073, -2.9156, 9.4167], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.8238, -2.9156, 9.2918], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-2.0403, -2.9156, 9.1668], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-2.2568, -2.9156, 9.0418], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-2.4733, -2.9156, 8.9168], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.4733, -2.9156, 8.9168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.4733, -2.9156, 8.9168], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.4733, -2.9156, 8.9168], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.4733, -2.9156, 8.9168], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-2.4733, -2.9156, 8.9168], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.4733, -2.9156, 8.9168], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.2568, -2.9156, 9.0418], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.0403, -2.9156, 9.1668], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.8238, -2.9156, 9.2918], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.6073, -2.9156, 9.4167], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.3908, -2.9156, 9.5417], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.1742, -2.9156, 9.6667], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.9577, -2.9156, 9.7917], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.7412, -2.9156, 9.9167], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-0.7412, -2.9156, 9.9167], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-0.7412, -2.9156, 9.9167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7412, -2.9156, 10.1667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7412, -2.9156, 10.4167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7412, -2.9156, 10.6667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7412, -2.9156, 10.9167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7412, -2.9156, 11.1667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7411, -2.9156, 11.4167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7411, -2.9156, 11.6667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7411, -2.9156, 11.9167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7411, -2.9156, 12.1667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7411, -2.9156, 12.4167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7411, -2.9156, 12.6667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7411, -2.9156, 12.9167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7411, -2.9156, 13.1667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7410, -2.9156, 13.4167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7410, -2.9156, 13.6667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7410, -2.9156, 13.9167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.7410, -2.9156, 14.1390], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
stop, Pos: [-0.7410, -2.9156, 14.1390], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
