START | Pos: [16.23714, 0.10155, -4.64377] | Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [16.4871, 0.1016, -4.6438], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [27.3686, 0.1016, -6.0193], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [27.6186, 0.1016, -6.0193], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [27.8686, 0.1016, -6.0193], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [28.1186, 0.1016, -6.0194], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [28.3686, 0.1016, -6.0194], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [28.6186, 0.1016, -6.0194], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [28.8686, 0.1016, -6.0194], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [29.1186, 0.1016, -6.0194], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [29.3686, 0.1016, -6.0194], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [29.6186, 0.1016, -6.0194], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [29.8686, 0.1016, -6.0194], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [30.1186, 0.1016, -6.0195], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [30.3686, 0.1016, -6.0195], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [30.6186, 0.1016, -6.0195], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [30.8686, 0.1016, -6.0195], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [30.8686, 0.1016, -6.0195], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [31.0851, 0.1016, -5.8945], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [31.0851, 0.1016, -5.8945], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.2102, 0.1016, -5.6780], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.3352, 0.1016, -5.4615], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.4602, 0.1016, -5.2450], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.5852, 0.1016, -5.0285], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.7102, 0.1016, -4.8120], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.8352, 0.1016, -4.5955], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.9602, 0.1016, -4.3790], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.0852, 0.1016, -4.1625], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.2102, 0.1016, -3.9460], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.3353, 0.1016, -3.7295], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.4603, 0.1016, -3.5130], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.5853, 0.1016, -3.2965], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.7103, 0.1016, -3.0800], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.8353, 0.1016, -2.8635], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.9603, 0.1016, -2.6470], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.0853, 0.1016, -2.4305], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.2103, 0.1016, -2.2140], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.3354, 0.1016, -1.9975], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.4604, 0.1016, -1.7810], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.5854, 0.1016, -1.5645], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.7104, 0.1016, -1.3480], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.8354, 0.1016, -1.1315], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.9604, 0.1016, -0.9150], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.0854, 0.1016, -0.6985], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.2104, 0.1016, -0.4820], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.3354, 0.1016, -0.2655], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.4605, 0.1016, -0.0490], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.5855, 0.1016, 0.1675], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.7105, 0.1016, 0.3840], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.8355, 0.1016, 0.6005], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.9605, 0.1016, 0.8170], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.0855, 0.1016, 1.0335], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.2105, 0.1016, 1.2500], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.3355, 0.1016, 1.4665], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.4605, 0.1016, 1.6830], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.5856, 0.1016, 1.8995], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.7106, 0.1016, 2.1160], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.8356, 0.1016, 2.3325], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.9606, 0.1016, 2.5490], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [35.9606, 0.1016, 2.5490], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [35.9606, 0.1016, 2.7990], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [35.9606, 0.1016, 2.7990], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.0856, 0.1016, 3.0155], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.2106, 0.1016, 3.2320], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.3356, 0.1016, 3.4485], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.4606, 0.1016, 3.6650], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.5857, 0.1016, 3.8815], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.7107, 0.1016, 4.0980], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.8357, 0.1016, 4.3145], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.9607, 0.1016, 4.5310], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.0857, 0.1016, 4.7475], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.2107, 0.1016, 4.9640], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.3357, 0.1016, 5.1805], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.4607, 0.1016, 5.3970], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.5858, 0.1016, 5.6135], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [37.5858, 0.1016, 5.6135], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.5858, 0.1016, 5.8635], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.5858, 0.1016, 6.1135], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.5858, 0.1016, 6.3635], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.5858, 0.1016, 6.6135], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.5858, 0.1016, 6.8635], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.5858, 0.1016, 7.1135], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.5858, 0.1016, 7.3635], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [37.5858, 0.1016, 7.3635], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.7108, 0.1016, 7.5800], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.8359, 0.1016, 7.7965], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [37.8359, 0.1016, 7.7965], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.8359, 0.1016, 8.0465], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.8359, 0.1016, 8.2965], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [37.8359, 0.1016, 8.5465], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [37.8359, 0.1016, 8.5465], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.9609, 0.1016, 8.7630], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [38.0859, 0.1016, 8.9795], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [38.0859, 0.1016, 8.9795], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0859, 0.1016, 9.2295], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0859, 0.1016, 9.4795], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0859, 0.1016, 9.7295], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0860, 0.1016, 9.9795], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0860, 0.1016, 10.2295], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0860, 0.1016, 10.4795], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0860, 0.1016, 10.7295], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0860, 0.1016, 10.9795], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0860, 0.1016, 11.2295], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0860, 0.1016, 11.4795], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0860, 0.1016, 11.7295], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0860, 0.1016, 11.9795], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0861, 0.1016, 12.2295], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0861, 0.1016, 12.4795], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0861, 0.1016, 12.7295], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0861, 0.1016, 12.9795], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.0861, 0.1016, 13.2295], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [38.0861, 0.1016, 13.2295], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [38.0861, 0.1016, 13.2295], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [38.3026, 0.1016, 13.3545], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [38.5191, 0.1016, 13.4795], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [38.7356, 0.1016, 13.6045], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [38.9521, 0.1016, 13.7295], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [39.1687, 0.1016, 13.8544], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [39.1687, 0.1016, 13.8544], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [39.4187, 0.1016, 13.8544], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [39.6687, 0.1016, 13.8544], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [39.9187, 0.1016, 13.8544], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [40.1687, 0.1016, 13.8544], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [40.4187, 0.1016, 13.8544], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [40.6687, 0.1016, 13.8544], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [40.9187, 0.1016, 13.8544], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [41.1687, 0.1016, 13.8543], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [41.4187, 0.1016, 13.8543], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [41.6687, 0.1016, 13.8543], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [41.9187, 0.1016, 13.8543], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [42.1687, 0.1016, 13.8543], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [42.4187, 0.1016, 13.8543], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [42.6687, 0.1016, 13.8543], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [42.9187, 0.1016, 13.8543], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [43.1687, 0.1016, 13.8542], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [43.4187, 0.1016, 13.8542], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [43.6687, 0.1016, 13.8542], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [43.9187, 0.1016, 13.8542], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [44.1687, 0.1016, 13.8542], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [44.4187, 0.1016, 13.8542], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [44.6687, 0.1016, 13.8542], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [44.9187, 0.1016, 13.8542], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [45.1687, 0.1016, 13.8541], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [45.4187, 0.1016, 13.8541], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [45.6687, 0.1016, 13.8541], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [45.9187, 0.1016, 13.8541], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [46.1687, 0.1016, 13.8541], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [46.4187, 0.1016, 13.8541], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [46.6687, 0.1016, 13.8541], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [46.9187, 0.1016, 13.8541], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [47.1687, 0.1016, 13.8541], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [47.4187, 0.1016, 13.8540], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [47.6687, 0.1016, 13.8540], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [47.9187, 0.1016, 13.8540], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [48.1687, 0.1016, 13.8540], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [48.4187, 0.1016, 13.8540], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [48.6687, 0.1016, 13.8540], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [48.9187, 0.1016, 13.8540], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [49.1687, 0.1016, 13.8540], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [49.4187, 0.1016, 13.8539], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [49.6687, 0.1016, 13.8539], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [49.9187, 0.1016, 13.8539], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [50.1687, 0.1016, 13.8539], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [50.4187, 0.1016, 13.8539], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [50.6687, 0.1016, 13.8539], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [50.9187, 0.1016, 13.8539], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [51.1687, 0.1016, 13.8539], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [51.4187, 0.1016, 13.8538], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [51.6687, 0.1016, 13.8538], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [51.9187, 0.1016, 13.8538], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [52.1687, 0.1016, 13.8538], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [52.1687, 0.1016, 13.8538], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [52.3852, 0.1016, 13.7288], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [52.3852, 0.1016, 13.7288], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [52.5101, 0.1016, 13.5123], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [52.6351, 0.1016, 13.2958], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [52.7601, 0.1016, 13.0793], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [52.8851, 0.1016, 12.8627], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [53.0101, 0.1016, 12.6462], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [53.1351, 0.1016, 12.4297], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [53.2601, 0.1016, 12.2132], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [53.3851, 0.1016, 11.9967], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [53.5101, 0.1016, 11.7802], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [53.6350, 0.1016, 11.5637], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [53.7600, 0.1016, 11.3472], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [53.8850, 0.1016, 11.1306], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [54.0100, 0.1016, 10.9141], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [54.1350, 0.1016, 10.6976], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [54.2600, 0.1016, 10.4811], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [54.3850, 0.1016, 10.2646], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [54.5100, 0.1016, 10.0481], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [54.5100, 0.1016, 10.0481], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [54.7265, 0.1016, 9.9231], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [54.9430, 0.1016, 9.7981], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [55.1595, 0.1016, 9.6730], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [55.3760, 0.1016, 9.5480], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [55.5925, 0.1016, 9.4230], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [55.8090, 0.1016, 9.2980], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [56.0255, 0.1016, 9.1730], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [56.0255, 0.1016, 9.1730], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [56.0255, 0.1016, 9.1730], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [56.0255, 0.1016, 9.1730], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [56.0255, 0.1016, 9.1730], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [56.0255, 0.1016, 9.1730], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [56.0255, 0.1016, 9.1730], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [56.0255, 0.1016, 9.1730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [55.7755, 0.1016, 9.1730], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [55.7755, 0.1016, 9.1730], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [55.7755, 0.1016, 9.1730], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [55.6504, 0.1016, 8.9565], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [55.5250, 0.1016, 8.7418], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
