START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [13.4340, 0.1271, 1.8864], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [9.9098, 0.1271, 7.2412], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [9.9098, 0.1271, 7.2412], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.6598, 0.1271, 7.2412], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.4098, 0.1271, 7.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.1598, 0.1271, 7.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.9098, 0.1271, 7.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.6598, 0.1271, 7.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.4098, 0.1271, 7.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.1598, 0.1271, 7.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.9098, 0.1271, 7.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.6598, 0.1271, 7.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.4098, 0.1271, 7.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.1598, 0.1271, 7.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.9098, 0.1271, 7.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.6598, 0.1271, 7.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.4098, 0.1271, 7.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.1598, 0.1271, 7.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.9098, 0.1271, 7.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.6598, 0.1271, 7.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.4098, 0.1271, 7.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.1598, 0.1271, 7.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [5.1598, 0.1271, 7.2415], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [4.9433, 0.1271, 7.1165], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [4.9433, 0.1271, 7.1165], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.6933, 0.1271, 7.1165], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.4433, 0.1271, 7.1165], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.1933, 0.1271, 7.1165], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.9433, 0.1271, 7.1165], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.6933, 0.1271, 7.1165], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.4433, 0.1271, 7.1166], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.1933, 0.1271, 7.1166], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.9433, 0.1271, 7.1166], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.6933, 0.1271, 7.1166], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [2.6933, 0.1271, 7.1166], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.4767, 0.1271, 6.9916], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.2602, 0.1271, 6.8666], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.0437, 0.1271, 6.7416], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.8272, 0.1271, 6.6166], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.6107, 0.1271, 6.4916], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.3942, 0.1271, 6.3667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.1777, 0.1271, 6.2417], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [1.1777, 0.1271, 6.2417], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [1.0527, 0.1271, 6.0252], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.9276, 0.1271, 5.8087], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.8026, 0.1271, 5.5922], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.6776, 0.1271, 5.3757], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.5526, 0.1271, 5.1592], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.4276, 0.1271, 4.9427], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.3026, 0.1271, 4.7262], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [0.3026, 0.1271, 4.7262], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.0861, 0.1271, 4.6012], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.1304, 0.1271, 4.4762], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.3469, 0.1271, 4.3512], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.5635, 0.1271, 4.2406], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.7990, 0.1271, 4.1917], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.0155, 0.1271, 4.0667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.2320, 0.1271, 3.9417], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.4485, 0.1271, 3.8167], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.6650, 0.1271, 3.6917], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.8815, 0.1271, 3.5667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-1.8815, 0.1271, 3.5667], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-1.8815, 0.1271, 3.5667], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.8816, 0.1271, 3.3167], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.8816, 0.1271, 3.0667], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.8816, 0.1271, 2.8167], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.8816, 0.1271, 2.5667], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.8816, 0.1271, 2.3167], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.8816, 0.1271, 2.0667], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.8816, 0.1271, 1.8167], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-1.8816, 0.1271, 1.8167], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-1.8816, 0.1271, 1.8167], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.6651, 0.1271, 1.6917], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.4486, 0.1271, 1.5667], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.2321, 0.1271, 1.4417], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.0156, 0.1271, 1.3167], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-0.7991, 0.1271, 1.1917], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-0.5826, 0.1271, 1.0667], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-0.3661, 0.1271, 0.9417], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-0.1496, 0.1271, 0.8167], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [0.0669, 0.1271, 0.6916], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [0.2834, 0.1271, 0.5666], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [0.2834, 0.1271, 0.5666], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [0.2834, 0.1271, 0.5666], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [0.2834, 0.1271, 0.5666], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [0.2834, 0.1271, 0.5666], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [0.2834, 0.1271, 0.5666], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [0.2834, 0.1271, 0.5666], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [0.2834, 0.1271, 0.5666], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [0.1584, 0.1271, 0.7832], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [0.1584, 0.1271, 0.7832], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.0581, 0.1271, 0.9082], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.2746, 0.1271, 1.0332], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.4911, 0.1271, 1.1582], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.7076, 0.1271, 1.2832], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-0.9241, 0.1271, 1.4082], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.1406, 0.1271, 1.5332], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.3571, 0.1271, 1.6582], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.5736, 0.1271, 1.7832], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.7901, 0.1271, 1.9082], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.0066, 0.1271, 2.0333], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.2231, 0.1271, 2.1583], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
stop, Pos: [-2.2231, 0.1271, 2.1583], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
