START | Pos: [-14.8719, 0.169, 5.2188] | Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-14.8719, 0.1690, 5.2188], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-15.2134, 0.1690, 7.1885], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-15.3384, 0.1690, 7.4050], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-15.4633, 0.1690, 7.6215], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-15.5883, 0.1690, 7.8380], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-15.5883, 0.1690, 7.8380], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-15.5883, 0.1690, 8.0880], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-15.5883, 0.1690, 8.3380], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-15.5883, 0.1690, 8.3380], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-15.7133, 0.1690, 8.5545], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-15.8383, 0.1690, 8.7710], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-15.9633, 0.1690, 8.9876], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.0883, 0.1690, 9.2041], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.2133, 0.1690, 9.4206], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-16.2133, 0.1690, 9.4206], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-16.2133, 0.1690, 9.4206], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-16.2133, 0.1690, 9.4206], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-16.2133, 0.1690, 9.4206], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-16.2133, 0.1690, 9.4206], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-16.2133, 0.1690, 9.4206], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-16.0883, 0.1690, 9.2041], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-15.9633, 0.1690, 8.9876], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-15.9633, 0.1690, 8.9876], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-15.9633, 0.1690, 8.7376], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-15.9633, 0.1690, 8.4876], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-15.9633, 0.1690, 8.4876], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-15.8383, 0.1690, 8.2710], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-15.8383, 0.1690, 8.2710], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-15.8383, 0.1690, 8.0210], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-15.8383, 0.1690, 8.0210], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-15.7133, 0.1690, 7.8045], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-15.5883, 0.1690, 7.5880], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-15.4634, 0.1690, 7.3715], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-15.3384, 0.1690, 7.1550], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-15.3384, 0.1690, 7.1550], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-15.1219, 0.1690, 7.0300], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.9054, 0.1690, 6.9050], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.6889, 0.1690, 6.7800], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.4724, 0.1690, 6.6550], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.2559, 0.1690, 6.5299], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.0394, 0.1690, 6.4049], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.8229, 0.1690, 6.2799], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-13.8229, 0.1690, 6.2799], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-13.5729, 0.1690, 6.2799], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.5729, 0.1690, 6.2799], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.3564, 0.1690, 6.1549], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.3564, 0.1690, 6.1549], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-13.3564, 0.1690, 6.1549], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-13.3564, 0.1690, 6.1549], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-13.3564, 0.1690, 6.1549], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-13.5729, 0.1690, 6.0299], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-13.7894, 0.1690, 5.9049], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-14.0059, 0.1690, 5.7799], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-14.2224, 0.1690, 5.6549], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-14.4389, 0.1690, 5.5300], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-14.6554, 0.1690, 5.4050], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-14.8720, 0.1690, 5.2800], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-14.8720, 0.1690, 5.2800], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-15.1220, 0.1690, 5.2800], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-15.3720, 0.1690, 5.2800], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-15.6220, 0.1690, 5.2800], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-15.8720, 0.1690, 5.2800], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-16.1220, 0.1690, 5.2800], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-16.3720, 0.1690, 5.2800], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-16.6220, 0.1690, 5.2801], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-16.8720, 0.1690, 5.2801], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-17.1220, 0.1690, 5.2801], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-17.3720, 0.1690, 5.2801], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-17.6220, 0.1690, 5.2801], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-17.8720, 0.1690, 5.2801], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-17.8720, 0.1690, 5.2801], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-17.8720, 0.1690, 5.2801], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.9969, 0.1690, 5.4966], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-18.1219, 0.1690, 5.7131], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-17.9054, 0.1690, 5.5881], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-17.6889, 0.1690, 5.4631], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-17.6889, 0.1690, 5.4631], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-17.4389, 0.1690, 5.4631], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-17.1889, 0.1690, 5.4631], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-17.1889, 0.1690, 5.4631], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-16.9724, 0.1690, 5.3381], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-16.9724, 0.1690, 5.3381], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.7224, 0.1690, 5.3381], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.4724, 0.1690, 5.3381], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.2224, 0.1690, 5.3381], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.9724, 0.1690, 5.3380], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.7224, 0.1690, 5.3380], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.4724, 0.1690, 5.3380], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.2224, 0.1690, 5.3380], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-15.2224, 0.1690, 5.3380], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-15.0059, 0.1690, 5.4630], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-14.7894, 0.1690, 5.5880], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-14.5729, 0.1690, 5.7130], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-14.3564, 0.1690, 5.8380], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-14.1399, 0.1690, 5.9629], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-13.9234, 0.1690, 6.0879], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-13.7068, 0.1690, 6.2129], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-13.7068, 0.1690, 6.2129], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-13.4568, 0.1690, 6.2129], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-13.2068, 0.1690, 6.2129], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.9568, 0.1690, 6.2129], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.7068, 0.1877, 6.2129], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.4568, 0.1690, 6.2129], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.2068, 0.1690, 6.2129], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.9568, 0.1690, 6.2128], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.7068, 0.1690, 6.2128], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.4568, 0.1690, 6.2128], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.2068, 0.1690, 6.2128], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.9568, 0.1690, 6.2128], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.7068, 0.1690, 6.2128], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.4568, 0.1690, 6.2128], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.2068, 0.1690, 6.2128], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.9568, 0.1690, 6.2127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.7068, 0.1690, 6.2127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.4568, 0.1690, 6.2127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.2068, 0.1690, 6.2127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.9568, 0.1690, 6.2127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.7068, 0.1690, 6.2127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.4568, 0.1690, 6.2127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.2068, 0.1690, 6.2127], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.9568, 0.1690, 6.2126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.7068, 0.1690, 6.2126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.4568, 0.1690, 6.2126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.2068, 0.1690, 6.2126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.9568, 0.1690, 6.2126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.7068, 0.1690, 6.2126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.4568, 0.1690, 6.2126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2068, 0.1690, 6.2126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.9568, 0.1690, 6.2125], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.7068, 0.1690, 6.2125], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.4634, 0.1690, 6.2289], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.2115, 0.1690, 6.2364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.9615, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.7115, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.4615, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.2115, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.9615, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.7115, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.4615, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.2115, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.9615, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
stop, Pos: [-2.9615, 0.1690, 6.2363], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
