START | Pos: [7.159, 0.1632, 0.8948] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.1590, 0.1633, 0.8948], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.1501, 0.1633, 1.8614], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [6.1501, 0.1633, 1.8614], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.2751, 0.1633, 2.0779], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [6.2751, 0.1633, 2.0779], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [6.2751, 0.1633, 2.3279], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [6.2751, 0.1633, 2.3279], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.4001, 0.1844, 2.5444], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.5251, 0.1633, 2.7609], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.6501, 0.1633, 2.9774], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [6.7751, 0.1633, 3.1939], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.7751, 0.1633, 2.9439], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.7751, 0.1633, 2.6939], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.7751, 0.1633, 2.4439], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [6.7751, 0.1633, 2.4439], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [6.7751, 0.1633, 2.4439], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.5586, 0.1633, 2.3189], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.3421, 0.1633, 2.1939], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [6.3421, 0.1633, 2.1939], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [6.3421, 0.1633, 2.1939], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [6.3421, 0.1633, 2.1939], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.4671, 0.1633, 1.9774], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [6.4671, 0.1633, 1.9774], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.4671, 0.1633, 1.7274], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [6.4671, 0.1633, 1.7274], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.5920, 0.1633, 1.5109], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.7170, 0.1633, 1.2943], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [6.7170, 0.1633, 1.2943], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [6.7170, 0.1633, 1.2943], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.9527, 0.1633, 1.2514], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.2027, 0.1633, 1.2513], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.2027, 0.1633, 1.2513], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.4192, 0.1633, 1.1263], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.6357, 0.1633, 1.0013], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.6357, 0.1633, 1.0013], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [7.7607, 0.1633, 0.7848], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.7607, 0.1633, 0.7848], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.7607, 0.1633, 0.7848], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.7607, 0.1633, 0.7848], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.7607, 0.1633, 0.7848], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.7607, 0.1633, 0.7848], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.7607, 0.1633, 0.7848], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.6357, 0.1633, 1.0013], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.6357, 0.1633, 1.0013], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.6357, 0.1633, 1.0013], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.3857, 0.1633, 1.0013], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.1357, 0.1633, 1.0013], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.8857, 0.1633, 1.0014], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.6357, 0.1633, 1.0014], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.3857, 0.1633, 1.0014], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.1357, 0.1633, 1.0014], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.8857, 0.1633, 1.0014], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.6357, 0.1633, 1.0014], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.3857, 0.1633, 1.0014], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.1357, 0.1633, 1.0014], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [5.1357, 0.1633, 1.0014], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [5.1357, 0.1633, 1.0014], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [5.1357, 0.1633, 1.0014], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [5.1357, 0.1633, 1.0014], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [5.1357, 0.1633, 1.0014], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.3522, 0.1633, 1.1264], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.5687, 0.1633, 1.2514], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [5.7852, 0.1633, 1.3764], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [6.0018, 0.1633, 1.5014], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [6.0018, 0.1633, 1.5014], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.1268, 0.1633, 1.7179], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.2518, 0.1633, 1.9344], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.3768, 0.1633, 2.1509], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.5018, 0.1633, 2.3674], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.6268, 0.1633, 2.5839], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.7518, 0.1633, 2.8004], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [6.8768, 0.1633, 3.0169], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.0018, 0.1633, 3.2334], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.1269, 0.1633, 3.4499], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.2519, 0.1633, 3.6664], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.3769, 0.1633, 3.8829], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.5019, 0.1633, 4.0994], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.6269, 0.1633, 4.3159], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.7519, 0.1633, 4.5324], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.7519, 0.1633, 4.5324], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [7.9684, 0.1633, 4.6574], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.9684, 0.1633, 4.6574], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.0934, 0.1633, 4.8739], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [8.0934, 0.1633, 4.8739], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [8.0934, 0.1633, 4.8739], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [8.0934, 0.1633, 4.8739], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [8.0934, 0.1633, 4.8739], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [8.0934, 0.1633, 4.8739], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [8.0934, 0.1633, 4.8739], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [8.0934, 0.1633, 4.8739], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [8.0934, 0.1633, 4.6239], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [8.0934, 0.1633, 4.3739], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [8.0934, 0.1633, 4.1239], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [8.0934, 0.1633, 4.1239], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.9684, 0.1633, 3.9074], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.8434, 0.1633, 3.6909], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.7184, 0.1633, 3.4744], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.5934, 0.1633, 3.2579], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.4683, 0.1633, 3.0414], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.4683, 0.1633, 3.0414], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [7.2518, 0.1633, 2.9164], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [7.0353, 0.1633, 2.7914], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [6.8188, 0.1633, 2.6664], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [6.6023, 0.1633, 2.5414], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [6.6023, 0.1633, 2.5414], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [6.4773, 0.1800, 2.3249], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [6.3523, 0.1633, 2.1084], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [6.3523, 0.1633, 2.1084], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [6.3523, 0.1633, 1.8584], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [6.3523, 0.1633, 1.8584], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [6.2272, 0.1633, 1.6419], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [6.1022, 0.1633, 1.4254], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [5.9772, 0.1633, 1.2089], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [5.9772, 0.1633, 1.2089], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [5.9772, 0.1633, 0.9589], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [5.9772, 0.1633, 0.9589], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [5.9772, 0.1633, 0.9589], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [5.9772, 0.1633, 0.9589], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [5.9772, 0.1633, 0.9589], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [5.9772, 0.1633, 0.9589], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [6.1022, 0.1633, 1.1754], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [6.2272, 0.1633, 1.3919], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [6.3522, 0.1633, 1.6084], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [6.3522, 0.1633, 1.6084], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [6.3522, 0.1633, 1.6084], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [6.2273, 0.1633, 1.8249], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [6.2273, 0.1633, 1.8249], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [6.2273, 0.1633, 2.0749], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [6.2273, 0.1633, 2.0749], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [6.2273, 0.1633, 2.0749], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [6.2273, 0.1633, 2.0749], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [6.2273, 0.1633, 2.0749], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [6.2273, 0.1633, 2.0749], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [6.2273, 0.1633, 2.0749], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.2273, 0.1633, 1.8249], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.2272, 0.1633, 1.5749], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.2272, 0.1633, 1.3249], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.2272, 0.1633, 1.0749], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.2272, 0.1633, 0.8249], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [6.2272, 0.1633, 0.8249], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [6.1022, 0.1633, 0.6084], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [6.1022, 0.1633, 0.6084], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [6.1022, 0.1633, 0.6084], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [6.1022, 0.1633, 0.6084], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [6.1022, 0.1633, 0.6084], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [5.9772, 0.1633, 0.8250], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [5.8522, 0.1633, 1.0415], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [5.8522, 0.1633, 1.0415], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [5.8522, 0.1633, 1.0415], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [5.9772, 0.1633, 1.2580], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [6.1022, 0.1633, 1.4745], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [6.1022, 0.1633, 1.4745], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [6.1023, 0.1633, 1.7245], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [6.1023, 0.1633, 1.9745], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [6.1023, 0.1633, 1.9745], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [6.2273, 0.1633, 2.1910], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [6.3523, 0.1810, 2.4075], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [6.3523, 0.1810, 2.4075], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [6.3523, 0.1810, 2.4075], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [6.3523, 0.1810, 2.4075], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [6.3523, 0.1810, 2.4075], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [6.3523, 0.1810, 2.4075], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [6.3523, 0.1810, 2.4075], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [6.3523, 0.1810, 2.4075], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [6.3523, 0.1810, 2.4075], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.4773, 0.1633, 2.1910], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [6.4773, 0.1633, 2.1910], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.4773, 0.1633, 1.9410], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.4773, 0.1633, 1.6910], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [6.4772, 0.1633, 1.4410], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [6.4772, 0.1633, 1.4410], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [6.4772, 0.1633, 1.4410], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [6.6937, 0.1633, 1.3160], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [6.9102, 0.1633, 1.1909], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.1267, 0.1633, 1.0659], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.3432, 0.1633, 0.9409], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.3432, 0.1633, 0.9409], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.3432, 0.1633, 0.9409], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.3432, 0.1633, 0.9409], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.3432, 0.1633, 0.9409], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.3432, 0.1633, 0.9409], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.3432, 0.1633, 0.9409], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [7.1267, 0.1633, 1.0659], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.1267, 0.1633, 1.0659], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.8767, 0.1633, 1.0659], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.6267, 0.1633, 1.0660], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [6.6267, 0.1633, 1.0660], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [6.4102, 0.1633, 1.1910], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [6.4102, 0.1633, 1.1910], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [6.4102, 0.1633, 1.1910], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [6.4102, 0.1633, 1.1910], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [6.2852, 0.1633, 0.9745], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [6.1602, 0.1633, 0.7580], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [6.0352, 0.1633, 0.5415], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [5.9102, 0.1633, 0.3250], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [5.7440, 0.1633, 0.4500], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [5.5918, 0.1633, 0.6822], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [5.3753, 0.1633, 0.8072], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [5.1588, 0.1633, 0.9322], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [4.9423, 0.1633, 1.0573], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [4.7258, 0.1633, 1.1823], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [4.7258, 0.1633, 1.1823], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.4758, 0.1633, 1.1823], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.2258, 0.1633, 1.1823], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
