START | Pos: [-7.4862, 0.1396, 30.2147] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-7.4862, 0.1397, 30.2147], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.7337, 0.1397, 31.5900], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.9502, 0.1397, 31.4650], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.9502, 0.1397, 31.4650], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.0753, 0.1397, 31.2485], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.2003, 0.1397, 31.0320], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.3253, 0.1397, 30.8155], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.4503, 0.1397, 30.5990], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.5753, 0.1397, 30.3825], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.7003, 0.1397, 30.1660], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.8253, 0.1397, 29.9495], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.9503, 0.1397, 29.7330], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-15.0753, 0.1397, 29.5166], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-15.0753, 0.1397, 29.5166], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-15.0753, 0.1397, 29.2666], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-15.0754, 0.1397, 29.0166], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
stop, Pos: [-15.0754, 0.1397, 29.0166], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
