START | Pos: [-4.59648, 0.13958, -8.32624] | Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8889, 0.1396, -6.4668], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.8889, 0.1396, -6.4668], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.8889, 0.1396, -6.4668], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.8889, 0.1396, -6.4668], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-2.8889, 0.1396, -6.4668], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.7639, 0.1396, -6.6833], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.6389, 0.1396, -6.8998], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.5139, 0.1396, -7.1163], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.3889, 0.1396, -7.3328], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.2639, 0.1396, -7.5493], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.1389, 0.1396, -7.7658], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.2639, 0.1396, -7.5493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.3889, 0.1396, -7.3328], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.5139, 0.1396, -7.1163], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.6389, 0.1396, -6.8998], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.7639, 0.1396, -6.6833], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.8889, 0.1396, -6.4668], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.0139, 0.1396, -6.2503], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.1389, 0.1396, -6.0338], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.2639, 0.1396, -5.8173], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.3889, 0.1396, -5.6008], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.5139, 0.1396, -5.3842], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.6389, 0.1396, -5.1677], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.7639, 0.1396, -4.9512], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.8889, 0.1396, -4.7347], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-3.8889, 0.1396, -4.7347], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-3.8889, 0.1396, -4.7347], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.8889, 0.1396, -4.7347], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.8889, 0.1396, -4.7347], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-3.8889, 0.1396, -4.7347], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-3.8889, 0.1396, -4.9847], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-3.8889, 0.1396, -5.2347], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-3.8889, 0.1396, -5.4847], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-3.8889, 0.1396, -5.7347], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-3.8889, 0.1396, -5.9847], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
stop, Pos: [-3.8889, 0.1396, -5.9847], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
