START | Pos: [25.5614, 0.0724, -7.2987] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [17.4119, 0.0724, -6.9233], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [17.1619, 0.0724, -6.9233], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [16.9119, 0.0724, -6.9233], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [16.6619, 0.0724, -6.9233], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [16.4119, 0.0724, -6.9232], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [16.1619, 0.0724, -6.9232], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [15.9119, 0.0724, -6.9232], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [15.6619, 0.0724, -6.9232], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [15.4119, 0.0724, -6.9232], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [15.1619, 0.0724, -6.9232], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [14.9119, 0.0724, -6.9232], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [14.6619, 0.0724, -6.9232], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [14.4119, 0.0724, -6.9231], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [14.1619, 0.0724, -6.9231], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [13.9119, 0.0724, -6.9231], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [13.6619, 0.0724, -6.9231], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [13.4119, 0.0724, -6.9231], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [13.1619, 0.0724, -6.9231], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [12.9119, 0.0724, -6.9231], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [12.6619, 0.0724, -6.9231], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [12.4119, 0.0724, -6.9230], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [12.1619, 0.0724, -6.9230], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.9119, 0.0724, -6.9230], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.6619, 0.0724, -6.9230], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.4119, 0.0724, -6.9230], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.1619, 0.0724, -6.9230], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.9119, 0.0724, -6.9230], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.6619, 0.0724, -6.9230], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.4119, 0.0724, -6.9229], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.1619, 0.0724, -6.9229], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.9119, 0.0724, -6.9229], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.6619, 0.0724, -6.9229], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.4119, 0.0724, -6.9229], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.1619, 0.0724, -6.9229], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.9119, 0.0724, -6.9229], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.6619, 0.0724, -6.9229], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.4119, 0.0724, -6.9228], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.1619, 0.0724, -6.9228], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [8.1619, 0.0724, -6.9228], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [8.1619, 0.0724, -6.9228], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [8.1619, 0.0724, -6.9228], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [8.1619, 0.0724, -6.9228], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [8.1619, 0.0724, -6.9228], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [8.1619, 0.0724, -6.9228], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [8.1619, 0.0724, -6.9228], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [8.3784, 0.0724, -6.7978], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [8.5949, 0.0724, -6.6729], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [8.8114, 0.0724, -6.5479], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.0280, 0.0724, -6.4229], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.2445, 0.0724, -6.2979], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.4610, 0.0724, -6.1729], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.6763, 0.0724, -6.0609], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.8790, 0.0724, -6.0802], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [9.8790, 0.0724, -6.0802], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [9.8790, 0.0724, -6.0802], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [9.8790, 0.0724, -6.0802], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [9.8790, 0.0724, -6.0802], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [9.6527, 0.0724, -6.0587], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [9.6527, 0.0724, -6.0587], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [9.6527, 0.0724, -6.0587], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [9.4362, 0.0724, -6.1837], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [9.2196, 0.0724, -6.3087], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [9.0031, 0.0724, -6.4337], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [8.7866, 0.0724, -6.5586], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [8.5701, 0.0724, -6.6836], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [8.3536, 0.0724, -6.8086], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [8.3536, 0.0724, -6.8086], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [8.3536, 0.0724, -6.8086], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [8.3536, 0.0724, -6.8086], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [8.3536, 0.0724, -6.8086], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
stop, Pos: [8.3536, 0.0724, -6.8086], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
