START | Pos: [16.23714, 0.10155, -4.64377] | Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.4871, 0.1016, -4.6438], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.3686, 0.1016, -6.0193], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.6186, 0.1016, -6.0193], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.8686, 0.1016, -6.0193], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.1186, 0.1016, -6.0194], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.3686, 0.1016, -6.0194], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.6186, 0.1016, -6.0194], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.8686, 0.1016, -6.0194], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.1186, 0.1016, -6.0194], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3686, 0.1016, -6.0194], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.6186, 0.1016, -6.0194], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.8686, 0.1016, -6.0194], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [30.1186, 0.1016, -6.0195], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [30.1186, 0.1016, -6.0195], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [30.1186, 0.1016, -6.0195], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [30.2436, 0.1016, -5.8030], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [30.3687, 0.1016, -5.5865], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [30.4937, 0.1016, -5.3700], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [30.4937, 0.1016, -5.3700], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [30.7102, 0.1016, -5.2450], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [30.7102, 0.1016, -5.2450], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [30.8352, 0.1016, -5.0285], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [30.9602, 0.1016, -4.8120], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.0852, 0.1016, -4.5955], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.2102, 0.1016, -4.3790], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.3352, 0.1016, -4.1625], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.4602, 0.1016, -3.9460], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.5853, 0.1016, -3.7295], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.7103, 0.1016, -3.5130], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.8353, 0.1016, -3.2965], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.9603, 0.1016, -3.0800], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.0853, 0.1016, -2.8635], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.2103, 0.1016, -2.6470], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.3353, 0.1016, -2.4305], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.4603, 0.1016, -2.2140], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.5854, 0.1016, -1.9975], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.7104, 0.1016, -1.7810], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.8354, 0.1016, -1.5645], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.9604, 0.1016, -1.3480], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.0854, 0.1016, -1.1315], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.2104, 0.1016, -0.9150], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.3354, 0.1016, -0.6985], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.4604, 0.1016, -0.4820], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.5854, 0.1016, -0.2655], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.7105, 0.1016, -0.0490], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.8355, 0.1016, 0.1675], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.9605, 0.1016, 0.3840], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.0855, 0.1016, 0.6005], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.2105, 0.1016, 0.8170], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.3355, 0.1016, 1.0335], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.4605, 0.1016, 1.2500], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.5855, 0.1016, 1.4665], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.7105, 0.1016, 1.6830], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.8356, 0.1016, 1.8995], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.9606, 0.1016, 2.1160], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.0856, 0.1016, 2.3325], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.2106, 0.1016, 2.5490], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.3356, 0.1016, 2.7655], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.4606, 0.1016, 2.9820], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.5856, 0.1016, 3.1985], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.7106, 0.1016, 3.4150], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.8356, 0.1016, 3.6315], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.9607, 0.1016, 3.8480], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.0857, 0.1016, 4.0645], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.2107, 0.1016, 4.2810], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.3357, 0.1016, 4.4975], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.4607, 0.1016, 4.7140], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.5857, 0.1016, 4.9305], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.7107, 0.1016, 5.1470], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.8357, 0.1016, 5.3635], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.9608, 0.1016, 5.5800], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.0858, 0.1016, 5.7965], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.2108, 0.1016, 6.0130], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.3358, 0.1016, 6.2295], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.4608, 0.1016, 6.4460], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.5858, 0.1016, 6.6625], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.7108, 0.1016, 6.8790], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.8358, 0.1016, 7.0955], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.9608, 0.1016, 7.3120], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.0859, 0.1016, 7.5285], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.2109, 0.1016, 7.7450], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.3359, 0.1016, 7.9615], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.4609, 0.1016, 8.1780], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.5859, 0.1016, 8.3945], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.7109, 0.1016, 8.6110], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.8359, 0.1016, 8.8275], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [38.8359, 0.1016, 8.8275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8359, 0.1016, 9.0775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8359, 0.1016, 9.3275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8360, 0.1016, 9.5775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8360, 0.1016, 9.8275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8360, 0.1016, 10.0775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8360, 0.1016, 10.3275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8360, 0.1016, 10.5775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8360, 0.1016, 10.8275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8360, 0.1016, 11.0775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8360, 0.1016, 11.3275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8360, 0.1016, 11.5775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8361, 0.1016, 11.8275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8361, 0.1016, 12.0775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8361, 0.1016, 12.3275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8361, 0.1016, 12.5775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8361, 0.1016, 12.8275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8361, 0.1016, 13.0775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8361, 0.1016, 13.3275], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8361, 0.1016, 13.5775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
stop, Pos: [38.8361, 0.1016, 13.5775], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
