START | Pos: [-4.59648, 0.13958, -8.32624] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-4.6880, 0.1396, -9.4177], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-4.4715, 0.1396, -9.5427], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-4.4715, 0.1396, -9.5427], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-4.4715, 0.1396, -9.5427], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.2550, 0.1396, -9.4177], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.0385, 0.1396, -9.2927], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.8220, 0.1396, -9.1677], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.6055, 0.1396, -9.0427], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.3889, 0.1396, -8.9177], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.1724, 0.1396, -8.7927], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.9559, 0.1396, -8.6677], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.7394, 0.1396, -8.5427], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.5229, 0.1396, -8.4177], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.3064, 0.1396, -8.2927], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
stop, Pos: [-2.3064, 0.1396, -8.2927], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
