START | Pos: [-14.8719, 0.169, 5.2188] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-14.8719, 0.1690, 5.2188], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.2339, 0.1690, 6.7890], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-14.0174, 0.1690, 6.6640], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.8009, 0.1690, 6.5390], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.5844, 0.1690, 6.4140], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.3679, 0.1690, 6.2890], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.1514, 0.1690, 6.1640], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.9349, 0.1690, 6.0390], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.7184, 0.1855, 5.9140], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.5019, 0.2268, 5.7889], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.2854, 0.2680, 5.6639], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.0689, 0.1727, 5.5389], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.8524, 0.1690, 5.4139], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.8524, 0.1690, 5.4139], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.8524, 0.1690, 5.4139], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.8524, 0.1690, 5.4139], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.8524, 0.1690, 5.4139], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-12.0689, 0.3092, 5.2889], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-12.0689, 0.3092, 5.2889], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-12.1939, 0.2854, 5.0724], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-12.3189, 0.3200, 4.8559], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-12.3189, 0.3200, 4.8559], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.3189, 0.4132, 4.6059], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-12.3190, 0.6686, 4.3559], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-12.3190, 0.6686, 4.3559], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-12.3190, 0.6686, 4.3559], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.1025, 0.5812, 4.2309], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.8860, 0.5909, 4.1059], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.7110, 0.7450, 3.9763], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.4945, 0.9565, 3.8513], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.2780, 1.1596, 3.7262], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.0615, 1.2920, 3.6012], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-10.8450, 1.4776, 3.4762], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-10.8450, 1.4776, 3.4762], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-10.8450, 1.4776, 3.4762], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-10.8450, 1.4776, 3.4762], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-10.8450, 1.4776, 3.4762], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.8598, 1.4650, 3.6229], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.8948, 1.4350, 3.6279], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.9298, 1.4050, 3.6329], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.9648, 1.3750, 3.6379], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.9997, 1.3450, 3.6429], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.0347, 1.3150, 3.6479], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.0697, 1.2850, 3.6529], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.1047, 1.2550, 3.6579], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.1397, 1.2250, 3.6629], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.1747, 1.1950, 3.6679], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.2550, 1.1690, 3.7722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.3300, 1.1024, 3.7972], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.4050, 1.0357, 3.8222], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.4800, 0.9691, 3.8472], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.5550, 0.9024, 3.8722], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.6300, 0.8357, 3.8972], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.7288, 0.6739, 4.1362], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.7550, 0.5597, 4.3862], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.7550, 0.3930, 4.6362], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.7550, 0.2467, 4.8862], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.7550, 0.2467, 4.8862], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-11.6300, 0.1690, 5.1027], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-11.5050, 0.1690, 5.3192], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-11.3800, 0.1690, 5.5357], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.3800, 0.1690, 5.5357], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-11.3800, 0.1690, 5.5357], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.3800, 0.1690, 5.5357], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.1635, 0.1690, 5.4107], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.1635, 0.1690, 5.4107], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.1635, 0.1690, 5.4107], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.1635, 0.1690, 5.4107], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-11.2885, 0.1690, 5.1942], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-11.4135, 0.1690, 4.9777], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-11.5385, 0.1690, 4.7612], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-11.7505, 0.3630, 4.6752], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-11.8756, 0.5114, 4.4587], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-11.8756, 0.5114, 4.4587], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-11.8756, 0.5114, 4.4587], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-11.8756, 0.5114, 4.4587], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.8756, 0.5114, 4.4587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-11.8756, 0.5114, 4.4587], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-11.7550, 0.4280, 4.5837], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-11.6050, 0.1690, 4.7722], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-11.3885, 0.1690, 4.8972], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-11.1720, 0.1690, 5.0222], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.9555, 0.1690, 5.1472], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.7390, 0.1690, 5.2722], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.5225, 0.1690, 5.3972], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.3060, 0.1690, 5.5222], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.0895, 0.1690, 5.6472], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.8729, 0.1690, 5.7722], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.6564, 0.1690, 5.8971], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-9.6564, 0.1690, 5.8971], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.4064, 0.1690, 5.8971], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.1564, 0.1690, 5.8971], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.9064, 0.1690, 5.8971], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.6564, 0.1690, 5.8971], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.4064, 0.1690, 5.8971], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.1564, 0.1690, 5.8971], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.9064, 0.1690, 5.8971], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.6564, 0.1690, 5.8970], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.4064, 0.1690, 5.8970], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.1564, 0.1690, 5.8970], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.9064, 0.1690, 5.8970], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
