START | Pos: [-2.3657, 2.9257, 3.65177] | Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.3657, 2.9258, 3.6518], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-4.8999, 2.9258, 4.7119], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.0249, 2.9258, 4.9285], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.0249, 2.9258, 4.9285], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.0249, 2.9258, 5.1785], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.0249, 2.9258, 5.4285], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-5.0249, 2.9258, 5.4285], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.0249, 2.9258, 5.4285], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-5.0249, 2.9258, 5.4285], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-5.0249, 2.9258, 5.4285], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-5.0249, 2.9258, 5.4285], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-5.0249, 2.9258, 5.4285], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.0249, 2.9258, 5.1785], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.0249, 2.9258, 4.9285], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.0249, 2.9258, 4.6785], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.0250, 2.9258, 4.4285], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.0250, 2.9258, 4.1785], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.0250, 2.9258, 3.9285], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.0250, 2.9258, 3.6785], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.0250, 2.9258, 3.4285], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.0250, 2.9258, 3.1785], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-5.0250, 2.9258, 3.1785], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.1500, 2.9258, 2.9620], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.2750, 2.9258, 2.7455], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-5.2750, 2.9258, 2.7455], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.2751, 2.9258, 2.4955], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-5.2751, 2.9258, 2.4955], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.4001, 2.9258, 2.2790], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.5251, 2.9258, 2.0625], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-5.5251, 2.9258, 2.0625], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.7416, 2.9258, 1.9375], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.9581, 2.9258, 1.8125], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-6.1746, 2.9258, 1.6875], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
stop, Pos: [-6.1746, 2.9258, 1.6875], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
